id,x,y,z
1.0,5.09552,0.24499,17.33285
2.0,5.75255,0.27941,16.59157
3.0,4.70415,-0.13592,16.13223
4.0,4.03295,-0.75276,15.57447
5.0,3.27429,-0.29622,15.96067
6.0,2.91526,0.33314,16.65579
7.0,2.86392,1.214,16.11282
8.0,1.95593,0.96103,16.08105
9.0,1.64379,0.72567,16.91531
10.0,0.60177,0.86716,16.63794
11.0,-0.2827,0.57166,17.10439
12.0,-0.95879,0.74972,16.32833
13.0,-1.99676,0.61306,16.40329
14.0,-2.33421,0.53853,17.3603
15.0,-1.72175,0.9753,16.62417
16.0,-1.72241,0.90832,17.62652
17.0,-2.48305,0.32109,18.0496
18.0,-2.85872,-0.6458,17.8739
19.0,-3.34337,-1.34904,17.35754
20.0,-2.35093,-1.56933,17.26991
21.0,-2.76252,-1.20401,18.01651
22.0,-2.33277,-0.41821,17.42125
23.0,-2.88859,-1.12799,17.01466
24.0,-2.81714,-0.58207,17.99621
25.0,-2.28631,0.24481,18.16667
26.0,-2.4283,-0.62005,17.73251
27.0,-2.02331,-1.18269,18.49202
28.0,-1.23624,-0.55838,18.51849
29.0,-0.36886,-0.31685,18.0453
30.0,-0.68526,0.64569,18.27114
31.0,-0.7601,-0.3381,18.3851
32.0,-0.3156,-0.15391,17.49905
33.0,-0.42625,0.6917,17.16345
34.0,-0.27751,0.06847,17.87844
35.0,-0.49063,-0.83017,17.48015
36.0,0.04301,-0.13078,17.89112
37.0,-0.35856,-0.96969,17.80805
38.0,-0.75894,-0.60299,17.06211
39.0,-0.35722,-1.09275,17.88365
40.0,-1.14268,-1.49391,17.63136
41.0,-1.57813,-1.06409,16.60465
42.0,-1.75218,-1.6617,17.28173
43.0,-1.76148,-1.77144,18.29754
44.0,-1.86146,-1.00976,18.87313
45.0,-1.11469,-1.3131,18.27864
46.0,-1.8196,-1.71152,17.68874
47.0,-2.76566,-1.37604,17.59141
48.0,-2.97591,-1.03456,16.75307
49.0,-2.1758,-1.30947,17.33306
50.0,-1.62242,-1.36846,16.45961
51.0,-2.29376,-1.79545,17.08579
52.0,-1.32057,-2.04854,17.74713
