chromosome,start,end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr21,1174550,1174742,NC_023662.1,2803_006_autosomes_peak_73901,5529,.,177.536,558.141,552.951,88,11,12,"[2.373323855, 4.8379068599999995, 75.314625985]",2.373323855,4.8379068599999995,75.314625985,"[2.3737862102, 4.8362996663999995, 75.3157466314]",2.3737862102,4.8362996663999995,75.3157466314,1174646,74.74199999999999,"[2.3737862102, 4.8362996663999995, 75.3157466314]",2.3737862102,4.8362996663999995,75.3157466314
chr21,1263381,1263487,NC_023662.1,2803_006_autosomes_peak_73902,16,.,3.22793,3.94805,1.68706,49,12,13,"[2.864206418, 4.1817354004, 75.34208059950001]",2.864206418,4.1817354004,75.34208059950001,"[2.8649248860000003, 4.1809942908, 75.3418780865]",2.8649248860000003,4.1809942908,75.3418780865,1263434,63.487,"[2.8649248860000003, 4.1809942908, 75.3418780865]",2.8649248860000003,4.1809942908,75.3418780865
chr21,1365378,1365489,NC_023662.1,2803_006_autosomes_peak_73903,27,.,4.03491,5.27184,2.76836,48,13,14,"[3.2642438672000003, 3.409191111, 74.93297162500001]",3.2642438672000003,3.409191111,74.93297162500001,"[3.2645016536, 3.4083141555000003, 74.9323958125]",3.2645016536,3.4083141555000003,74.9323958125,1365433,65.489,"[3.2645016536, 3.4083141555000003, 74.9323958125]",3.2645016536,3.4083141555000003,74.9323958125
chr21,1370220,1370352,NC_023662.1,2803_006_autosomes_peak_73904,39,.,4.8419,6.67379,3.97677,51,13,14,"[3.275488928, 3.3709368900000003, 74.90785375]",3.275488928,3.3709368900000003,74.90785375,"[3.2757954848, 3.369894024, 74.907169]",3.2757954848,3.369894024,74.907169,1370286,70.352,"[3.2757954848, 3.369894024, 74.907169]",3.2757954848,3.369894024,74.907169
chr21,1377038,1377382,NC_023662.1,2803_006_autosomes_peak_73905,27,.,4.03491,5.27184,2.76836,42,13,14,"[3.2913230512, 3.317071281, 74.872485375]",3.2913230512,3.317071281,74.872485375,"[3.2921219568, 3.314353509, 74.870700875]",3.2921219568,3.314353509,74.870700875,1377210,77.38199999999999,"[3.2921219568, 3.314353509, 74.870700875]",3.2921219568,3.314353509,74.870700875
chr21,1377618,1377745,NC_023662.1,2803_006_autosomes_peak_73906,16,.,3.22793,3.94805,1.68706,32,13,14,"[3.2926700432000002, 3.3124889910000004, 74.869476625]",3.2926700432000002,3.3124889910000004,74.869476625,"[3.292964988, 3.3114856274999998, 74.8688178125]",3.292964988,3.3114856274999998,74.8688178125,1377681,77.745,"[3.292964988, 3.3114856274999998, 74.8688178125]",3.292964988,3.3114856274999998,74.8688178125
chr21,1404798,1404904,NC_023662.1,2803_006_autosomes_peak_73907,16,.,3.22793,3.94805,1.68706,49,14,15,"[3.2969597992, 3.1373772042000003, 74.7626450138]",3.2969597992,3.1373772042000003,74.7626450138,"[3.2959062016000003, 3.1374151416, 74.76284992240001]",3.2959062016000003,3.1374151416,74.76284992240001,1404851,4.904,"[3.2959062016000003, 3.1374151416, 74.76284992240001]",3.2959062016000003,3.1374151416,74.76284992240001
chr21,1598156,1598743,NC_023662.1,2803_006_autosomes_peak_73908a,127,.,9.68379,16.2314,12.7604,162,15,16,"[1.9502822292, 4.1909767408, 74.92588074359999]",1.9502822292,4.1909767408,74.92588074359999,"[1.9478876801, 4.1970737924, 74.92575635829999]",1.9478876801,4.1970737924,74.92575635829999,1598449,98.74300000000001,"[1.9478876801, 4.1970737924, 74.92575635829999]",1.9478876801,4.1970737924,74.92575635829999
chr21,1598156,1598743,NC_023662.1,2803_006_autosomes_peak_73908b,143,.,10.4908,17.9672,14.3973,345,15,16,"[1.9502822292, 4.1909767408, 74.92588074359999]",1.9502822292,4.1909767408,74.92588074359999,"[1.9478876801, 4.1970737924, 74.92575635829999]",1.9478876801,4.1970737924,74.92575635829999,1598449,98.74300000000001,"[1.9478876801, 4.1970737924, 74.92575635829999]",1.9478876801,4.1970737924,74.92575635829999
chr21,1756225,1756844,NC_023662.1,2803_006_autosomes_peak_73909,52,.,5.64888,8.14205,5.28039,394,17,18,"[1.994498815, 4.567729460000001, 74.605563145]",1.994498815,4.567729460000001,74.605563145,"[1.9990778056, 4.5658858304, 74.6096016248]",1.9990778056,4.5658858304,74.6096016248,1756534,56.843999999999994,"[1.9990778056, 4.5658858304, 74.6096016248]",1.9990778056,4.5658858304,74.6096016248
