gene_name,gene_id,start,end,chromosome,chromosome_nc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
POLR3K,gene-POLR3K,2568,10259,chr5,NC_023646.1,161.996897604493,-0.394886036164587,0.191464888816238,-2.0624462198058,0.039165272755454,0.101119203614794
SNRNP25,gene-SNRNP25,9643,14514,chr5,NC_023646.1,NA,NA,NA,NA,NA,NA
RHBDF1,gene-RHBDF1,14935,34991,chr5,NC_023646.1,NA,NA,NA,NA,NA,NA
MPG,gene-MPG,35073,42290,chr5,NC_023646.1,NA,NA,NA,NA,NA,NA
NPRL3,gene-NPRL3,40674,94265,chr5,NC_023646.1,NA,NA,NA,NA,NA,NA
HBZ,gene-HBZ,108648,109380,chr5,NC_023646.1,NA,NA,NA,NA,NA,NA
HBM,gene-HBM,110077,110876,chr5,NC_023646.1,NA,NA,NA,NA,NA,NA
LOC103231670,gene-LOC103231670,122663,124777,chr5,NC_023646.1,0.0,NA,NA,NA,NA,NA
LOC103225291,gene-LOC103225291,125078,125981,chr5,NC_023646.1,0.0,NA,NA,NA,NA,NA
LOC103225289,gene-LOC103225289,125838,127211,chr5,NC_023646.1,NA,NA,NA,NA,NA,NA
LUC7L,gene-LUC7L,132018,176060,chr5,NC_023646.1,626.573144479519,0.665375228440692,0.147013272882152,4.52595344213624,6.01238165156638e-06,5.97224612302651e-05
LOC103225263,gene-LOC103225263,132558,137906,chr5,NC_023646.1,NA,NA,NA,NA,NA,NA
HBQ1,gene-HBQ1,133766,134752,chr5,NC_023646.1,NA,NA,NA,NA,NA,NA
ITFG3,gene-ITFG3,198854,211791,chr5,NC_023646.1,369.295816518749,-0.615713105909716,0.155416963290593,-3.96168534549524,7.44225769806599e-05,0.0005442807345218
RGS11,gene-RGS11,214626,222961,chr5,NC_023646.1,10.537898864222,1.97230663808655,0.944108731083841,2.08906725798662,0.0367016692038444,0.0962802210620664
ARHGDIG,gene-ARHGDIG,226760,229449,chr5,NC_023646.1,23.4192697756008,0.52449489995544,0.554794925187581,0.945385179538373,0.344462265707486,0.509088739435324
PDIA2,gene-PDIA2,229523,233298,chr5,NC_023646.1,23.2737826977143,2.56006543660424,0.657093217683271,3.89604605208119,9.77758054806598e-05,0.0006886000846151
AXIN1,gene-AXIN1,233520,295134,chr5,NC_023646.1,273.601924792388,0.359229387794021,0.164311412431567,2.1862716805726,0.0287957347388214,0.0796560090906951
MRPL28,gene-MRPL28,308141,311442,chr5,NC_023646.1,118.149121608497,-0.782621556136254,0.222823285000211,-3.5122970031409,0.0004442512359779,0.002527718597987
TMEM8A,gene-TMEM8A,311625,322355,chr5,NC_023646.1,451.107400354819,0.518066413092496,0.137167934469133,3.77687697272337,0.0001588071248036,0.0010509521262326
NME4,gene-NME4,337533,341052,chr5,NC_023646.1,NA,NA,NA,NA,NA,NA
DECR2,gene-DECR2,342006,357369,chr5,NC_023646.1,164.14594248183,0.40024158066935,0.201220108742011,1.98907347367806,0.0466930937415734,0.115229968118573
RAB11FIP3,gene-RAB11FIP3,358951,445150,chr5,NC_023646.1,464.465225950332,-0.0666768768996812,0.151181660975176,-0.44103812902697,0.659185393685736,0.781054657970902
