chromosome,timepoint,gene_name,middle_x,middle_y,middle_z,cluster
chr13,24hrs,FILIP1,-67.6326832988,7.1853472252,-8.3644953455,0
chr13,24hrs,LOC103239941,-66.6323905028,7.554210844,-7.8765807032,0
chr13,24hrs,LOC103239940,-66.5659175373,6.7283637996,-7.535132442999999,0
chr13,24hrs,SENP6,-67.44720680505,7.2935282963,-7.54539501145,0
chr13,24hrs,LOC103239946,-67.5445488176,7.2019900828,-7.7092411038,0
chr13,24hrs,MYO6,-67.5367002532,7.7785378293,-7.2922612984,0
chr13,24hrs,IMPG1,-66.8422172383,7.6557379629,-7.531154864799999,0
chr13,24hrs,LOC103239948,-66.0463072901,7.9615777373,-7.4887660809,0
chr13,24hrs,LOC103239949,-65.548326176,7.391657564,-7.890613196799999,0
chr13,24hrs,LOC103239953,-67.4271040204,7.967086629200001,-7.74139842,0
chr13,24hrs,LOC103239952,-67.4328675237,7.6309915211,-8.2750108085,0
chr13,24hrs,LOC103239951,-67.3512887854,7.8577372562,-8.039110907,0
chr13,24hrs,LOC103239950,-67.3552849124,7.8466301372,-8.050666442,0
chr13,24hrs,HTR1B,-67.5286191964,8.143661069,-7.7510926372,0
chr13,24hrs,LOC103239955,-67.39824558240001,8.328382004,-8.0595683152,0
chr13,24hrs,LOC103239956,-67.36564639480001,8.374570433,-8.1367009204,0
chr13,24hrs,MEI4,-68.027295326225,7.75557109615,-8.125261291475,0
chr13,24hrs,LOC103239960,-67.8701200272,7.464374719,-8.1336682874,0
chr13,24hrs,IRAK1BP1,-67.86548219085,7.3739689108,-8.23747539035,0
chr13,24hrs,PHIP,-67.4897997325,8.210311473500001,-8.022440536,0
chr13,24hrs,TRNAF-GAA,-67.7635601173,7.4132656113,-7.981155377,0
chr13,24hrs,LOC103239962,-66.8462667424,8.7896667472,-8.090299785200001,0
chr13,24hrs,HMGN3,-66.5590135086,8.641656317899999,-7.780532607,0
chr13,24hrs,LOC103239964,-65.3604687903,8.1943256532,-8.28166018455,0
chr13,24hrs,LCA5,-66.0154881001,8.3018365703,-8.826704492600001,0
chr13,24hrs,LOC103239971,-65.9620984075,8.1331335125,-9.1062137675,0
chr13,24hrs,SH3BGRL2,-66.3561312274,7.9515631868,-9.3559343071,0
chr13,24hrs,LOC103239970,-65.8471568233,7.650065822,-9.174695474,0
chr13,24hrs,LOC103239972,-66.500887919,7.742523096,-9.478577987,0
chr13,24hrs,LOC103239973,-66.5207420557,7.9067752683,-9.422935044,0
chr13,24hrs,C13H6orf7,-66.3949285696,8.0313797024,-9.292450432,0
chr13,24hrs,BIRC8,-66.159972961,8.316335287,-8.472623326999999,0
chr13,24hrs,ELOVL4,-66.2247178276,8.288324489199999,-8.1416349532,0
chr13,24hrs,LOC103239977,-66.1714255327,8.3113805209,-8.4140755489,0
chr13,24hrs,TTK,-65.72685103900001,7.7351595301,-8.0031717948,0
chr13,24hrs,BCKDHB,-65.89767935993333,8.713981403066667,-7.546000529333333,0
chr13,24hrs,LOC103239987,-65.6785065857,8.462339096100001,-7.7180031338,0
chr13,24hrs,LOC103239986,-65.45197073119999,7.8171773976,-7.4633441228,0
chr13,24hrs,LOC103239985,-65.5322833144,7.982600441200001,-7.4743886086,0
chr13,24hrs,LOC103239984,-65.617434288,8.1481133336,-7.3307536548,0
chr13,24hrs,LOC103239983,-65.76405684,8.442359798,-7.228888989,0
chr13,24hrs,LOC103239989,-65.4051591231,7.760760247199999,-8.240874168600001,0
chr13,24hrs,LOC103239990,-65.6992906799,8.12436616305,-7.77506147735,0
chr13,24hrs,LOC103239991,-65.8176168612,8.454099228399999,-7.6439289116,0
chr13,24hrs,LOC103239993,-66.5637872404,8.7154130096,-8.3266379794,0
chr13,24hrs,FAM46A,-67.19245653440001,8.520377465600001,-8.7151664384,0
chr13,24hrs,LOC103239995,-67.0891263988,8.5418727644,-8.749612778500001,0
chr13,24hrs,LOC103239996,-66.0721752066,8.2402959032,-8.7966339534,0
chr13,24hrs,LOC103239997,-66.01825055580001,7.8340158642,-9.615970594,0
chr13,24hrs,IBTK,-66.54733148385,7.5587782698,-9.43034673415,0
chr13,24hrs,TPBG,-67.249766027,7.314453326,-8.896544946999999,0
chr13,24hrs,LOC103240002,-67.11027166235,7.47527936105,-9.36049887775,0
chr13,24hrs,LOC103240003,-67.2236454481,7.9203530097,-8.8144432223,0
chr13,24hrs,UBE3D,-65.352438573,8.296524848999999,-8.602890248000001,0
chr13,24hrs,LOC103240009,-66.094397254,8.448640624,-7.361108771,0
chr13,24hrs,LOC103240007,-65.4873442102,8.442307491200001,-7.5675478723,0
chr13,24hrs,LOC103240006,-65.22701035600001,8.439591536,-7.656078994,0
chr13,24hrs,LOC103240005,-65.1746288484,8.3993748267,-7.922620055299999,0
chr13,24hrs,LOC103240004,-65.1767032724,8.4032131887,-7.8979842133,0
chr13,24hrs,DOPEY1,-64.9646110467,7.728222204850001,-8.14275938935,0
chr13,24hrs,PGM3,-64.9449955074,7.6983107922,-8.427091064599999,0
chr13,24hrs,LOC103240010,-65.0005591264,7.893854099199999,-8.5135482656,0
chr13,24hrs,RWDD2A,-64.9373804138,7.6715112314,-8.4152419502,0
chr13,24hrs,LOC103240014,-64.9311517892,7.6495910276,-8.4055501868,0
chr13,24hrs,ME1,-65.312635935725,8.10182060225,-8.5998656556,0
chr13,24hrs,LOC103240016,-64.9747986776,7.165872734000001,-8.6352450968,0
chr13,24hrs,PRSS35,-65.53757457705,7.7568586268,-7.978602706,0
chr13,24hrs,SNAP91,-65.74943758925,7.64551360425,-8.64283986125,0
chr13,24hrs,RIPPLY2,-66.4850135792,7.3893823072,-8.9374741968,0
chr13,24hrs,LOC103240023,-66.8110701506,7.6061129455,-8.9343466287,0
chr13,24hrs,LOC103240022,-65.9690521854,7.6543699464,-9.1912519266,0
chr13,24hrs,LOC103240026,-66.1628904992,7.3238933464,-9.358249332,0
chr13,24hrs,LOC103240025,-66.84362398649999,7.6965311665,-9.019790855,0
chr13,24hrs,MRAP2,-66.61458066419999,7.2527094082,-9.273937934,0
chr13,24hrs,CEP162,-67.4449661794,7.2879334036,-8.7380406514,0
chr13,24hrs,LOC103240029,-65.9163024825,6.5946815235,-8.823055686,0
chr13,24hrs,LOC103240030,-65.76934495425,6.841625262,-8.40268562625,0
chr13,24hrs,TBX18,-65.3631112841,7.3067927176,-8.4695411186,0
chr13,24hrs,LOC103240033,-65.83232372639999,6.7196256224,-8.2581056828,0
chr13,24hrs,LOC103240034,-65.8971566916,7.1821620208,-8.1098887686,0
chr13,24hrs,LOC103240037,-66.9609912559,7.1897966092,-9.2004029119,0
chr13,24hrs,NT5E,-67.40190904960001,6.7302821012,-8.9190737164,0
chr13,24hrs,LOC103240042,-67.3216133536,6.7898735642,-8.9792278774,0
chr13,24hrs,LOC103240041,-67.4345206624,6.7060793878,-8.8946424666,0
chr13,24hrs,SNX14,-67.3258132558,7.2323959376,-9.399841549,0
chr13,24hrs,LOC103240040,-67.4983007008,6.6587450226,-8.8468611422,0
chr13,24hrs,SYNCRIP,-67.322885178,6.4773265805,-8.8279643335,0
chr13,24hrs,LOC103240047,-67.20699542599999,6.784239114,-9.125531492,0
chr13,24hrs,LOC103240046,-67.204503328,6.778159791999999,-9.121710576,0
chr13,24hrs,TRNAK-UUU,-66.0231665721,6.2205609355,-8.420473160499998,0
chr13,24hrs,LOC103240223,-66.280958434,7.351044823,-8.10358982925,0
chr13,24hrs,HTR1E,-66.2422877213,6.9092610353,-8.9242587049,0
chr13,24hrs,LOC103240051,-66.215127082,7.308957688,-8.005047318,0
chr13,24hrs,LOC103240054,-66.308418432,7.051343544,-8.50092632,0
chr13,24hrs,CGA,-66.34474357399999,6.945636533,-8.70689224,0
chr13,24hrs,ZNF292,-66.755077889,6.8503395602,-9.430404424,0
chr13,24hrs,GJB7,-66.89841265000001,6.8384381,-9.4824023875,0
chr13,24hrs,SMIM8,-66.983540245,6.658365730000001,-9.4287824325,0
chr13,24hrs,C13H6orf163,-67.1138388106,6.4708494724,-9.3015002481,0
chr13,24hrs,LOC103240062,-67.0431083956,6.5726395624,-9.3705932706,0
chr13,24hrs,C13H6orf165,-66.43905588025,6.64107438325,-9.21703021275,0
chr13,24hrs,SLC35A1,-66.36309208179999,6.538847363,-9.0948071428,0
chr13,24hrs,RARS2,-67.3272408175,6.211151475,-9.0078804575,0
chr13,24hrs,LOC103240071,-66.47748924279999,6.5077303575,-9.0798446239,0
chr13,24hrs,ORC3,-66.2704855704,6.2393631941,-9.1359125654,0
chr13,24hrs,LOC103240069,-66.5258582488,6.1736236634,-9.1093091342,0
chr13,24hrs,LOC103240074,-65.8733708392,5.7536999184,-8.9012985136,0
chr13,24hrs,SPACA1,-65.9159758828,6.1332081891,-8.7683048446,0
chr13,24hrs,CNR1,-65.796813242,6.176493751800001,-8.7577555917,0
chr13,24hrs,LOC103240077,-65.66218317645,6.418833118149999,-8.732812947200001,0
chr13,24hrs,LOC103240076,-65.9345012881,6.0800478967,-8.5276583131,0
chr13,24hrs,RNGTT,-66.116374015675,5.6902502777,-8.426512153425,0
chr13,24hrs,LOC103240078,-66.41399507435,5.6781647865,-9.0178803837,0
chr13,24hrs,LOC103240084,-65.9221432985,5.3712627048,-8.5598374363,0
chr13,24hrs,LOC103240083,-66.6452680445,5.2305288618,-8.901042917100002,0
chr13,24hrs,LOC103240082,-66.605041695,5.233779118,-8.885123921,0
