seqid,start,end,id,name,seqid_old,start_id,end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos,center_of_mass,distance_from_com
chr18,2554,4107,gene-LOC103244006,LOC103244006,NC_023659.1,0,1,"[-106.6612831242, 27.108048032400003, 40.1655645132]",-106.6612831242,27.108048032400003,40.1655645132,"[-106.6645868211, 27.096013214200003, 40.154780170600006]",-106.6645868211,27.096013214200003,40.154780170600006,3330,-106.6645868211,27.096013214200003,40.154780170600006,4.107,"[-106.6645868211, 27.096013214200003, 40.154780170600006]","[-107.52869424033149, 26.390199488950277, 40.95300378453038]",1.3718657312426263
chr18,32925,124001,gene-PARD6G,PARD6G,NC_023659.1,0,2,"[-106.7258913525, 26.872691005000004, 39.954662215]",-106.7258913525,26.872691005000004,39.954662215,"[-106.9196373273, 26.1669066506, 39.322212255800004]",-106.9196373273,26.1669066506,39.3222122558,78463,-106.9196373273,26.1669066506,39.3222122558,62.0005,"[-106.9196373273, 26.1669066506, 39.322212255800004]","[-107.52869424033149, 26.390199488950277, 40.95300378453038]",1.7550757890042061
chr18,82475,96384,gene-LOC103244007,LOC103244007,NC_023659.1,0,1,"[-106.8312990675, 26.488708235, 39.610577105000004]",-106.8312990675,26.488708235,39.610577105,"[-106.86088768319999, 26.380921830400002, 39.513990227200004]",-106.8608876832,26.3809218304,39.5139902272,89429,-106.8608876832,26.3809218304,39.5139902272,96.384,"[-106.86088768319999, 26.380921830400002, 39.513990227200004]","[-107.52869424033149, 26.390199488950277, 40.95300378453038]",1.58644624582008
chr18,140780,169416,gene-ADNP2,ADNP2,NC_023659.1,1,2,"[-106.955331294, 26.036879468000002, 39.205695524]",-106.955331294,26.036879468,39.205695524,"[-107.0162486568, 25.8149676496, 39.0068414128]",-107.0162486568,25.8149676496,39.0068414128,155098,-107.0162486568,25.8149676496,39.0068414128,69.416,"[-107.0162486568, 25.8149676496, 39.0068414128]","[-107.52869424033149, 26.390199488950277, 40.95300378453038]",2.0930934337058273
chr18,222969,234718,gene-RBFA,RBFA,NC_023659.1,2,3,"[-107.2469325683, 25.4012939365, 38.731823537000004]",-107.2469325683,25.4012939365,38.731823537,"[-107.3316510826, 25.310926503, 38.699784014]",-107.3316510826,25.310926503,38.699784014,228843,-107.3316510826,25.310926503,38.699784014,34.718,"[-107.3316510826, 25.310926503, 38.699784014]","[-107.52869424033149, 26.390199488950277, 40.95300378453038]",2.5061236039987715
chr18,261738,267697,gene-LOC103244011,LOC103244011,NC_023659.1,2,3,"[-107.5264841966, 25.103102173, 38.626100474]",-107.5264841966,25.103102173,38.626100474,"[-107.5694527579, 25.0572685245, 38.609850281]",-107.5694527579,25.0572685245,38.609850281,264717,-107.5694527579,25.0572685245,38.609850281,67.697,"[-107.5694527579, 25.0572685245, 38.609850281]","[-107.52869424033149, 26.390199488950277, 40.95300378453038]",2.696059078331079
chr18,270392,286243,gene-TXNL4A,TXNL4A,NC_023659.1,2,3,"[-107.5888855944, 25.036539932, 38.602501016]",-107.5888855944,25.036539932,38.602501016,"[-107.7031824001, 24.9146219655, 38.559275339]",-107.7031824001,24.9146219655,38.559275339,278317,-107.7031824001,24.9146219655,38.559275339,86.24300000000001,"[-107.7031824001, 24.9146219655, 38.559275339]","[-107.52869424033149, 26.390199488950277, 40.95300378453038]",2.8173943665295305
chr18,288772,294717,gene-HSBP1L1,HSBP1L1,NC_023659.1,2,3,"[-107.7214182604, 24.895170162, 38.552378756]",-107.7214182604,24.895170162,38.552378756,"[-107.7642858719, 24.849444194500002, 38.536166741]",-107.7642858719,24.8494441945,38.536166741,291744,-107.7642858719,24.8494441945,38.536166741,94.717,"[-107.7642858719, 24.849444194500002, 38.536166741]","[-107.52869424033149, 26.390199488950277, 40.95300378453038]",2.8758531932667086
chr18,302491,302995,gene-LOC103244020,LOC103244020,NC_023659.1,3,4,"[-107.7987643135, 24.7917013138, 38.5411011204]",-107.7987643135,24.7917013138,38.5411011204,"[-107.7980327575, 24.788239741, 38.545014378]",-107.7980327575,24.788239741,38.545014378,302743,-107.7980327575,24.788239741,38.545014378,2.995,"[-107.7980327575, 24.788239741, 38.545014378]","[-107.52869424033149, 26.390199488950277, 40.95300378453038]",2.904691249142667
chr18,311594,354877,gene-PQLC1,PQLC1,NC_023659.1,3,4,"[-107.785551309, 24.7291800892, 38.6117804536]",-107.785551309,24.7291800892,38.6117804536,"[-107.7227260345, 24.4319037886, 38.9478469788]",-107.7227260345,24.4319037886,38.9478469788,333235,-107.7227260345,24.4319037886,38.9478469788,54.877,"[-107.7227260345, 24.4319037886, 38.9478469788]","[-107.52869424033149, 26.390199488950277, 40.95300378453038]",2.809488245699827
chr18,345055,347102,gene-LOC103244018,LOC103244018,NC_023659.1,3,4,"[-107.7369826675, 24.499363249, 38.871585042]",-107.7369826675,24.499363249,38.871585042,"[-107.734011447, 24.4853040436, 38.8874787688]",-107.734011447,24.4853040436,38.8874787688,346078,-107.734011447,24.4853040436,38.8874787688,47.102,"[-107.734011447, 24.4853040436, 38.8874787688]","[-107.52869424033149, 26.390199488950277, 40.95300378453038]",2.8172993102754234
chr18,357227,443625,gene-KCNG2,KCNG2,NC_023659.1,3,5,"[-107.6790729831, 24.67417489845, 39.06537930245]",-107.6790729831,24.67417489845,39.06537930245,"[-107.4929112125, 24.470910643750003, 39.88610414375]",-107.4929112125,24.470910643750003,39.88610414375,400426,-107.4929112125,24.470910643750003,39.88610414375,71.8125,"[-107.4929112125, 24.470910643750003, 39.88610414375]","[-107.52869424033149, 26.390199488950277, 40.95300378453038]",2.196184177132758
chr18,375144,387316,gene-LOC103244244,LOC103244244,NC_023659.1,3,4,"[-107.693308484, 24.2927059792, 39.105208073600004]",-107.693308484,24.2927059792,39.1052080736,"[-107.67564082599999, 24.2091062488, 39.1997163504]",-107.675640826,24.2091062488,39.1997163504,381230,-107.675640826,24.2091062488,39.1997163504,87.316,"[-107.67564082599999, 24.2091062488, 39.1997163504]","[-107.52869424033149, 26.390199488950277, 40.95300378453038]",2.802280829600835
