seqid,start,end,id,name,seqid_old,start_id,end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos,center_of_mass,distance_from_com
chr18,2554,4107,gene-LOC103244006,LOC103244006,NC_023659.1,0,1,"[25.412923384000003, 51.957953881399995, 28.5961021014]",25.412923384000003,51.9579538814,28.5961021014,"[25.425962372, 51.9551104937, 28.6016915037]",25.425962372,51.9551104937,28.6016915037,3330,25.425962372,51.9551104937,28.6016915037,4.107,"[25.425962372, 51.9551104937, 28.6016915037]","[26.751178853591163, 53.03686082872928, 29.8662698480663]",2.1273318733702644
chr18,32925,124001,gene-PARD6G,PARD6G,NC_023659.1,0,2,"[25.6679183, 51.9023476175, 28.7054103675]",25.6679183,51.9023476175,28.7054103675,"[26.432592396, 51.7355965691, 29.0332019991]",26.432592396,51.7355965691,29.0332019991,78463,26.432592396,51.7355965691,29.0332019991,62.0005,"[26.432592396, 51.7355965691, 29.0332019991]","[26.751178853591163, 53.03686082872928, 29.8662698480663]",1.5775893145335296
chr18,82475,96384,gene-LOC103244007,LOC103244007,NC_023659.1,0,1,"[26.0839401, 51.8116265225, 28.8837457725]",26.0839401,51.8116265225,28.8837457725,"[26.200720064, 51.7861605344, 28.9338056544]",26.200720064,51.7861605344,28.9338056544,89429,26.200720064,51.7861605344,28.9338056544,96.384,"[26.200720064, 51.7861605344, 28.9338056544]","[26.751178853591163, 53.03686082872928, 29.8662698480663]",1.6543112094594745
chr18,140780,169416,gene-ADNP2,ADNP2,NC_023659.1,1,2,"[26.57346888, 51.704875898, 29.093591298]",26.57346888,51.704875898,29.093591298,"[26.813896736, 51.6524462456, 29.1966551256]",26.813896736,51.6524462456,29.1966551256,155098,26.813896736,51.6524462456,29.1966551256,69.416,"[26.813896736, 51.6524462456, 29.1966551256]","[26.751178853591163, 53.03686082872928, 29.8662698480663]",1.5391299968808676
chr18,222969,234718,gene-RBFA,RBFA,NC_023659.1,2,3,"[27.2911801031, 51.5614544316, 29.3222317781]",27.2911801031,51.5614544316,29.3222317781,"[27.4039693282, 51.5435536552, 29.3301611782]",27.4039693282,51.5435536552,29.3301611782,228843,27.4039693282,51.5435536552,29.3301611782,34.718,"[27.4039693282, 51.5435536552, 29.3301611782]","[26.751178853591163, 53.03686082872928, 29.8662698480663]",1.7156672824763695
chr18,261738,267697,gene-LOC103244011,LOC103244011,NC_023659.1,2,3,"[27.6633586262, 51.5023859832, 29.3483969762]",27.6633586262,51.5023859832,29.3483969762,"[27.7205644303, 51.4933068508, 29.3524187053]",27.7205644303,51.4933068508,29.3524187053,264717,27.7205644303,51.4933068508,29.3524187053,67.697,"[27.7205644303, 51.4933068508, 29.3524187053]","[26.751178853591163, 53.03686082872928, 29.8662698480663]",1.8937556009249599
chr18,270392,286243,gene-TXNL4A,TXNL4A,NC_023659.1,2,3,"[27.746436160800002, 51.4892007488, 29.3542375608]",27.7464361608,51.4892007488,29.3542375608,"[27.8986041757, 51.465050165200005, 29.364935400700002]",27.8986041757,51.465050165200005,29.3649354007,278317,27.8986041757,51.465050165200005,29.3649354007,86.24300000000001,"[27.8986041757, 51.465050165200005, 29.364935400700002]","[26.751178853591163, 53.03686082872928, 29.8662698480663]",2.0096044038359855
chr18,288772,294717,gene-HSBP1L1,HSBP1L1,NC_023659.1,2,3,"[27.9228823228, 51.461196980800004, 29.3666422228]",27.9228823228,51.4611969808,29.3666422228,"[27.9799537283, 51.4521391788, 29.370654503300003]",27.9799537283,51.4521391788,29.370654503300003,291744,27.9799537283,51.4521391788,29.370654503300003,94.717,"[27.9799537283, 51.4521391788, 29.370654503300003]","[26.751178853591163, 53.03686082872928, 29.8662698480663]",2.06563911911982
chr18,302491,302995,gene-LOC103244020,LOC103244020,NC_023659.1,3,4,"[28.0224384905, 51.435046673600006, 29.395002163900003]",28.0224384905,51.435046673600006,29.395002163900003,"[28.020773022500002, 51.433216952, 29.3992069855]",28.0207730225,51.433216952,29.3992069855,302743,28.0207730225,51.433216952,29.3992069855,2.995,"[28.020773022500002, 51.433216952, 29.3992069855]","[26.751178853591163, 53.03686082872928, 29.8662698480663]",2.0980206754670605
chr18,311594,354877,gene-PQLC1,PQLC1,NC_023659.1,3,4,"[27.992357627, 51.4019991424, 29.4709475826]",27.992357627,51.4019991424,29.4709475826,"[27.849328953500002, 51.2448645392, 29.832053323300002]",27.8493289535,51.2448645392,29.8320533233,333235,27.8493289535,51.2448645392,29.8320533233,54.877,"[27.849328953500002, 51.2448645392, 29.832053323300002]","[26.751178853591163, 53.03686082872928, 29.8662698480663]",2.1019883715624075
