seqid,start,end,id,name,seqid_old,start_id,end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos,center_of_mass,distance_from_com
chr6,13530,14913,gene-LOC103233554,LOC103233554,NC_023647.1,0,1,"[-20.273844292, 59.674584866, 20.026927821]",-20.273844292,59.674584866,20.026927821,"[-20.2781266132, 59.6851955186, 20.0341134741]",-20.2781266132,59.6851955186,20.0341134741,14221,-20.2781266132,59.6851955186,20.0341134741,14.913000000000002,"[-20.2781266132, 59.6851955186, 20.0341134741]","[-20.858163575638507, 58.90529436149312, 20.116067465618862]",0.9753999945547511
chr6,15326,26759,gene-PPAP2C,PPAP2C,NC_023647.1,0,1,"[-20.2794054264, 59.6883641372, 20.0362592982]",-20.2794054264,59.6883641372,20.0362592982,"[-20.3148065676, 59.7760803998, 20.0956617363]",-20.3148065676,59.7760803998,20.0956617363,21042,-20.3148065676,59.7760803998,20.0956617363,26.759,"[-20.3148065676, 59.7760803998, 20.0956617363]","[-20.858163575638507, 58.90529436149312, 20.116067465618862]",1.0266068168893996
chr6,35532,70736,gene-MIER2,MIER2,NC_023647.1,0,1,"[-20.3419712848, 59.8433886104, 20.1412436124]",-20.3419712848,59.8433886104,20.1412436124,"[-20.4509769504, 60.1134807392, 20.3241530352]",-20.4509769504,60.1134807392,20.3241530352,53134,-20.4509769504,60.1134807392,20.3241530352,70.736,"[-20.4509769504, 60.1134807392, 20.3241530352]","[-20.858163575638507, 58.90529436149312, 20.116067465618862]",1.2918261784456537
chr6,87805,101951,gene-THEG,THEG,NC_023647.1,0,2,"[-20.503829402, 60.244437521, 20.4128384385]",-20.503829402,60.244437521,20.4128384385,"[-20.547631076400002, 60.3529684622, 20.4863368107]",-20.5476310764,60.3529684622,20.4863368107,94878,-20.5476310764,60.3529684622,20.4863368107,50.9755,"[-20.547631076400002, 60.3529684622, 20.4863368107]","[-20.858163575638507, 58.90529436149312, 20.116067465618862]",1.5262012065411334
chr6,96450,100025,gene-LOC103233555,LOC103233555,NC_023647.1,0,2,"[-20.53059778, 60.31076369, 20.457755265]",-20.53059778,60.31076369,20.457755265,"[-20.541667410000002, 60.338191805, 20.4763298925]",-20.54166741,60.338191805,20.4763298925,98237,-20.54166741,60.338191805,20.4763298925,50.0125,"[-20.541667410000002, 60.338191805, 20.4763298925]","[-20.858163575638507, 58.90529436149312, 20.116067465618862]",1.5110108943004747
chr6,141694,149393,gene-C2CD4C,C2CD4C,NC_023647.1,1,2,"[-20.6706913016, 60.657884706800004, 20.6928295158]",-20.6706913016,60.6578847068,20.6928295158,"[-20.6945304852, 60.716952974600005, 20.7328312101]",-20.6945304852,60.716952974600005,20.7328312101,145543,-20.6945304852,60.716952974600005,20.7328312101,49.393,"[-20.6945304852, 60.716952974600005, 20.7328312101]","[-20.858163575638507, 58.90529436149312, 20.116067465618862]",1.920749914808592
chr6,151955,193626,gene-SHC2,SHC2,NC_023647.1,1,2,"[-20.702463462, 60.736609151, 20.7461425935]",-20.702463462,60.736609151,20.7461425935,"[-20.8314935464, 61.056317397200004, 20.9626526082]",-20.8314935464,61.0563173972,20.9626526082,172790,-20.8314935464,61.0563173972,20.9626526082,93.626,"[-20.8314935464, 61.056317397200004, 20.9626526082]","[-20.858163575638507, 58.90529436149312, 20.116067465618862]",2.311778059036025
chr6,171483,172373,gene-LOC103233558,LOC103233558,NC_023647.1,1,2,"[-20.7629299612, 60.8864318726, 20.8476042231]",-20.7629299612,60.8864318726,20.8476042231,"[-20.7656857572, 60.893260130600005, 20.8522283961]",-20.7656857572,60.893260130600005,20.8522283961,171928,-20.7656857572,60.893260130600005,20.8522283961,72.373,"[-20.7656857572, 60.893260130600005, 20.8522283961]","[-20.858163575638507, 58.90529436149312, 20.116067465618862]",2.1219078588880174
chr6,195262,203799,gene-ODF3L2,ODF3L2,NC_023647.1,1,3,"[-20.2998912536, 60.649935419, 21.0006935196]",-20.2998912536,60.649935419,21.0006935196,"[-20.2782311772, 60.6778898255, 21.0476965342]",-20.2782311772,60.6778898255,21.0476965342,199530,-20.2782311772,60.6778898255,21.0476965342,51.8995,"[-20.2782311772, 60.6778898255, 21.0476965342]","[-20.858163575638507, 58.90529436149312, 20.116067465618862]",2.0847899144042734
chr6,222795,235198,gene-MADCAM1,MADCAM1,NC_023647.1,2,3,"[-20.664976614, 61.079616656, 21.1283434405]",-20.664976614,61.079616656,21.1283434405,"[-20.5636341816, 61.0656856064, 21.2004780482]",-20.5636341816,61.0656856064,21.2004780482,228996,-20.5636341816,61.0656856064,21.2004780482,35.198,"[-20.5636341816, 61.0656856064, 21.2004780482]","[-20.858163575638507, 58.90529436149312, 20.116067465618862]",2.435155889596591
