gene_name,expr_delta_12h,expr_delta_18h,expr_delta_24h,acc_delta_12h_tss,acc_delta_18h_tss,acc_delta_24h_tss
LOC103226000,0.61190303303278,2.49617812122687,-0.0491353958864061,,,
LOC103226004,0.857848697430322,1.36450322050832,1.6678319113479,-34.0493,22.98524,5.35862
LOC103226006,0.0190801713349928,-0.567921720513127,-1.20665491243905,-13.168300000000002,-15.8167,-12.132420000000002
ZNF273,0.21375519081999,0.782917982543757,0.839559509981458,-0.564899999999998,-15.639799999999997,-2.82925
LOC103226009,,,,,,
ZNF680,0.507373907289857,1.05831049749472,1.02997719809923,-11.534200000000002,-13.821799999999998,-11.651819999999999
ZNF727P,0.817414680930167,1.13648301456851,1.34013537820652,31.6851,8.29498,-3.00146
ZNF679,2.35768679354702,0.0,0.0,0.6764099999999997,2.7241799999999996,1.4778799999999999
LOC103226027,0.0,2.05127306701024,2.41138657132617,,,
NUPR1L,3.59454905426717,1.94155191236019,1.74090917652371,-1.9223700000000004,2.4220999999999995,-0.13608999999999982
CHCHD2,-0.47547105776523,-0.627596600695803,-1.19636361969748,-18.556499999999996,-13.3375,5.050330000000001
PHKG1,1.98952357825425,3.94418278950167,3.66721517951965,0.19756000000000018,-3.1377399999999995,-1.7319899999999997
SUMF2,-0.530746484312618,-1.06882578224039,-1.53332737593618,-7.696390000000001,0.6096499999999994,1.95845
CCT6A,-0.23066388385377,-0.041665519453106,-0.0176642809376236,1.7409999999999997,-22.7727,-2.3486399999999996
PSPH,-0.405969123422212,-1.07281167862911,-1.9774964416389,-0.1882999999999999,-22.924799999999998,2.4571000000000005
GBAS,-0.483831934641126,-0.567149331057735,-1.10235076589932,-1.7294400000000003,-2.2315099999999997,-0.13608999999999982
MRPS17,-0.471688532607644,-0.631692966403822,-1.22970723404339,-15.367399999999996,-18.946199999999997,-19.9396
ZNF713,-0.613242668166586,-0.327759559835093,-0.348261479967545,44.492999999999995,-37.8765,-24.16487
SEPT14,0.105298045224595,0.246524777893556,0.958589618667006,,0.4871699999999999,1.95845
LOC103226046,0.972993681863364,1.14300861155826,1.06633118781305,,-5.7965599999999995,
LOC103226045,1.49473618068878,1.02907814218338,1.45965988608031,,,
LOC103226044,1.35189912390555,1.33781661740865,2.09897914190798,-1.7294400000000003,1.5158799999999997,1.34178
LOC103226043,1.41798168328305,0.888642459790163,1.99817452103605,-3.7494299999999994,-2.1090300000000006,0.036150000000000126
LOC103227350,1.10529818616278,0.814093067300339,1.56491235414428,-0.6694700000000005,-4.1636999999999995,0.3625600000000002
LOC103227351,1.14558549517802,0.689468374263898,1.85402656129332,-2.3059200000000004,-4.1636999999999995,-1.8861499999999998
LOC103226050,-0.149986055749787,-2.14847502235517,-0.850603450690211,0.48348999999999975,1.6356000000000002,0.34448000000000034
VOPP1,-0.29934647797139,-0.676892571987222,-0.900997492482466,1.257530000000001,-0.8381199999999991,0.20839000000000052
LANCL2,-0.387054193230561,-0.063397654253164,-0.175094614327226,2.02461,7.078460000000001,-0.7708399999999997
EGFR,0.161905609733358,-0.415012518546284,-0.67803858590767,-1.5365099999999998,-2.7758,0.1903100000000002
