gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
PARD6G,gene-PARD6G,32925,124001,chr18,33023,33769,NC_023659.1,2803_001_autosomes_peak_95633a,100,.,7.21756,12.0637,10.0145,232
PARD6G,gene-PARD6G,32925,124001,chr18,33023,33769,NC_023659.1,2803_001_autosomes_peak_95633b,135,.,8.66107,15.6603,13.5311,558
PARD6G,gene-PARD6G,32925,124001,chr18,33999,34380,NC_023659.1,2803_001_autosomes_peak_95634,29,.,3.84937,4.75735,2.97448,132
PARD6G,gene-PARD6G,32925,124001,chr18,43435,43627,NC_023659.1,2803_001_autosomes_peak_95635,14,.,2.88702,3.05827,1.41458,100
PARD6G,gene-PARD6G,32925,124001,chr18,51122,51613,NC_023659.1,2803_001_autosomes_peak_95636,100,.,7.21756,12.0637,10.0145,378
PARD6G,gene-PARD6G,32925,124001,chr18,79366,79480,NC_023659.1,2803_001_autosomes_peak_95637,14,.,2.88702,3.05827,1.41458,73
PARD6G,gene-PARD6G,32925,124001,chr18,83662,84413,NC_023659.1,2803_001_autosomes_peak_95638a,67,.,5.77405,8.71856,6.76339,214
PARD6G,gene-PARD6G,32925,124001,chr18,83662,84413,NC_023659.1,2803_001_autosomes_peak_95638b,309,.,14.9163,33.354,30.9572,438
PARD6G,gene-PARD6G,32925,124001,chr18,93460,93597,NC_023659.1,2803_001_autosomes_peak_95639,14,.,2.88702,3.05827,1.41458,109
PARD6G,gene-PARD6G,32925,124001,chr18,96381,96801,NC_023659.1,2803_001_autosomes_peak_95640,38,.,4.33054,5.68452,3.84989,296
PARD6G,gene-PARD6G,32925,124001,chr18,99890,100027,NC_023659.1,2803_001_autosomes_peak_95641,21,.,3.3682,3.87986,2.15898,38
PARD6G,gene-PARD6G,32925,124001,chr18,100198,100442,NC_023659.1,2803_001_autosomes_peak_95642,29,.,3.84937,4.75735,2.97448,101
PARD6G,gene-PARD6G,32925,124001,chr18,117655,117762,NC_023659.1,2803_001_autosomes_peak_95643,21,.,3.3682,3.87986,2.15898,45
PARD6G,gene-PARD6G,32925,124001,chr18,120328,120518,NC_023659.1,2803_001_autosomes_peak_95644,14,.,2.88702,3.05827,1.41458,22
PARD6G,gene-PARD6G,32925,124001,chr18,120746,121153,NC_023659.1,2803_001_autosomes_peak_95645,38,.,4.33054,5.68452,3.84989,273
PARD6G,gene-PARD6G,32925,124001,chr18,123275,123559,NC_023659.1,2803_001_autosomes_peak_95646,47,.,4.81171,6.6564,4.77727,85
LOC103244007,gene-LOC103244007,82475,96384,chr18,83662,84413,NC_023659.1,2803_001_autosomes_peak_95638a,67,.,5.77405,8.71856,6.76339,214
LOC103244007,gene-LOC103244007,82475,96384,chr18,83662,84413,NC_023659.1,2803_001_autosomes_peak_95638b,309,.,14.9163,33.354,30.9572,438
LOC103244007,gene-LOC103244007,82475,96384,chr18,93460,93597,NC_023659.1,2803_001_autosomes_peak_95639,14,.,2.88702,3.05827,1.41458,109
LOC103244007,gene-LOC103244007,82475,96384,chr18,96381,96801,NC_023659.1,2803_001_autosomes_peak_95640,38,.,4.33054,5.68452,3.84989,296
ADNP2,gene-ADNP2,140780,169416,chr18,158615,158817,NC_023659.1,2803_001_autosomes_peak_95649,14,.,2.88702,3.05827,1.41458,38
ADNP2,gene-ADNP2,140780,169416,chr18,164663,164905,NC_023659.1,2803_001_autosomes_peak_95650,29,.,3.84937,4.75735,2.97448,59
