gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
IMPG1,gene-IMPG1,624694,783466,chr13,697021,697179,NC_023654.1,2803_006_autosomes_peak_44094,27,.,4.03491,5.27184,2.76836,88
IRAK1BP1,gene-IRAK1BP1,3575414,3615533,chr13,3575436,3575693,NC_023654.1,2803_006_autosomes_peak_44098,27,.,4.03491,5.27184,2.76836,7
PHIP,gene-PHIP,3646331,3783930,chr13,3783426,3783643,NC_023654.1,2803_006_autosomes_peak_44099,16,.,3.22793,3.94805,1.68706,150
HMGN3,gene-HMGN3,3909460,3943339,chr13,3941449,3941916,NC_023654.1,2803_006_autosomes_peak_44100,52,.,5.64888,8.14205,5.28039,372
SH3BGRL2,gene-SH3BGRL2,4342588,4416054,chr13,4343157,4343473,NC_023654.1,2803_006_autosomes_peak_44104,27,.,4.03491,5.27184,2.76836,71
TTK,gene-TTK,4738849,4779563,chr13,4738660,4738992,NC_023654.1,2803_006_autosomes_peak_44105,52,.,5.64888,8.14205,5.28039,245
BCKDHB,gene-BCKDHB,4845481,5087558,chr13,4845254,4845851,NC_023654.1,2803_006_autosomes_peak_44106,96,.,8.06983,12.8668,9.61173,290
BCKDHB,gene-BCKDHB,4845481,5087558,chr13,4866055,4866317,NC_023654.1,2803_006_autosomes_peak_44107,81,.,7.26285,11.2446,8.10932,168
FAM46A,gene-FAM46A,6392131,6399456,chr13,6399446,6399942,NC_023654.1,2803_006_autosomes_peak_44108,52,.,5.64888,8.14205,5.28039,376
IBTK,gene-IBTK,6836527,6915731,chr13,6915164,6916049,NC_023654.1,2803_006_autosomes_peak_44111,66,.,6.45586,9.66788,6.66308,465
TPBG,gene-TPBG,7047658,7051390,chr13,7047851,7048339,NC_023654.1,2803_006_autosomes_peak_44113,52,.,5.64888,8.14205,5.28039,136
TPBG,gene-TPBG,7047658,7051390,chr13,7048896,7049055,NC_023654.1,2803_006_autosomes_peak_44114,27,.,4.03491,5.27184,2.76836,87
TPBG,gene-TPBG,7047658,7051390,chr13,7049652,7049785,NC_023654.1,2803_006_autosomes_peak_44115,16,.,3.22793,3.94805,1.68706,9
UBE3D,gene-UBE3D,7558463,7737630,chr13,7737240,7737714,NC_023654.1,2803_006_autosomes_peak_44117,52,.,5.64888,8.14205,5.28039,420
DOPEY1,gene-DOPEY1,7739401,7845309,chr13,7739408,7739862,NC_023654.1,2803_006_autosomes_peak_44118,39,.,4.8419,6.67379,3.97677,149
PGM3,gene-PGM3,7841724,7871013,chr13,7870592,7871911,NC_023654.1,2803_006_autosomes_peak_44119,96,.,8.06983,12.8668,9.61173,386
RWDD2A,gene-RWDD2A,7871043,7874281,chr13,7870592,7871911,NC_023654.1,2803_006_autosomes_peak_44119,96,.,8.06983,12.8668,9.61173,386
ME1,gene-ME1,7889211,8112793,chr13,8112557,8112850,NC_023654.1,2803_006_autosomes_peak_44120,52,.,5.64888,8.14205,5.28039,100
SNAP91,gene-SNAP91,8221601,8374205,chr13,8223448,8223570,NC_023654.1,2803_006_autosomes_peak_44121,27,.,4.03491,5.27184,2.76836,63
SNAP91,gene-SNAP91,8221601,8374205,chr13,8373141,8373421,NC_023654.1,2803_006_autosomes_peak_44122,27,.,4.03491,5.27184,2.76836,83
SNAP91,gene-SNAP91,8221601,8374205,chr13,8373575,8373750,NC_023654.1,2803_006_autosomes_peak_44123,16,.,3.22793,3.94805,1.68706,10
CEP162,gene-CEP162,8798591,8908782,chr13,8873454,8873809,NC_023654.1,2803_006_autosomes_peak_44124,52,.,5.64888,8.14205,5.28039,220
TBX18,gene-TBX18,9407384,9441157,chr13,9438947,9439162,NC_023654.1,2803_006_autosomes_peak_44125,27,.,4.03491,5.27184,2.76836,127
TBX18,gene-TBX18,9407384,9441157,chr13,9439932,9440390,NC_023654.1,2803_006_autosomes_peak_44126,96,.,8.06983,12.8668,9.61173,242
NT5E,gene-NT5E,10115591,10162178,chr13,10115890,10116538,NC_023654.1,2803_006_autosomes_peak_44129,39,.,4.8419,6.67379,3.97677,355
NT5E,gene-NT5E,10115591,10162178,chr13,10131094,10131392,NC_023654.1,2803_006_autosomes_peak_44130,39,.,4.8419,6.67379,3.97677,93
SNX14,gene-SNX14,10172960,10265852,chr13,10265476,10266102,NC_023654.1,2803_006_autosomes_peak_44131,52,.,5.64888,8.14205,5.28039,522
SYNCRIP,gene-SYNCRIP,10280627,10316690,chr13,10316062,10316415,NC_023654.1,2803_006_autosomes_peak_44132,39,.,4.8419,6.67379,3.97677,152
SYNCRIP,gene-SYNCRIP,10280627,10316690,chr13,10316566,10317031,NC_023654.1,2803_006_autosomes_peak_44133,27,.,4.03491,5.27184,2.76836,81
ZNF292,gene-ZNF292,11648871,11760029,chr13,11650938,11652364,NC_023654.1,2803_006_autosomes_peak_44137,52,.,5.64888,8.14205,5.28039,1273
SMIM8,gene-SMIM8,11812903,11826175,chr13,11812857,11813173,NC_023654.1,2803_006_autosomes_peak_44138,39,.,4.8419,6.67379,3.97677,136
C13H6orf165,gene-C13H6orf165,11885121,11948315,chr13,11894694,11895158,NC_023654.1,2803_006_autosomes_peak_44139,66,.,6.45586,9.66788,6.66308,288
RARS2,gene-RARS2,11995422,12068150,chr13,12068023,12068488,NC_023654.1,2803_006_autosomes_peak_44140,66,.,6.45586,9.66788,6.66308,117
ORC3,gene-ORC3,12068167,12159079,chr13,12068023,12068488,NC_023654.1,2803_006_autosomes_peak_44140,66,.,6.45586,9.66788,6.66308,117
LOC103240069,gene-LOC103240069,12146228,12175198,chr13,12173353,12173632,NC_023654.1,2803_006_autosomes_peak_44141,27,.,4.03491,5.27184,2.76836,43
LOC103240069,gene-LOC103240069,12146228,12175198,chr13,12173804,12174351,NC_023654.1,2803_006_autosomes_peak_44142,39,.,4.8419,6.67379,3.97677,357
LOC103240069,gene-LOC103240069,12146228,12175198,chr13,12174663,12174877,NC_023654.1,2803_006_autosomes_peak_44143,16,.,3.22793,3.94805,1.68706,21
SPACA1,gene-SPACA1,12536833,12553433,chr13,12537371,12537602,NC_023654.1,2803_006_autosomes_peak_44145,27,.,4.03491,5.27184,2.76836,9
RNGTT,gene-RNGTT,13053741,13386479,chr13,13292892,13293000,NC_023654.1,2803_006_autosomes_peak_44146,27,.,4.03491,5.27184,2.76836,63
RNGTT,gene-RNGTT,13053741,13386479,chr13,13386451,13386766,NC_023654.1,2803_006_autosomes_peak_44147,16,.,3.22793,3.94805,1.68706,95
LOC103240084,gene-LOC103240084,13488593,13560279,chr13,13493099,13493238,NC_023654.1,2803_006_autosomes_peak_44164,16,.,3.22793,3.94805,1.68706,41
LOC103240084,gene-LOC103240084,13488593,13560279,chr13,13494088,13494721,NC_023654.1,2803_006_autosomes_peak_44165,143,.,10.4908,17.9672,14.3973,283
LOC103240084,gene-LOC103240084,13488593,13560279,chr13,13495310,13495745,NC_023654.1,2803_006_autosomes_peak_44166a,111,.,8.87681,14.5303,11.1642,63
LOC103240084,gene-LOC103240084,13488593,13560279,chr13,13495310,13495745,NC_023654.1,2803_006_autosomes_peak_44166b,111,.,8.87681,14.5303,11.1642,350
LOC103240084,gene-LOC103240084,13488593,13560279,chr13,13498300,13498549,NC_023654.1,2803_006_autosomes_peak_44167,52,.,5.64888,8.14205,5.28039,55
