gene_name,gene_id,start,end,chromosome,chromosome_nc,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos
LOC103228702,gene-LOC103228702,1001055,1035135,chr24,NC_023665.1,10,11,"[32.6915064025, -19.992663853, 50.252724073]",32.6915064025,-19.992663853,50.252724073,"[33.0638474425, -20.122324621, 50.218937161]",33.0638474425,-20.122324621,50.218937161,1018095,33.0638474425,-20.122324621,50.218937161,35.135,"[33.0638474425, -20.122324621, 50.218937161]"
LOC103228701,gene-LOC103228701,1002225,1015440,chr24,NC_023665.1,10,11,"[32.7042892375, -19.997115235, 50.251564135]",32.7042892375,-19.997115235,50.251564135,"[32.848669720000004, -20.047393023999998, 50.238462784]",32.848669720000004,-20.047393023999998,50.238462784,1008832,32.848669720000004,-20.047393023999998,50.238462784,15.440000000000001,"[32.848669720000004, -20.047393023999998, 50.238462784]"
DHRS4L2,gene-DHRS4L2,1020086,1032242,chr24,NC_023665.1,10,11,"[32.899429593, -20.0650691956, 50.2338567396]",32.899429593,-20.0650691956,50.2338567396,"[33.032239971, -20.1113179132, 50.2218052812]",33.032239971,-20.1113179132,50.2218052812,1026164,33.032239971,-20.1113179132,50.2218052812,32.242,"[33.032239971, -20.1113179132, 50.2218052812]"
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,NC_023665.1,10,11,"[33.060078145, -20.121012034, 50.219279194]",33.060078145,-20.121012034,50.219279194,"[33.2608779095, -20.1909367774, 50.2010582534]",33.2608779095,-20.1909367774,50.2010582534,1043979,33.2608779095,-20.1909367774,50.2010582534,53.169,"[33.2608779095, -20.1909367774, 50.2010582534]"
LOC103228698,gene-LOC103228698,1050226,1056397,chr24,NC_023665.1,10,11,"[33.228724163, -20.1797398396, 50.2039759436]",33.228724163,-20.1797398396,50.2039759436,"[33.2961454235, -20.2032180262, 50.1978580142]",33.2961454235,-20.2032180262,50.1978580142,1053311,33.2961454235,-20.2032180262,50.1978580142,56.397,"[33.2961454235, -20.2032180262, 50.1978580142]"
CPNE6,gene-CPNE6,1053980,1061544,chr24,NC_023665.1,10,11,"[33.26973849, -20.194022308, 50.200254228]",33.26973849,-20.194022308,50.200254228,"[33.352378972000004, -20.2228003024, 50.1927552784]",33.352378972000004,-20.2228003024,50.1927552784,1057762,33.352378972000004,-20.2228003024,50.1927552784,61.544,"[33.352378972000004, -20.2228003024, 50.1927552784]"
NRL,gene-NRL,1064266,1100995,chr24,NC_023665.1,10,12,"[33.3115155554, -19.9200010588, 50.2819634942]",33.3115155554,-19.9200010588,50.2819634942,"[33.672447765499996, -19.880767141, 50.2980765065]",33.672447765499996,-19.880767141,50.2980765065,1082630,33.672447765499996,-19.880767141,50.2980765065,50.497499999999995,"[33.672447765499996, -19.880767141, 50.2980765065]"
PCK2,gene-PCK2,1077206,1087306,chr24,NC_023665.1,10,11,"[33.523494153, -20.2823879476, 50.1772279716]",33.523494153,-20.2823879476,50.1772279716,"[33.633841703, -20.3208144076, 50.1672148316]",33.633841703,-20.3208144076,50.1672148316,1082256,33.633841703,-20.3208144076,50.1672148316,87.306,"[33.633841703, -20.3208144076, 50.1672148316]"
DCAF11,gene-DCAF11,1100974,1110283,chr24,NC_023665.1,11,12,"[33.781031364200004, -20.363323466, 50.156450211199996]",33.781031364200004,-20.363323466,50.156450211199996,"[33.8622831089, -20.308018696999998, 50.1738468704]",33.8622831089,-20.308018696999998,50.1738468704,1105628,33.8622831089,-20.308018696999998,50.1738468704,10.283000000000001,"[33.8622831089, -20.308018696999998, 50.1738468704]"
FITM1,gene-FITM1,1116201,1118814,chr24,NC_023665.1,11,12,"[33.913937188300004, -20.272859859, 50.1849064288]",33.913937188300004,-20.272859859,50.1849064288,"[33.9367442362, -20.257336026, 50.1897896032]",33.9367442362,-20.257336026,50.1897896032,1117507,33.9367442362,-20.257336026,50.1897896032,18.814,"[33.9367442362, -20.257336026, 50.1897896032]"
