gene_name,expr_delta_12h,expr_delta_18h,expr_delta_24h,acc_delta_12h_tss,acc_delta_18h_tss,acc_delta_24h_tss
PCMTD2,-0.222378146998963,-0.46994721831988,-0.38772993131843,2.796339999999999,6.95872,0.3625600000000002
MYT1,0.0,-0.672726287545897,1.54430057888653,0.6764099999999997,-0.11697999999999986,0.34448000000000034
NPBWR2,,,,,-0.4789300000000001,-0.7708399999999997
OPRL1,2.61111980535758,-0.13328946191191,0.098867090937749,1.8316899999999996,-0.17685999999999957,1.4778799999999999
LOC103242338,1.20290131436187,0.734881666897577,-0.627350501063026,0.6764099999999997,2.1200299999999994,0.5167299999999999
LKAAEAR1,1.25789583205483,0.931939488520596,3.9816144934376,,1.09132,0.5167299999999999
RGS19,-0.210047165888617,0.345316431968233,0.0320795922220235,0.5811000000000002,2.1798900000000003,-2.21256
TCEA2,0.411492833356391,0.462863174411073,0.946077032613489,-1.4411999999999998,1.5158799999999997,-1.5778199999999996
LOC103242374,0.587578551816344,1.2079712065718,0.821991065059564,-2.2989999999999995,4.05495,-2.0583899999999997
SOX18,-0.364245257336918,0.883679973015591,-0.623018276758006,,0.3674300000000006,1.1514600000000002
PRPF6,-0.441037606008896,0.0625474043166715,0.0129582940020337,1.1575899999999995,2.1200299999999994,0.5167299999999999
SAMD10,-0.814517892316336,-1.68103762523839,-1.13860205544492,0.3881699999999997,-0.7211399999999997,-0.29025999999999996
ZNF512B,0.257726013562911,0.359043247980878,0.590860919637897,1.7363799999999996,0.1850900000000002,0.34448000000000034
LOC103242444,,,,-4.509499999999999,3.0888600000000004,-1.2333399999999992
UCKL1,0.341561191943503,0.406119489137932,0.369787735623903,-4.509499999999999,4.59924,5.2225
DNAJC5,-0.0405471250975223,-0.0308652707836295,0.416980651451412,1.8316899999999996,0.7892399999999999,0.34448000000000034
TPD52L2,0.367513592257897,0.830497799675229,0.239481483251313,1.1575899999999995,-1.0830799999999998,0.5167299999999999
LOC103242465,,,,-3.4566,-7.3668,-2.0403199999999995
LOC103248979,0.209640093833096,0.959125465738062,1.8701770768195,5.406700000000001,0.5579999999999998,5.394780000000001
