gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
LOC103239540,gene-LOC103239540,19787,53137,chr12,19731,20717,NC_023653.1,2803_002_autosomes_peak_43671a,89,.,7.41512,11.2654,8.99864,331
LOC103239540,gene-LOC103239540,19787,53137,chr12,19731,20717,NC_023653.1,2803_002_autosomes_peak_43671b,146,.,10.1115,17.0478,14.6228,780
LOC103239540,gene-LOC103239540,19787,53137,chr12,24057,25003,NC_023653.1,2803_002_autosomes_peak_43672,89,.,7.41512,11.2654,8.99864,232
LOC103239540,gene-LOC103239540,19787,53137,chr12,27799,27949,NC_023653.1,2803_002_autosomes_peak_43673,52,.,5.39281,7.31679,5.2005,97
LOC103239540,gene-LOC103239540,19787,53137,chr12,52622,53007,NC_023653.1,2803_002_autosomes_peak_43674,89,.,7.41512,11.2654,8.99864,177
CACNA1B,gene-CACNA1B,75441,335980,chr12,94351,94770,NC_023653.1,2803_002_autosomes_peak_43676,40,.,4.71871,6.09502,4.04188,187
CACNA1B,gene-CACNA1B,75441,335980,chr12,95807,96614,NC_023653.1,2803_002_autosomes_peak_43677,52,.,5.39281,7.31679,5.2005,150
CACNA1B,gene-CACNA1B,75441,335980,chr12,126930,127041,NC_023653.1,2803_002_autosomes_peak_43678,19,.,3.37051,3.83133,1.95257,49
CACNA1B,gene-CACNA1B,75441,335980,chr12,146760,146956,NC_023653.1,2803_002_autosomes_peak_43679,19,.,3.37051,3.83133,1.95257,119
CACNA1B,gene-CACNA1B,75441,335980,chr12,153760,153923,NC_023653.1,2803_002_autosomes_peak_43680,29,.,4.04461,4.93036,2.95342,53
CACNA1B,gene-CACNA1B,75441,335980,chr12,154376,154478,NC_023653.1,2803_002_autosomes_peak_43681,29,.,4.04461,4.93036,2.95342,48
CACNA1B,gene-CACNA1B,75441,335980,chr12,175662,175943,NC_023653.1,2803_002_autosomes_peak_43682,29,.,4.04461,4.93036,2.95342,199
CACNA1B,gene-CACNA1B,75441,335980,chr12,177114,177371,NC_023653.1,2803_002_autosomes_peak_43683,40,.,4.71871,6.09502,4.04188,142
CACNA1B,gene-CACNA1B,75441,335980,chr12,178225,178772,NC_023653.1,2803_002_autosomes_peak_43684,40,.,4.71871,6.09502,4.04188,69
CACNA1B,gene-CACNA1B,75441,335980,chr12,180512,180856,NC_023653.1,2803_002_autosomes_peak_43685,29,.,4.04461,4.93036,2.95342,109
CACNA1B,gene-CACNA1B,75441,335980,chr12,181359,181490,NC_023653.1,2803_002_autosomes_peak_43686,29,.,4.04461,4.93036,2.95342,100
