gene_name,gene_id,start,end,chromosome,chromosome_nc,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos
LOC103235585,gene-LOC103235585,88243,100611,chr7,NC_023648.1,0,2,"[-53.341078722300004, -51.1234116239, 5.9695712769]",-53.341078722300004,-51.1234116239,5.9695712769,"[-53.4287196071, -51.2119331103, 5.9451852913]",-53.4287196071,-51.2119331103,5.9451852913,94427,-53.4287196071,-51.2119331103,5.9451852913,50.3055,"[-53.4287196071, -51.2119331103, 5.9451852913]"
LOC103235708,gene-LOC103235708,233683,256011,chr7,NC_023648.1,2,3,"[-54.2982420614, -51.6723785964, 5.597771127100001]",-54.2982420614,-51.6723785964,5.597771127100001,"[-54.407778763799996, -51.506052858800004, 5.4973777407]",-54.407778763799996,-51.506052858800004,5.4973777407,244847,-54.407778763799996,-51.506052858800004,5.4973777407,56.011,"[-54.407778763799996, -51.506052858800004, 5.4973777407]"
LOC103235588,gene-LOC103235588,315569,343837,chr7,NC_023648.1,3,4,"[-54.634238537399995, -51.0500471882, 5.2107657412]",-54.634238537399995,-51.0500471882,5.2107657412,"[-54.6535908102, -50.8170566786, 5.0494911476]",-54.6535908102,-50.8170566786,5.0494911476,329703,-54.6535908102,-50.8170566786,5.0494911476,43.836999999999996,"[-54.6535908102, -50.8170566786, 5.0494911476]"
LOC103235590,gene-LOC103235590,395170,427953,chr7,NC_023648.1,3,5,"[-54.644845736499995, -51.1976086155, 5.334812417]",-54.644845736499995,-51.1976086155,5.334812417,"[-54.65217109785, -51.20423569895, 5.3469454053000005]",-54.65217109785,-51.20423569895,5.3469454053000005,411561,-54.65217109785,-51.20423569895,5.3469454053000005,63.9765,"[-54.65217109785, -51.20423569895, 5.3469454053000005]"
TMPRSS11E,gene-TMPRSS11E,483747,521490,chr7,NC_023648.1,4,6,"[-54.4762658545, -51.04935478375, 5.114138706]",-54.4762658545,-51.04935478375,5.114138706,"[-54.379021015, -51.3626688625, 5.28768102]",-54.379021015,-51.3626688625,5.28768102,502618,-54.379021015,-51.3626688625,5.28768102,60.745000000000005,"[-54.379021015, -51.3626688625, 5.28768102]"
YTHDC1,gene-YTHDC1,633158,670000,chr7,NC_023648.1,6,7,"[-53.9056202972, -52.1905386118, 5.6971337328]",-53.9056202972,-52.1905386118,5.6971337328,"[-53.604378, -52.386247000000004, 5.7509820000000005]",-53.604378,-52.386247000000004,5.7509820000000005,651579,-53.604378,-52.386247000000004,5.7509820000000005,70.0,"[-53.604378, -52.386247000000004, 5.7509820000000005]"
TMPRSS11B,gene-TMPRSS11B,734885,748755,chr7,NC_023648.1,7,8,"[-53.152218927, -52.264171774000005, 5.786359922]",-53.152218927,-52.264171774000005,5.786359922,"[-53.069972601, -52.152274162000005, 5.782992286]",-53.069972601,-52.152274162000005,5.782992286,741820,-53.069972601,-52.152274162000005,5.782992286,48.754999999999995,"[-53.069972601, -52.152274162000005, 5.782992286]"
TMPRSS11F,gene-TMPRSS11F,851831,905818,chr7,NC_023648.1,8,10,"[-53.03868182055, -51.714854838549996, 5.6604713222]",-53.03868182055,-51.714854838549996,5.6604713222,"[-53.3226021529, -51.6898615569, 5.5458137316]",-53.3226021529,-51.6898615569,5.5458137316,878824,-53.3226021529,-51.6898615569,5.5458137316,52.90899999999999,"[-53.3226021529, -51.6898615569, 5.5458137316]"
LOC103235596,gene-LOC103235596,894520,896281,chr7,NC_023648.1,8,9,"[-53.290686, -52.434980348, 5.35343324]",-53.290686,-52.434980348,5.35343324,"[-53.30045955, -52.4479499369, 5.345661947]",-53.30045955,-52.4479499369,5.345661947,895400,-53.30045955,-52.4479499369,5.345661947,96.281,"[-53.30045955, -52.4479499369, 5.345661947]"
TMPRSS11A,gene-TMPRSS11A,1005831,1046469,chr7,NC_023648.1,10,11,"[-53.8510988858, -51.598551924199995, 5.3602771195]",-53.8510988858,-51.598551924199995,5.3602771195,"[-54.0824022542, -51.2660599358, 5.4612422305]",-54.0824022542,-51.2660599358,5.4612422305,1026150,-54.0824022542,-51.2660599358,5.4612422305,46.469,"[-54.0824022542, -51.2660599358, 5.4612422305]"
