chromosome,start,end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr3,21209,21828,NC_023644.1,2803_002_autosomes_peak_10017,64,.,6.06692,8.5891,6.41772,558,0,1,"[-38.9192363164, 17.9595539052, 6.7011419817]",-38.9192363164,17.9595539052,6.7011419817,"[-38.9175028688, 17.9622049584, 6.706398096400001]",-38.9175028688,17.9622049584,6.706398096400001,21518,21.828,"[-38.9175028688, 17.9622049584, 6.706398096400001]",-38.9175028688,17.9622049584,6.706398096400001
chr3,26402,26528,NC_023644.1,2803_002_autosomes_peak_10018,19,.,3.37051,3.83133,1.95257,49,0,1,"[-38.9046938392, 17.9817944856, 6.7452373026000005]",-38.9046938392,17.9817944856,6.7452373026000005,"[-38.9043409888, 17.9823341184, 6.746307206400001]",-38.9043409888,17.9823341184,6.746307206400001,26465,26.528000000000002,"[-38.9043409888, 17.9823341184, 6.746307206400001]",-38.9043409888,17.9823341184,6.746307206400001
chr3,26896,27132,NC_023644.1,2803_002_autosomes_peak_10019,146,.,10.1115,17.0478,14.6228,111,0,1,"[-38.903310441600006, 17.9839101888, 6.749432004800001]",-38.903310441600006,17.9839101888,6.749432004800001,"[-38.9026495472, 17.9849209296, 6.7514359516]",-38.9026495472,17.9849209296,6.7514359516,27014,27.132,"[-38.9026495472, 17.9849209296, 6.7514359516]",-38.9026495472,17.9849209296,6.7514359516
chr3,30352,30931,NC_023644.1,2803_002_autosomes_peak_10020,146,.,10.1115,17.0478,14.6228,364,0,1,"[-38.893632259200004, 17.9987115456, 6.778777937600001]",-38.893632259200004,17.9987115456,6.778777937600001,"[-38.892010827600004, 18.0011912868, 6.783694400300001]",-38.892010827600004,18.0011912868,6.783694400300001,30641,30.930999999999997,"[-38.892010827600004, 18.0011912868, 6.783694400300001]",-38.892010827600004,18.0011912868,6.783694400300001
chr3,32059,33442,NC_023644.1,2803_002_autosomes_peak_10021a,161,.,10.7856,18.5684,16.1079,157,0,1,"[-38.888851976400005, 18.0060222852, 6.793272586700001]",-38.888851976400005,18.0060222852,6.793272586700001,"[-38.8849790232, 18.0119453976, 6.8050160546]",-38.8849790232,18.0119453976,6.8050160546,32750,33.442,"[-38.8849790232, 18.0119453976, 6.8050160546]",-38.8849790232,18.0119453976,6.8050160546
chr3,32059,33442,NC_023644.1,2803_002_autosomes_peak_10021b,1513,.,57.2987,155.487,151.395,651,0,1,"[-38.888851976400005, 18.0060222852, 6.793272586700001]",-38.888851976400005,18.0060222852,6.793272586700001,"[-38.8849790232, 18.0119453976, 6.8050160546]",-38.8849790232,18.0119453976,6.8050160546,32750,33.442,"[-38.8849790232, 18.0119453976, 6.8050160546]",-38.8849790232,18.0119453976,6.8050160546
chr3,71782,72889,NC_023644.1,2803_002_autosomes_peak_10022,500,.,24.2677,53.138,50.0977,720,0,1,"[-38.7776116872, 18.1761479496, 7.1305724966]",-38.7776116872,18.1761479496,7.1305724966,"[-38.7745116444, 18.1808890092, 7.1399723657]",-38.7745116444,18.1808890092,7.1399723657,72335,72.88900000000001,"[-38.7745116444, 18.1808890092, 7.1399723657]",-38.7745116444,18.1808890092,7.1399723657
chr3,75170,75334,NC_023644.1,2803_002_autosomes_peak_10023,19,.,3.37051,3.83133,1.95257,148,0,1,"[-38.768123932, 18.190658076000002, 7.159341021]",-38.768123932,18.190658076000002,7.159341021,"[-38.7676646664, 18.1913604552, 7.160733594200001]",-38.7676646664,18.1913604552,7.160733594200001,75252,75.334,"[-38.7676646664, 18.1913604552, 7.160733594200001]",-38.7676646664,18.1913604552,7.160733594200001
chr3,105603,105992,NC_023644.1,2803_002_autosomes_peak_10024,52,.,5.39281,7.31679,5.2005,302,1,2,"[-38.6828993588, 18.320996528400002, 7.4177567539]",-38.6828993588,18.320996528400002,7.4177567539,"[-38.681810003200006, 18.3226625376, 7.4210598696000005]",-38.681810003200006,18.3226625376,7.4210598696000005,105797,5.992,"[-38.681810003200006, 18.3226625376, 7.4210598696000005]",-38.681810003200006,18.3226625376,7.4210598696000005
chr3,108351,108580,NC_023644.1,2803_002_autosomes_peak_10025,29,.,4.04461,4.93036,2.95342,102,1,2,"[-38.6752038596, 18.3327656628, 7.441090846300001]",-38.6752038596,18.3327656628,7.441090846300001,"[-38.674562568000006, 18.333746424, 7.443035354]",-38.674562568000006,18.333746424,7.443035354,108465,8.58,"[-38.674562568000006, 18.333746424, 7.443035354]",-38.674562568000006,18.333746424,7.443035354
