seqid,start,end,id,name,seqid_old,start_id,end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos,center_of_mass,distance_from_com
chr9,53653,54893,gene-LOC103237737,LOC103237737,NC_023650.1,0,1,"[-28.5131397976, 37.02251087689999, 7.3551888744]",-28.5131397976,37.02251087689999,7.3551888744,"[-28.515916405600002, 37.034386728899996, 7.3487220264]",-28.5159164056,37.0343867289,7.3487220264,54273,-28.5159164056,37.0343867289,7.3487220264,54.893,"[-28.515916405600002, 37.034386728899996, 7.3487220264]","[-30.128259173290942, 37.3064340381558, 6.25100759936407]",1.969425272083565
chr9,57937,59227,gene-LOC103237738,LOC103237738,NC_023650.1,0,1,"[-28.5227325304, 37.06354003009999, 7.3328469576]",-28.5227325304,37.06354003009999,7.3328469576,"[-28.525621098400002, 37.075894747099994, 7.3261193496]",-28.5256210984,37.0758947471,7.3261193496,58582,-28.5256210984,37.0758947471,7.3261193496,59.227,"[-28.525621098400002, 37.075894747099994, 7.3261193496]","[-30.128259173290942, 37.3064340381558, 6.25100759936407]",1.9435695097695933
chr9,110923,163286,gene-LOC103238131,LOC103238131,NC_023650.1,1,2,"[-28.6413787816, 37.5710028479, 7.0565143704]",-28.6413787816,37.5710028479,7.0565143704,"[-28.7586300112, 38.0724990078, 6.7834308528000005]",-28.7586300112,38.0724990078,6.7834308528000005,137104,-28.7586300112,38.0724990078,6.7834308528000005,63.286,"[-28.7586300112, 38.0724990078, 6.7834308528000005]","[-30.128259173290942, 37.3064340381558, 6.25100759936407]",1.6571705102870982
chr9,114225,116215,gene-LOC103237741,LOC103237741,NC_023650.1,1,2,"[-28.64877262, 37.6026270925, 7.03929378]",-28.64877262,37.6026270925,7.03929378,"[-28.653228628, 37.621685919499996, 7.028915532]",-28.653228628,37.6216859195,7.028915532,115220,-28.653228628,37.6216859195,7.028915532,16.215,"[-28.653228628, 37.621685919499996, 7.028915532]","[-30.128259173290942, 37.3064340381558, 6.25100759936407]",1.6971268691203538
chr9,162438,275764,gene-ZMYND11,ZMYND11,NC_023650.1,1,3,"[-28.4740119056, 37.817388338899995, 6.7416710757]",-28.4740119056,37.8173883389,6.7416710757,"[-28.2146313568, 38.4544561142, 6.0668317446]",-28.2146313568,38.4544561142,6.0668317446,219101,-28.2146313568,38.4544561142,6.0668317446,87.882,"[-28.2146313568, 38.4544561142, 6.0668317446]","[-30.128259173290942, 37.3064340381558, 6.25100759936407]",2.2391620871680566
chr9,163790,198322,gene-LOC103237740,LOC103237740,NC_023650.1,1,2,"[-28.759758568, 38.077325967, 6.780802392]",-28.759758568,38.077325967,6.780802392,"[-28.8370826224, 38.408049290600005, 6.6007111056]",-28.8370826224,38.408049290600005,6.6007111056,181056,-28.8370826224,38.408049290600005,6.6007111056,98.322,"[-28.8370826224, 38.408049290600005, 6.6007111056]","[-30.128259173290942, 37.3064340381558, 6.25100759936407]",1.7329124594918353
chr9,293786,668102,gene-DIP2C,DIP2C,NC_023650.1,2,7,"[-28.5337096072, 38.18434108524, 6.72374621148]",-28.5337096072,38.18434108524,6.72374621148,"[-27.3078995704, 37.227342340679996, 7.24972756836]",-27.3078995704,37.22734234068,7.24972756836,480944,-27.3078995704,37.22734234068,7.24972756836,93.6204,"[-27.3078995704, 37.227342340679996, 7.24972756836]","[-30.128259173290942, 37.3064340381558, 6.25100759936407]",2.993012756855538
chr9,480006,486192,gene-LOC103237753,LOC103237753,NC_023650.1,4,5,"[-28.203223311000002, 37.746024817999995, 6.1685796646]",-28.203223311,37.746024818,6.1685796646,"[-28.155086952, 37.720062176, 6.1496758672]",-28.155086952,37.720062176,6.1496758672,483099,-28.155086952,37.720062176,6.1496758672,86.19200000000001,"[-28.155086952, 37.720062176, 6.1496758672]","[-30.128259173290942, 37.3064340381558, 6.25100759936407]",2.0186047090091854
chr9,517924,518707,gene-LOC103237752,LOC103237752,NC_023650.1,5,6,"[-28.0516316748, 37.5695988588, 6.2556182752]",-28.0516316748,37.5695988588,6.2556182752,"[-28.0518060489, 37.5655575609, 6.2620896136]",-28.0518060489,37.5655575609,6.2620896136,518315,-28.0518060489,37.5655575609,6.2620896136,18.707,"[-28.0518060489, 37.5655575609, 6.2620896136]","[-30.128259173290942, 37.3064340381558, 6.25100759936407]",2.0925882033672534
chr9,547813,551165,gene-LOC103237751,LOC103237751,NC_023650.1,5,6,"[-28.0582879551, 37.4153327631, 6.5026448824]",-28.0582879551,37.4153327631,6.5026448824,"[-28.0590344455, 37.3980320855, 6.530348492]",-28.0590344455,37.3980320855,6.530348492,549489,-28.0590344455,37.3980320855,6.530348492,51.165000000000006,"[-28.0590344455, 37.3980320855, 6.530348492]","[-30.128259173290942, 37.3064340381558, 6.25100759936407]",2.0900029929828827
chr9,553107,553794,gene-LOC103237750,LOC103237750,NC_023650.1,5,6,"[-28.0594669289, 37.3880088409, 6.5463987336]",-28.0594669289,37.3880088409,6.5463987336,"[-28.0596199238, 37.3844630278, 6.5520766512]",-28.0596199238,37.3844630278,6.5520766512,553450,-28.0596199238,37.3844630278,6.5520766512,53.794,"[-28.0596199238, 37.3844630278, 6.5520766512]","[-30.128259173290942, 37.3064340381558, 6.25100759936407]",2.091888964962704
chr9,614569,617088,gene-LOC103237749,LOC103237749,NC_023650.1,6,7,"[-27.9436739857, 37.1459523189, 6.9864943571]",-27.9436739857,37.1459523189,6.9864943571,"[-27.9218476064, 37.1459475328, 6.9955776192]",-27.9218476064,37.1459475328,6.9955776192,615828,-27.9218476064,37.1459475328,6.9955776192,17.088,"[-27.9218476064, 37.1459475328, 6.9955776192]","[-30.128259173290942, 37.3064340381558, 6.25100759936407]",2.3341791780730836
chr9,627536,627888,gene-LOC103237748,LOC103237748,NC_023650.1,6,7,"[-27.8313188208, 37.1459276816, 7.0332520624]",-27.8313188208,37.1459276816,7.0332520624,"[-27.8282688464, 37.1459270128, 7.0345213392]",-27.8282688464,37.1459270128,7.0345213392,627712,-27.8282688464,37.1459270128,7.0345213392,27.888,"[-27.8282688464, 37.1459270128, 7.0345213392]","[-30.128259173290942, 37.3064340381558, 6.25100759936407]",2.435079421598432
chr9,629220,632650,gene-LOC103237747,LOC103237747,NC_023650.1,6,7,"[-27.816727466, 37.145924482, 7.039324398]",-27.816727466,37.145924482,7.039324398,"[-27.787007545, 37.145917965, 7.051692635]",-27.787007545,37.145917965,7.051692635,630935,-27.787007545,37.145917965,7.051692635,32.65,"[-27.787007545, 37.145917965, 7.051692635]","[-30.128259173290942, 37.3064340381558, 6.25100759936407]",2.479580836151072
