gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
WASH1,gene-WASH1,10075,27633,chr11,10155,10274,NC_023652.1,2803_001_autosomes_peak_55890,21,.,3.3682,3.87986,2.15898,30,0,1,"[-47.9997058365, 48.4579766015, -64.71167070949998]",-47.9997058365,48.4579766015,-64.71167070949998,"[-48.0004220142, 48.4589620762, -64.7113726026]",-48.0004220142,48.4589620762,-64.7113726026,10214,10.274,"[-48.0004220142, 48.4589620762, -64.7113726026]",-48.0004220142,48.4589620762,-64.7113726026
WASH1,gene-WASH1,10075,27633,chr11,23737,24250,NC_023652.1,2803_001_autosomes_peak_55891,147,.,9.14224,16.9076,14.754,383,0,1,"[-48.081446387099994, 48.5704532181, -64.67764644129998]",-48.0814463871,48.5704532181,-64.67764644129998,"[-48.084533775, 48.574701525, -64.67636132499999]",-48.084533775,48.574701525,-64.67636132499999,23993,24.25,"[-48.084533775, 48.574701525, -64.67636132499999]",-48.084533775,48.574701525,-64.67636132499999
WASH1,gene-WASH1,10075,27633,chr11,26255,27455,NC_023652.1,2803_001_autosomes_peak_55892a,123,.,8.1799,14.4363,12.3326,323,0,1,"[-48.0966004665, 48.5913055315, -64.67133859949999]",-48.0966004665,48.5913055315,-64.67133859949999,"[-48.103822426499995, 48.6012430915, -64.6683324795]",-48.1038224265,48.6012430915,-64.6683324795,26855,27.455,"[-48.103822426499995, 48.6012430915, -64.6683324795]",-48.1038224265,48.6012430915,-64.6683324795
WASH1,gene-WASH1,10075,27633,chr11,26255,27455,NC_023652.1,2803_001_autosomes_peak_55892b,185,.,10.5858,20.7783,18.5562,492,0,1,"[-48.0966004665, 48.5913055315, -64.67133859949999]",-48.0966004665,48.5913055315,-64.67133859949999,"[-48.103822426499995, 48.6012430915, -64.6683324795]",-48.1038224265,48.6012430915,-64.6683324795,26855,27.455,"[-48.103822426499995, 48.6012430915, -64.6683324795]",-48.1038224265,48.6012430915,-64.6683324795
WASH1,gene-WASH1,10075,27633,chr11,26255,27455,NC_023652.1,2803_001_autosomes_peak_55892c,135,.,8.66107,15.6603,13.5311,922,0,1,"[-48.0966004665, 48.5913055315, -64.67133859949999]",-48.0966004665,48.5913055315,-64.67133859949999,"[-48.103822426499995, 48.6012430915, -64.6683324795]",-48.1038224265,48.6012430915,-64.6683324795,26855,27.455,"[-48.103822426499995, 48.6012430915, -64.6683324795]",-48.1038224265,48.6012430915,-64.6683324795
IQSEC3,gene-IQSEC3,69565,179968,chr11,69794,70288,NC_023652.1,2803_001_autosomes_peak_55893a,225,.,12.0293,24.8224,22.538,165,0,1,"[-48.3586312302, 48.9518650522, -64.5622690506]",-48.3586312302,48.9518650522,-64.5622690506,"[-48.3616042704, 48.9559560144, -64.56103153119999]",-48.3616042704,48.9559560144,-64.56103153119999,70041,70.288,"[-48.3616042704, 48.9559560144, -64.56103153119999]",-48.3616042704,48.9559560144,-64.56103153119999
IQSEC3,gene-IQSEC3,69565,179968,chr11,69794,70288,NC_023652.1,2803_001_autosomes_peak_55893b,225,.,12.0293,24.8224,22.538,238,0,1,"[-48.3586312302, 48.9518650522, -64.5622690506]",-48.3586312302,48.9518650522,-64.5622690506,"[-48.3616042704, 48.9559560144, -64.56103153119999]",-48.3616042704,48.9559560144,-64.56103153119999,70041,70.288,"[-48.3616042704, 48.9559560144, -64.56103153119999]",-48.3616042704,48.9559560144,-64.56103153119999
IQSEC3,gene-IQSEC3,69565,179968,chr11,80782,81258,NC_023652.1,2803_001_autosomes_peak_55894,47,.,4.81171,6.6564,4.77727,279,0,1,"[-48.4247603106, 49.0428599766, -64.53474301179999]",-48.4247603106,49.0428599766,-64.53474301179999,"[-48.4276250214, 49.0468018754, -64.5335505842]",-48.4276250214,49.0468018754,-64.5335505842,81020,81.258,"[-48.4276250214, 49.0468018754, -64.5335505842]",-48.4276250214,49.0468018754,-64.5335505842
IQSEC3,gene-IQSEC3,69565,179968,chr11,105894,106040,NC_023652.1,2803_001_autosomes_peak_55895,21,.,3.3682,3.87986,2.15898,52,1,2,"[-48.575891860199995, 49.2508199822, -64.47183494059999]",-48.5758918602,49.2508199822,-64.47183494059999,"[-48.576770532, 49.252029052000005, -64.471469196]",-48.576770532,49.252029052000005,-64.471469196,105967,6.04,"[-48.576770532, 49.252029052000005, -64.471469196]",-48.576770532,49.252029052000005,-64.471469196
IQSEC3,gene-IQSEC3,69565,179968,chr11,108931,109226,NC_023652.1,2803_001_autosomes_peak_55896,21,.,3.3682,3.87986,2.15898,33,1,2,"[-48.594169437299996, 49.2759702903, -64.4642269519]",-48.5941694373,49.2759702903,-64.4642269519,"[-48.5959448358, 49.2784132738, -64.4634879474]",-48.5959448358,49.2784132738,-64.4634879474,109078,9.226,"[-48.5959448358, 49.2784132738, -64.4634879474]",-48.5959448358,49.2784132738,-64.4634879474
