seqid,start,end,id,name,seqid_old,start_id,end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos,center_of_mass,distance_from_com
chr4,10284,129774,gene-PLEKHG4B,PLEKHG4B,NC_023645.1,0,2,"[30.9297372252, 15.8732624536, 52.931518439600005]",30.9297372252,15.8732624536,52.931518439600005,"[30.939929722200002, 17.0843413996, 53.4067182206]",30.9399297222,17.0843413996,53.4067182206,70029,30.9399297222,17.0843413996,53.4067182206,64.887,"[30.939929722200002, 17.0843413996, 53.4067182206]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.8260203842540752
chr4,28722,34772,gene-LOC103214891,LOC103214891,NC_023645.1,0,1,"[30.9313099866, 16.0601389588, 53.0048445218]",30.9313099866,16.0601389588,53.0048445218,"[30.9318260516, 16.1214581288, 53.028904766800004]",30.9318260516,16.1214581288,53.0289047668,31747,30.9318260516,16.1214581288,53.0289047668,34.772,"[30.9318260516, 16.1214581288, 53.028904766800004]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.880583052346204
chr4,40833,41044,gene-LOC103214890,LOC103214890,NC_023645.1,0,1,"[30.9323430549, 16.1828887882, 53.053008757700006]",30.9323430549,16.1828887882,53.053008757700006,"[30.9323610532, 16.1850273576, 53.05384788360001]",30.9323610532,16.1850273576,53.05384788360001,40938,30.9323610532,16.1850273576,53.05384788360001,41.044,"[30.9323610532, 16.1850273576, 53.05384788360001]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.8593725343065886
chr4,132428,148965,gene-LRRC14B,LRRC14B,NC_023645.1,1,2,"[30.9401561084, 17.1112407512, 53.4172729132]",30.9401561084,17.1112407512,53.4172729132,"[30.941566714500002, 17.278849860999998, 53.4830389085]",30.9415667145,17.278849860999998,53.4830389085,140696,30.9415667145,17.278849860999998,53.4830389085,48.965,"[30.941566714500002, 17.278849860999998, 53.4830389085]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.885018439306969
chr4,135651,140328,gene-LOC103214892,LOC103214892,NC_023645.1,1,2,"[30.9404310303, 17.1439071454, 53.4300904619]",30.9404310303,17.1439071454,53.4300904619,"[30.9408299784, 17.1913104112, 53.4486904232]",30.9408299784,17.1913104112,53.4486904232,137989,30.9408299784,17.1913104112,53.4486904232,40.328,"[30.9408299784, 17.1913104112, 53.4486904232]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.8557886063300897
chr4,151804,163644,gene-CCDC127,CCDC127,NC_023645.1,1,2,"[30.9418088812, 17.3076242616, 53.4943293276]",30.9418088812,17.3076242616,53.4943293276,"[30.9428188332, 17.4276273976, 53.5414158236]",30.9428188332,17.4276273976,53.5414158236,157724,30.9428188332,17.4276273976,53.5414158236,63.644,"[30.9428188332, 17.4276273976, 53.5414158236]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.9441457496903087
chr4,163726,190145,gene-SDHA,SDHA,NC_023645.1,1,2,"[30.9428258278, 17.428458500399998, 53.541741929400004]",30.9428258278,17.428458500399998,53.5417419294,"[30.9450793685, 17.696225632999997, 53.6468076505]",30.9450793685,17.696225632999997,53.6468076505,176935,30.9450793685,17.696225632999997,53.6468076505,90.145,"[30.9450793685, 17.696225632999997, 53.6468076505]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",2.0779381727468005
chr4,200147,204147,gene-LOC103214896,LOC103214896,NC_023645.1,2,3,"[30.946557112700003, 17.7949048499, 53.6855559718]",30.946557112700003,17.7949048499,53.6855559718,"[30.9638935127, 17.7621116499, 53.6734735718]",30.9638935127,17.7621116499,53.6734735718,202147,30.9638935127,17.7621116499,53.6734735718,4.147,"[30.9638935127, 17.7621116499, 53.6734735718]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",2.10467152892988
chr4,204512,215059,gene-PDCD6,PDCD6,NC_023645.1,2,3,"[30.9654754592, 17.7591192704, 53.6723710528]",30.9654754592,17.7591192704,53.6723710528,"[31.0111872119, 17.6726518003, 53.6405127846]",31.0111872119,17.6726518003,53.6405127846,209785,31.0111872119,17.6726518003,53.6405127846,15.059,"[31.0111872119, 17.6726518003, 53.6405127846]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",2.0251342391655256
chr4,220523,329973,gene-AHRR,AHRR,NC_023645.1,2,4,"[30.8990947232, 17.717182646599998, 53.6814808354]",30.8990947232,17.717182646599998,53.6814808354,"[30.6493736032, 17.2962598366, 53.657379945399995]",30.6493736032,17.2962598366,53.6573799454,275248,30.6493736032,17.2962598366,53.6573799454,64.9865,"[30.6493736032, 17.2962598366, 53.657379945399995]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",2.2168697864175204
chr4,320067,359647,gene-EXOC3,EXOC3,NC_023645.1,3,4,"[31.2007878809, 16.9864479489, 53.435716873400004]",31.2007878809,16.9864479489,53.4357168734,"[30.848632746899998, 17.0065031349, 53.5378411894]",30.8486327469,17.0065031349,53.5378411894,339857,30.8486327469,17.0065031349,53.5378411894,59.64699999999999,"[30.848632746899998, 17.0065031349, 53.5378411894]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.9852195554515006
chr4,333399,334836,gene-C4H5orf55,C4H5orf55,NC_023645.1,3,4,"[31.082169077299998, 16.9932032733, 53.4701160998]",31.0821690773,16.9932032733,53.4701160998,"[31.0693836572, 16.993931401199998, 53.4738238472]",31.0693836572,16.993931401199998,53.4738238472,334117,31.0693836572,16.993931401199998,53.4738238472,34.836,"[31.0693836572, 16.993931401199998, 53.4738238472]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.7865757314333253
chr4,334827,356727,gene-LOC103214898,LOC103214898,NC_023645.1,3,4,"[31.0694637329, 16.9939268409, 53.4738006254]",31.0694637329,16.9939268409,53.4738006254,"[30.8746128629, 17.0050235709, 53.5303070054]",30.8746128629,17.0050235709,53.5303070054,345777,30.8746128629,17.0050235709,53.5303070054,56.727,"[30.8746128629, 17.0050235709, 53.5303070054]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.9614831737758063
chr4,362417,408113,gene-SLC9A3,SLC9A3,NC_023645.1,3,5,"[31.16537388655, 16.752262266149998, 53.284759387]",31.16537388655,16.752262266149998,53.284759387,"[31.00873485295, 16.588257037349997, 53.212148443]",31.00873485295,16.588257037349997,53.212148443,385265,31.00873485295,16.588257037349997,53.212148443,54.0565,"[31.00873485295, 16.588257037349997, 53.212148443]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.7268038714380685
chr4,487222,489550,gene-LOC103215234,LOC103215234,NC_023645.1,4,5,"[30.6676724352, 16.3566663744, 53.1397182796]",30.6676724352,16.3566663744,53.1397182796,"[30.672425280000002, 16.33877616, 53.12631319]",30.67242528,16.33877616,53.12631319,488386,30.67242528,16.33877616,53.12631319,89.55,"[30.672425280000002, 16.33877616, 53.12631319]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",2.0234892324564013
chr4,490307,525435,gene-CEP72,CEP72,NC_023645.1,4,6,"[30.57170260905, 17.033564987749997, 53.64473694025]",30.57170260905,17.033564987749997,53.64473694025,"[30.60363923025, 17.03613811375, 53.64581712625]",30.60363923025,17.03613811375,53.64581712625,507871,30.60363923025,17.03613811375,53.64581712625,62.7175,"[30.60363923025, 17.03613811375, 53.64581712625]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",2.2366505033185353
chr4,532328,565826,gene-TPPP,TPPP,NC_023645.1,5,6,"[30.6865411576, 16.5116402664, 53.2542792616]",30.6865411576,16.5116402664,53.2542792616,"[30.6790610542, 16.7739731538, 53.4492275722]",30.6790610542,16.7739731538,53.4492275722,549077,30.6790610542,16.7739731538,53.4492275722,65.826,"[30.6790610542, 16.7739731538, 53.4492275722]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",2.0782366110770325
chr4,541427,543127,gene-LOC103214904,LOC103214904,NC_023645.1,5,6,"[30.6845093509, 16.582897265099998, 53.3072327119]",30.6845093509,16.582897265099998,53.3072327119,"[30.6841297409, 16.596210475099998, 53.3171262019]",30.6841297409,16.596210475099998,53.3171262019,542277,30.6841297409,16.596210475099998,53.3171262019,43.127,"[30.6841297409, 16.596210475099998, 53.3171262019]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",2.032523139133773
chr4,574114,704677,gene-LOC103214912,LOC103214912,NC_023645.1,5,8,"[30.759590525266667, 16.509410122133332, 53.18577728926667]",30.759590525266667,16.509410122133332,53.18577728926667,"[30.875560933966668, 16.95147903173333, 53.39653643596667]",30.875560933966668,16.95147903173333,53.39653643596667,639395,30.875560933966668,16.95147903173333,53.39653643596667,68.22566666666667,"[30.875560933966668, 16.95147903173333, 53.39653643596667]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.8734379618352968
chr4,665786,683035,gene-LOC103214911,LOC103214911,NC_023645.1,6,7,"[30.9444945288, 16.6575676464, 53.2708338686]",30.9444945288,16.6575676464,53.2708338686,"[31.016091678000002, 16.556874884, 53.171912578500006]",31.016091678,16.556874884,53.171912578500006,674410,31.016091678,16.556874884,53.171912578500006,83.035,"[31.016091678000002, 16.556874884, 53.171912578500006]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.7070372567443783
chr4,672340,674898,gene-LOC103214910,LOC103214910,NC_023645.1,6,7,"[30.971698872, 16.619308016, 53.233247334000005]",30.971698872,16.619308016,53.233247334000005,"[30.982316618400002, 16.6043754352, 53.2185774598]",30.9823166184,16.6043754352,53.2185774598,673619,30.9823166184,16.6043754352,53.2185774598,74.898,"[30.982316618400002, 16.6043754352, 53.2185774598]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.7453424631925993
chr4,704186,704984,gene-LOC103214909,LOC103214909,NC_023645.1,7,8,"[31.0812239192, 16.4920140854, 53.094536569400006]",31.0812239192,16.4920140854,53.094536569400006,"[31.0802162048, 16.498528877600002, 53.098333373600006]",31.0802162048,16.498528877600002,53.098333373600006,704585,31.0802162048,16.498528877600002,53.098333373600006,4.984,"[31.0802162048, 16.498528877600002, 53.098333373600006]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.6375254801444463
chr4,706552,707492,gene-LOC103214908,LOC103214908,NC_023645.1,7,8,"[31.0782361344, 16.5113298728, 53.105793760800005]",31.0782361344,16.5113298728,53.105793760800005,"[31.0770491024, 16.5190039388, 53.110266186800004]",31.0770491024,16.5190039388,53.1102661868,707022,31.0770491024,16.5190039388,53.1102661868,7.492,"[31.0770491024, 16.5190039388, 53.110266186800004]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.6391794968455389
chr4,711862,737174,gene-BRD9,BRD9,NC_023645.1,7,8,"[31.0715306664, 16.554680181800002, 53.1310582098]",31.0715306664,16.554680181800002,53.1310582098,"[31.0395666728, 16.761324818600002, 53.2514901746]",31.0395666728,16.761324818600002,53.2514901746,724518,31.0395666728,16.761324818600002,53.2514901746,37.174,"[31.0395666728, 16.761324818600002, 53.2514901746]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.6846024686687529
chr4,737214,760263,gene-TRIP13,TRIP13,NC_023645.1,7,8,"[31.0395161608, 16.7616513746, 53.2516804906]",31.0395161608,16.7616513746,53.2516804906,"[31.0104098836, 16.9498211057, 53.3613453277]",31.0104098836,16.9498211057,53.3613453277,748738,31.0104098836,16.9498211057,53.3613453277,60.263,"[31.0104098836, 16.9498211057, 53.3613453277]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.7510166522668775
chr4,771694,781201,gene-LOC103214913,LOC103214913,NC_023645.1,7,8,"[30.9959748168, 17.0431426466, 53.4157328826]",30.9959748168,17.0431426466,53.4157328826,"[30.9839693772, 17.1207568439, 53.4609662379]",30.9839693772,17.1207568439,53.4609662379,776447,30.9839693772,17.1207568439,53.4609662379,81.20100000000001,"[30.9839693772, 17.1207568439, 53.4609662379]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.8321446972990316
chr4,796036,857903,gene-LOC103214916,LOC103214916,NC_023645.1,7,9,"[30.9049875546, 16.4709633194, 53.002117621800004]",30.9049875546,16.4709633194,53.0021176218,"[30.78804964455, 16.479417444950002, 52.955411130150004]",30.78804964455,16.479417444950002,52.95541113015,826969,30.78804964455,16.479417444950002,52.95541113015,78.9515,"[30.78804964455, 16.479417444950002, 52.955411130150004]","[32.27142262349067, 17.11274041712404, 52.15745019758507]",1.7995096642237238
