gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
LOC103246120,gene-LOC103246120,1011639,1012232,chr27,1011983,1012131,NC_023668.1,2803_004_autosomes_peak_131898,54,.,5.44286,7.66058,5.47972,97
OCIAD2,gene-OCIAD2,1361361,1378234,chr27,1361172,1362120,NC_023668.1,2803_004_autosomes_peak_131903,76,.,6.53143,9.9408,7.62777,239
OCIAD2,gene-OCIAD2,1361361,1378234,chr27,1362502,1362819,NC_023668.1,2803_004_autosomes_peak_131904,26,.,3.81,4.55861,2.65564,107
OCIAD1,gene-OCIAD1,1394512,1424286,chr27,1423618,1424687,NC_023668.1,2803_004_autosomes_peak_131905a,203,.,11.9743,23.0953,20.3427,332
OCIAD1,gene-OCIAD1,1394512,1424286,chr27,1423618,1424687,NC_023668.1,2803_004_autosomes_peak_131905b,217,.,12.5186,24.5348,21.7456,492
OCIAD1,gene-OCIAD1,1394512,1424286,chr27,1423618,1424687,NC_023668.1,2803_004_autosomes_peak_131905c,447,.,20.6828,48.0038,44.7176,685
OCIAD1,gene-OCIAD1,1394512,1424286,chr27,1423618,1424687,NC_023668.1,2803_004_autosomes_peak_131905d,320,.,16.3286,35.0894,32.0593,824
FRYL,gene-FRYL,1476308,1754730,chr27,1475644,1477432,NC_023668.1,2803_004_autosomes_peak_131906a,615,.,26.1257,65.1525,61.5753,453
FRYL,gene-FRYL,1476308,1754730,chr27,1475644,1477432,NC_023668.1,2803_004_autosomes_peak_131906b,757,.,30.48,79.5286,75.734,743
FRYL,gene-FRYL,1476308,1754730,chr27,1475644,1477432,NC_023668.1,2803_004_autosomes_peak_131906c,217,.,12.5186,24.5348,21.7456,1383
FRYL,gene-FRYL,1476308,1754730,chr27,1475644,1477432,NC_023668.1,2803_004_autosomes_peak_131906d,246,.,13.6071,27.4684,24.6074,1533
FRYL,gene-FRYL,1476308,1754730,chr27,1536406,1536571,NC_023668.1,2803_004_autosomes_peak_131907,54,.,5.44286,7.66058,5.47972,115
FRYL,gene-FRYL,1476308,1754730,chr27,1542931,1543612,NC_023668.1,2803_004_autosomes_peak_131908,217,.,12.5186,24.5348,21.7456,200
FRYL,gene-FRYL,1476308,1754730,chr27,1656967,1657137,NC_023668.1,2803_004_autosomes_peak_131909,35,.,4.35428,5.54425,3.53438,78
FRYL,gene-FRYL,1476308,1754730,chr27,1658209,1658325,NC_023668.1,2803_004_autosomes_peak_131910,18,.,3.26571,3.62938,1.85363,49
ZAR1,gene-ZAR1,1745297,1762724,chr27,1761153,1761292,NC_023668.1,2803_004_autosomes_peak_131911,18,.,3.26571,3.62938,1.85363,47
ZAR1,gene-ZAR1,1745297,1762724,chr27,1761475,1762218,NC_023668.1,2803_004_autosomes_peak_131912a,54,.,5.44286,7.66058,5.47972,70
ZAR1,gene-ZAR1,1745297,1762724,chr27,1761475,1762218,NC_023668.1,2803_004_autosomes_peak_131912b,54,.,5.44286,7.66058,5.47972,361
ZAR1,gene-ZAR1,1745297,1762724,chr27,1761475,1762218,NC_023668.1,2803_004_autosomes_peak_131912c,136,.,9.25285,16.2053,13.6482,649
SLC10A4,gene-SLC10A4,1763028,1769246,chr27,1768401,1768800,NC_023668.1,2803_004_autosomes_peak_131913,54,.,5.44286,7.66058,5.47972,221
SLAIN2,gene-SLAIN2,1831126,1910851,chr27,1882549,1882784,NC_023668.1,2803_004_autosomes_peak_131916,18,.,3.26571,3.62938,1.85363,55
