gene_name,gene_id,start,end,chromosome,chromosome_nc,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos
LOC103244258,gene-LOC103244258,1832047,1834338,chr23,NC_023664.1,18,19,"[-73.0452643955, 24.8010270575, -8.9829533095]",-73.0452643955,24.8010270575,-8.9829533095,"[-73.050938057, 24.796496605, -9.002515013]",-73.050938057,24.796496605,-9.002515013,1833192,-73.050938057,24.796496605,-9.002515013,34.338,"[-73.050938057, 24.796496605, -9.002515013]"
RGMB,gene-RGMB,2339567,2368239,chr23,NC_023664.1,23,24,"[-72.25744897, 24.0033682892, -8.416476426700001]",-72.25744897,24.0033682892,-8.416476426700001,"[-72.25486848999999, 24.1394914764, -8.1415148139]",-72.25486848999999,24.1394914764,-8.1415148139,2353903,-72.25486848999999,24.1394914764,-8.1415148139,68.239,"[-72.25486848999999, 24.1394914764, -8.1415148139]"
LOC103244262,gene-LOC103244262,2342268,2345155,chr23,NC_023664.1,23,24,"[-72.25720588, 24.0161915568, -8.3905741068]",-72.25720588,24.0161915568,-8.3905741068,"[-72.25694605, 24.029897878, -8.3628880655]",-72.25694605,24.029897878,-8.3628880655,2343711,-72.25694605,24.029897878,-8.3628880655,45.155,"[-72.25694605, 24.029897878, -8.3628880655]"
CHD1,gene-CHD1,2433694,2507334,chr23,NC_023664.1,24,26,"[-72.0539869926, 24.365004868499998, -7.9073824693]",-72.0539869926,24.365004868499998,-7.9073824693,"[-71.62119734859999, 24.5283199785, -8.0613600273]",-71.62119734859999,24.5283199785,-8.0613600273,2470514,-71.62119734859999,24.5283199785,-8.0613600273,53.667,"[-71.62119734859999, 24.5283199785, -8.0613600273]"
LOC103244267,gene-LOC103244267,2551829,2564772,chr23,NC_023664.1,25,26,"[-71.3605146911, 24.2076340815, -8.3371359446]",-71.3605146911,24.2076340815,-8.3371359446,"[-71.2842273548, 24.349016942000002, -8.3150991928]",-71.2842273548,24.349016942000002,-8.3150991928,2558300,-71.2842273548,24.349016942000002,-8.3150991928,64.77199999999999,"[-71.2842273548, 24.349016942000002, -8.3150991928]"
LOC103244266,gene-LOC103244266,2574732,2580544,chr23,NC_023664.1,25,26,"[-71.2255221188, 24.457815002, -8.2981412968]",-71.2255221188,24.457815002,-8.2981412968,"[-71.1912656096, 24.521302384000002, -8.2882457856]",-71.1912656096,24.521302384000002,-8.2882457856,2577638,-71.1912656096,24.521302384000002,-8.2882457856,80.54400000000001,"[-71.1912656096, 24.521302384000002, -8.2882457856]"
LOC103244268,gene-LOC103244268,2598512,2622033,chr23,NC_023664.1,25,27,"[-71.8110047384, 24.489717576, -8.2805033272]",-71.8110047384,24.489717576,-8.2805033272,"[-71.84562647435, 24.6922451465, -8.24591216855]",-71.84562647435,24.6922451465,-8.24591216855,2610272,-71.84562647435,24.6922451465,-8.24591216855,61.01649999999999,"[-71.84562647435, 24.6922451465, -8.24591216855]"
LOC103244269,gene-LOC103244269,3004605,3005218,chr23,NC_023664.1,30,31,"[-72.307585463, 25.569788661, -8.300474525]",-72.307585463,25.569788661,-8.300474525,"[-72.3025224508, 25.566471227599997, -8.29820949]",-72.3025224508,25.566471227599997,-8.29820949,3004911,-72.3025224508,25.566471227599997,-8.29820949,5.218,"[-72.3025224508, 25.566471227599997, -8.29820949]"
LOC103244271,gene-LOC103244271,3152990,3292299,chr23,NC_023664.1,31,33,"[-71.779956282, 25.2167895405, -8.2055611425]",-71.779956282,25.2167895405,-8.2055611425,"[-72.46421422819999, 25.645993604050002, -8.88270736425]",-72.46421422819999,25.645993604050002,-8.88270736425,3222644,-72.46421422819999,25.645993604050002,-8.88270736425,96.1495,"[-72.46421422819999, 25.645993604050002, -8.88270736425]"
LOC103244273,gene-LOC103244273,3477149,3523764,chr23,NC_023664.1,34,36,"[-72.7789377559, 24.97917437015, -9.5177194188]",-72.7789377559,24.97917437015,-9.5177194188,"[-72.7467314524, 25.0459433654, -9.3853887568]",-72.7467314524,25.0459433654,-9.3853887568,3500456,-72.7467314524,25.0459433654,-9.3853887568,61.882000000000005,"[-72.7467314524, 25.0459433654, -9.3853887568]"
