chromosome,start,end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr19,1030874,1031001,NC_023660.1,2803_005_autosomes_peak_111118,21,.,3.36402,3.87357,2.16261,48,10,11,"[-7.8110818104, 32.968644606, 8.942395431]",-7.8110818104,32.968644606,8.942395431,"[-7.8111884396, 32.969536018999996, 8.9431423815]",-7.8111884396,32.969536018999996,8.9431423815,1030937,31.001,"[-7.8111884396, 32.969536018999996, 8.9431423815]",-7.8111884396,32.969536018999996,8.9431423815
chr19,1031340,1031644,NC_023660.1,2803_005_autosomes_peak_111119,29,.,3.8446,4.75003,2.95094,83,10,11,"[-7.811473064, 32.97191546, 8.94513621]",-7.811473064,32.97191546,8.94513621,"[-7.8117283024, 32.974049236, 8.946924186]",-7.8117283024,32.974049236,8.946924186,1031492,31.644,"[-7.8117283024, 32.974049236, 8.946924186]",-7.8117283024,32.974049236,8.946924186
chr19,1072944,1073219,NC_023660.1,2803_005_autosomes_peak_111120,21,.,3.36402,3.87357,2.16261,154,10,11,"[-7.8464037823999995, 33.263933936, 9.189830136]",-7.8464037823999995,33.263933936,9.189830136,"[-7.8466346724, 33.265864160999996, 9.1914475485]",-7.8466346724,33.265864160999996,9.1914475485,1073081,73.219,"[-7.8466346724, 33.265864160999996, 9.1914475485]",-7.8466346724,33.265864160999996,9.1914475485
chr19,1073422,1073634,NC_023660.1,2803_005_autosomes_peak_111121,29,.,3.8446,4.75003,2.95094,158,10,11,"[-7.8468051112, 33.267289018, 9.192641493]",-7.8468051112,33.267289018,9.192641493,"[-7.8469831064, 33.268777046, 9.193888371]",-7.8469831064,33.268777046,9.193888371,1073528,73.634,"[-7.8469831064, 33.268777046, 9.193888371]",-7.8469831064,33.268777046,9.193888371
chr19,1075041,1075439,NC_023660.1,2803_005_autosomes_peak_111122,29,.,3.8446,4.75003,2.95094,118,10,11,"[-7.8481644236, 33.278652779, 9.2021636415]",-7.8481644236,33.278652779,9.2021636415,"[-7.8484985844, 33.281446341, 9.2045044785]",-7.8484985844,33.281446341,9.2045044785,1075240,75.43900000000001,"[-7.8484985844, 33.281446341, 9.2045044785]",-7.8484985844,33.281446341,9.2045044785
chr19,1076295,1076547,NC_023660.1,2803_005_autosomes_peak_111123,21,.,3.36402,3.87357,2.16261,160,10,11,"[-7.849217282, 33.287454605, 9.2095390425]",-7.849217282,33.287454605,9.2095390425,"[-7.8494288612, 33.289223393, 9.2110211805]",-7.8494288612,33.289223393,9.2110211805,1076421,76.547,"[-7.8494288612, 33.289223393, 9.2110211805]",-7.8494288612,33.289223393,9.2110211805
chr19,1077009,1077256,NC_023660.1,2803_005_autosomes_peak_111124,21,.,3.36402,3.87357,2.16261,233,10,11,"[-7.8498167564, 33.292466171, 9.2137384335]",-7.8498167564,33.292466171,9.2137384335,"[-7.8500241376, 33.294199864, 9.215191164]",-7.8500241376,33.294199864,9.215191164,1077132,77.256,"[-7.8500241376, 33.294199864, 9.215191164]",-7.8500241376,33.294199864,9.215191164
chr19,1099878,1100888,NC_023660.1,2803_005_autosomes_peak_111125,264,.,13.4561,28.9917,26.4137,314,10,12,"[-8.1754882179, 33.2388152866, 8.7631321635]",-8.1754882179,33.2388152866,8.7631321635,"[-8.1794353484, 33.2437387336, 8.763155646]",-8.1794353484,33.2437387336,8.763155646,1100383,50.444,"[-8.1794353484, 33.2437387336, 8.763155646]",-8.1794353484,33.2437387336,8.763155646
chr19,1101957,1102407,NC_023660.1,2803_005_autosomes_peak_111126,109,.,7.6892,13.2214,10.9953,134,11,12,"[-7.882773010499999, 33.4591833928, 9.337540905]",-7.882773010499999,33.4591833928,9.337540905,"[-7.8859124355, 33.4604120728, 9.334915155]",-7.8859124355,33.4604120728,9.334915155,1102182,2.407,"[-7.8859124355, 33.4604120728, 9.334915155]",-7.8859124355,33.4604120728,9.334915155
chr19,1116767,1116899,NC_023660.1,2803_005_autosomes_peak_111127,14,.,2.88345,3.05299,1.44702,46,11,12,"[-7.9860949754999995, 33.4996206168, 9.251124555]",-7.9860949754999995,33.4996206168,9.251124555,"[-7.9870158735, 33.4999810296, 9.250354334999999]",-7.9870158735,33.4999810296,9.250354334999999,1116833,16.899,"[-7.9870158735, 33.4999810296, 9.250354334999999]",-7.9870158735,33.4999810296,9.250354334999999
chr19,1120357,1122264,NC_023660.1,2803_005_autosomes_peak_111128a,426,.,18.7424,45.4504,42.6186,1098,11,12,"[-8.0111406105, 33.5094227528, 9.230176905]",-8.0111406105,33.5094227528,9.230176905,"[-8.024444796, 33.5146296256, 9.21904956]",-8.024444796,33.5146296256,9.21904956,1121310,22.264,"[-8.024444796, 33.5146296256, 9.21904956]",-8.024444796,33.5146296256,9.21904956
chr19,1120357,1122264,NC_023660.1,2803_005_autosomes_peak_111128b,380,.,17.3007,40.8116,38.0461,1224,11,12,"[-8.0111406105, 33.5094227528, 9.230176905]",-8.0111406105,33.5094227528,9.230176905,"[-8.024444796, 33.5146296256, 9.21904956]",-8.024444796,33.5146296256,9.21904956,1121310,22.264,"[-8.024444796, 33.5146296256, 9.21904956]",-8.024444796,33.5146296256,9.21904956
chr19,1137337,1137548,NC_023660.1,2803_005_autosomes_peak_111129,14,.,2.88345,3.05299,1.44702,180,11,12,"[-8.1296015805, 33.5557849448, 9.131098605]",-8.1296015805,33.5557849448,9.131098605,"[-8.131073621999999, 33.5563610592, 9.12986742]",-8.131073621999999,33.5563610592,9.12986742,1137442,37.547999999999995,"[-8.131073621999999, 33.5563610592, 9.12986742]",-8.131073621999999,33.5563610592,9.12986742
chr19,1138078,1138837,NC_023660.1,2803_005_autosomes_peak_111130,38,.,4.32517,5.67619,3.80116,592,11,12,"[-8.134771167, 33.5578081712, 9.12677487]",-8.134771167,33.5578081712,9.12677487,"[-8.1400663305, 33.5598805448, 9.122346105]",-8.1400663305,33.5598805448,9.122346105,1138457,38.836999999999996,"[-8.1400663305, 33.5598805448, 9.122346105]",-8.1400663305,33.5598805448,9.122346105
chr19,1231225,1231423,NC_023660.1,2803_005_autosomes_peak_111131,38,.,4.32517,5.67619,3.80116,165,12,13,"[-8.643202555, 33.779359857500005, 9.045148569999999]",-8.643202555,33.779359857500005,9.045148569999999,"[-8.6436872194, 33.7796926361, 9.0469220956]",-8.6436872194,33.7796926361,9.0469220956,1231324,31.423000000000002,"[-8.6436872194, 33.7796926361, 9.0469220956]",-8.6436872194,33.7796926361,9.0469220956
chr19,1243249,1243796,NC_023660.1,2803_005_autosomes_peak_111132,56,.,5.28632,7.6585,5.65683,218,12,13,"[-8.6726349022, 33.7995685943, 9.1528499428]",-8.6726349022,33.7995685943,9.1528499428,"[-8.6739738488, 33.8004879372, 9.1577495312]",-8.6739738488,33.8004879372,9.1577495312,1243522,43.796,"[-8.6739738488, 33.8004879372, 9.1577495312]",-8.6739738488,33.8004879372,9.1577495312
chr19,1257868,1258394,NC_023660.1,2803_005_autosomes_peak_111133,87,.,6.72805,10.9048,8.75743,131,12,13,"[-8.7084192904, 33.8241387476, 9.283795249599999]",-8.7084192904,33.8241387476,9.283795249599999,"[-8.7097068332, 33.8250227958, 9.288506736799999]",-8.7097068332,33.8250227958,9.288506736799999,1258131,58.394,"[-8.7097068332, 33.8250227958, 9.288506736799999]",-8.7097068332,33.8250227958,9.288506736799999
