gene_name,gene_id,start,end,chromosome,chromosome_nc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC103235585,gene-LOC103235585,88243,100611,chr7,NC_023648.1,0.211875695124312,0.676726880683132,5.36625538173181,0.126107841044408,0.899646560770345,NA
LOC103235708,gene-LOC103235708,233683,256011,chr7,NC_023648.1,0.177896231460551,0.0,5.39771667959173,0.0,1.0,NA
LOC103235588,gene-LOC103235588,315569,343837,chr7,NC_023648.1,0.0339794636637609,0.676753251344636,5.36625539842859,0.12611275481648,0.899642671200261,NA
LOC103235590,gene-LOC103235590,395170,427953,chr7,NC_023648.1,NA,NA,NA,NA,NA,NA
TMPRSS11E,gene-TMPRSS11E,483747,521490,chr7,NC_023648.1,0.0,NA,NA,NA,NA,NA
YTHDC1,gene-YTHDC1,633158,670000,chr7,NC_023648.1,960.434928445894,0.329416559328048,0.104680423253692,3.14687836645167,0.0016502359516575,0.0077359314153027
TMPRSS11B,gene-TMPRSS11B,734885,748755,chr7,NC_023648.1,0.384293608347662,0.0,4.47176538073126,0.0,1.0,NA
TMPRSS11F,gene-TMPRSS11F,851831,905818,chr7,NC_023648.1,0.424836784072678,1.8007851274112,4.24105203624743,0.424608118933758,0.671122373448896,NA
LOC103235596,gene-LOC103235596,894520,896281,chr7,NC_023648.1,0.0,NA,NA,NA,NA,NA
TMPRSS11A,gene-TMPRSS11A,1005831,1046469,chr7,NC_023648.1,0.0,NA,NA,NA,NA,NA
TMPRSS11D,gene-TMPRSS11D,1076592,1146080,chr7,NC_023648.1,0.525923917308453,0.0,4.01820146758087,0.0,1.0,NA
GNRHR,gene-GNRHR,1205294,1225105,chr7,NC_023648.1,0.712521484686656,2.23224104223726,3.44657863725171,0.64766868166317,0.517199264581481,NA
UBA6,gene-UBA6,1246462,1320919,chr7,NC_023648.1,993.734715162421,0.134156332663759,0.117947481088576,1.13742431313993,0.255360948175418,0.4130298772036
STAP1,gene-STAP1,1330761,1380503,chr7,NC_023648.1,0.702344786034051,0.0,5.39771667946312,0.0,1.0,NA
CENPC,gene-CENPC,1393336,1464189,chr7,NC_023648.1,318.208102167187,0.707433616998465,0.16064931485006,4.40358938137234,1.06474386386716e-05,9.95151463312162e-05
LOC103235609,gene-LOC103235609,1749357,1774147,chr7,NC_023648.1,2.21001894785474,-0.881793225861573,1.54990004954827,-0.568935542726498,0.569399883707439,NA
LOC103235611,gene-LOC103235611,2090210,2105004,chr7,NC_023648.1,0.0927793243868012,0.676732647526845,5.36625538177695,0.126108915692856,0.89964571011602,NA
EPHA5,gene-EPHA5,3219396,3564416,chr7,NC_023648.1,20.870321746454,-0.592002266162966,0.470489314534255,-1.2582693121288,0.208294375524934,0.356963980826245
TECRL,gene-TECRL,4414168,4536561,chr7,NC_023648.1,0.160472968417926,2.35768679354702,5.27893486119161,0.446621687052759,0.655148234298006,NA
LOC103235616,gene-LOC103235616,5200222,5203605,chr7,NC_023648.1,204.154046423073,-0.214139863669513,0.178056840391276,-1.20264890244568,0.229112215131308,0.383017517375798
LOC103235618,gene-LOC103235618,5583716,5586498,chr7,NC_023648.1,0.116501016194285,0.0,5.39771667962011,0.0,1.0,NA
LOC103235623,gene-LOC103235623,6353920,6360168,chr7,NC_023648.1,0.0339794636637609,0.676753251344636,5.36625539842859,0.12611275481648,0.899642671200261,NA
LOC103235622,gene-LOC103235622,6408895,6420691,chr7,NC_023648.1,0.0,NA,NA,NA,NA,NA
LOC103235620,gene-LOC103235620,6472277,6487292,chr7,NC_023648.1,0.0,NA,NA,NA,NA,NA
LPHN3,gene-LPHN3,6726400,7261059,chr7,NC_023648.1,208.311382047549,-0.285297382155447,0.174225052665312,-1.63752214616061,0.101521415442881,0.209295658805358
LOC103235626,gene-LOC103235626,8027113,8029986,chr7,NC_023648.1,0.219538112437363,1.76844757438431,5.31692421643142,0.332607256074687,0.739430765396889,NA
LOC103235627,gene-LOC103235627,8307295,8309937,chr7,NC_023648.1,0.0,NA,NA,NA,NA,NA
LOC103235628,gene-LOC103235628,9054771,9059343,chr7,NC_023648.1,0.0,NA,NA,NA,NA,NA
LOC103235630,gene-LOC103235630,10435046,10436286,chr7,NC_023648.1,0.0,NA,NA,NA,NA,NA
LOC103235714,gene-LOC103235714,10989319,11006779,chr7,NC_023648.1,0.537481674231853,0.0,4.23155803927885,0.0,1.0,NA
LOC103235631,gene-LOC103235631,11542483,11544981,chr7,NC_023648.1,0.200840435138909,-1.90159661591786,5.37377968404291,-0.353865757013547,0.723439490643985,NA
IGFBP7,gene-IGFBP7,11617096,11694530,chr7,NC_023648.1,1273.81928325866,-1.00071080421667,0.128537660980425,-7.78535097483272,6.951994461544121e-15,3.34847180912987e-13
LOC103235633,gene-LOC103235633,11654163,11655086,chr7,NC_023648.1,333.009445189955,-0.47201544676809,0.148265781504332,-3.18357642592198,0.0014546770619359,0.0069625291604571
POLR2B,gene-POLR2B,11694446,11736215,chr7,NC_023648.1,1447.92417934541,-0.327216556741367,0.0956076135947851,-3.42249476206166,0.0006204929331798,0.0033910502882765
REST,gene-REST,11749312,11776103,chr7,NC_023648.1,1321.51312916562,0.482446751905273,0.11006638531733,4.38323426824948,1.16930254509814e-05,0.0001080113580226
SPINK2,gene-SPINK2,11850394,11862084,chr7,NC_023648.1,0.0837435851596034,0.0,5.39771667961096,0.0,1.0,NA
LOC103235642,gene-LOC103235642,11923579,11935080,chr7,NC_023648.1,318.614749710685,0.562063831472488,0.193780997200727,2.90051057426584,0.0037255526791242,0.0153485008811836
HOPX,gene-HOPX,11937124,11971184,chr7,NC_023648.1,1359.89465728171,0.0602461053777718,0.0981040257038008,0.614104313717655,0.539146397894481,0.685750779786404
LOC103235641,gene-LOC103235641,11958716,11965811,chr7,NC_023648.1,0.0,NA,NA,NA,NA,NA
LOC103235643,gene-LOC103235643,11993747,12000802,chr7,NC_023648.1,0.272880941479679,1.31677010926567,5.03087766595255,0.261737652294185,0.793523709824547,NA
LOC103235645,gene-LOC103235645,12004247,12017309,chr7,NC_023648.1,0.177896231460551,0.0,5.39771667959173,0.0,1.0,NA
