chrname,start,end,value,start_id,end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr24,1077056,1078098,3.164861854687762,10,11,"[-4.601223472, -28.129401648, 28.500320464]",-4.601223472,-28.129401648,28.500320464,"[-4.608191326, -28.122389509, 28.501668812000002]",-4.608191326,-28.122389509,28.501668812000002,1077577,78.098,"[-4.608191326, -28.122389509, 28.501668812000002]",-4.608191326,-28.122389509,28.501668812000002
chr24,1100158,1101545,3.105649955081871,11,12,"[-4.7537725944, -27.973922819200002, 28.5295727508]",-4.7537725944,-27.973922819200002,28.5295727508,"[-4.746070306, -27.964466808, 28.525734367000002]",-4.746070306,-27.964466808,28.525734367000002,1100851,1.545,"[-4.746070306, -27.964466808, 28.525734367000002]",-4.746070306,-27.964466808,28.525734367000002
chr24,1121745,1122444,2.8441914369449424,11,12,"[-4.633895666, -27.826751288, 28.469832887]",-4.633895666,-27.826751288,28.469832887,"[-4.6300139792, -27.821985785600003, 28.467898474400002]",-4.6300139792,-27.821985785600003,28.467898474400002,1122094,22.444,"[-4.6300139792, -27.821985785600003, 28.467898474400002]",-4.6300139792,-27.821985785600003,28.467898474400002
chr24,1127125,1127841,2.8596052685596423,11,12,"[-4.60401945, -27.790072600000002, 28.454944275]",-4.60401945,-27.790072600000002,28.454944275,"[-4.6000433588, -27.7851911984, 28.4529628166]",-4.6000433588,-27.7851911984,28.4529628166,1127483,27.840999999999998,"[-4.6000433588, -27.7851911984, 28.4529628166]",-4.6000433588,-27.7851911984,28.4529628166
chr24,1132462,1133829,3.9999694264362393,11,12,"[-4.5743820216, -27.7536870688, 28.4401746612]",-4.5743820216,-27.7536870688,28.4401746612,"[-4.5667907971999995, -27.744367409600002, 28.436391625400002]",-4.5667907971999995,-27.744367409600002,28.436391625400002,1133145,33.829,"[-4.5667907971999995, -27.744367409600002, 28.436391625400002]",-4.5667907971999995,-27.744367409600002,28.436391625400002
chr24,1146424,1146691,2.4046499095159524,11,12,"[-4.4968482432, -27.6584997376, 28.4015362224]",-4.4968482432,-27.6584997376,28.4015362224,"[-4.4953655388, -27.6566794384, 28.4007973266]",-4.4953655388,-27.6566794384,28.4007973266,1146557,46.691,"[-4.4953655388, -27.6566794384, 28.4007973266]",-4.4953655388,-27.6566794384,28.4007973266
chr24,1174396,1174658,2.176937569188708,11,12,"[-4.3415141327999995, -27.467797830400002, 28.3241265096]",-4.3415141327999995,-27.467797830400002,28.3241265096,"[-4.3400591944, -27.4660116192, 28.323401450800002]",-4.3400591944,-27.4660116192,28.323401450800002,1174527,74.658,"[-4.3400591944, -27.4660116192, 28.323401450800002]",-4.3400591944,-27.4660116192,28.323401450800002
chr24,1181128,1181700,2.2300683049472063,11,12,"[-4.3041299904, -27.4219017472, 28.3054963728]",-4.3041299904,-27.4219017472,28.3054963728,"[-4.30095356, -27.41800208, 28.30391342]",-4.30095356,-27.41800208,28.30391342,1181414,81.69999999999999,"[-4.30095356, -27.41800208, 28.30391342]",-4.30095356,-27.41800208,28.30391342
chr24,1196251,1196785,3.0635805147863957,11,12,"[-4.2201489468, -27.3187991824, 28.2636449826]",-4.2201489468,-27.3187991824,28.2636449826,"[-4.217183538, -27.315158584000002, 28.262167191]",-4.217183538,-27.315158584000002,28.262167191,1196518,96.785,"[-4.217183538, -27.315158584000002, 28.262167191]",-4.217183538,-27.315158584000002,28.262167191
chr24,1215045,1215307,2.591543490195092,12,13,"[-4.1908942685, -27.184630145, 28.368609483500002]",-4.1908942685,-27.184630145,28.368609483500002,"[-4.1907473651, -27.182738767, 28.3706180541]",-4.1907473651,-27.182738767,28.3706180541,1215176,15.307,"[-4.1907473651, -27.182738767, 28.3706180541]",-4.1907473651,-27.182738767,28.3706180541
