gene_name,gene_id,start,end,chromosome,chromosome_nc,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos
LOC103237737,gene-LOC103237737,53653,54893,chr9,NC_023650.1,0,1,"[-27.581968600899998, -14.211144820199998, -32.4990663145]",-27.581968600899998,-14.211144820199998,-32.4990663145,"[-27.5746343729, -14.212141036199998, -32.486289974499996]",-27.5746343729,-14.212141036199998,-32.486289974499996,54273,-27.5746343729,-14.212141036199998,-32.486289974499996,54.893,"[-27.5746343729, -14.212141036199998, -32.486289974499996]"
LOC103237738,gene-LOC103237738,57937,59227,chr9,NC_023650.1,0,1,"[-27.5566300261, -14.2145865858, -32.4549261205]",-27.5566300261,-14.2145865858,-32.4549261205,"[-27.5490000631, -14.215622971799998, -32.4416346055]",-27.5490000631,-14.215622971799998,-32.4416346055,58582,-27.5490000631,-14.215622971799998,-32.4416346055,59.227,"[-27.5490000631, -14.215622971799998, -32.4416346055]"
LOC103238131,gene-LOC103238131,110923,163286,chr9,NC_023650.1,1,2,"[-27.2432337319, -14.2571555382, -31.9089848695]",-27.2432337319,-14.2571555382,-31.9089848695,"[-26.9335222958, -14.2992239724, -31.369462699]",-26.9335222958,-14.2992239724,-31.369462699,137104,-26.9335222958,-14.2992239724,-31.369462699,63.286,"[-26.9335222958, -14.2992239724, -31.369462699]"
LOC103237741,gene-LOC103237741,114225,116215,chr9,NC_023650.1,1,2,"[-27.2237033925, -14.259808365, -31.8749627125]",-27.2237033925,-14.259808365,-31.8749627125,"[-27.211933139499997, -14.261407130999999, -31.854458747499997]",-27.211933139499997,-14.261407130999999,-31.854458747499997,115220,-27.211933139499997,-14.261407130999999,-31.854458747499997,16.215,"[-27.211933139499997, -14.261407130999999, -31.854458747499997]"
ZMYND11,gene-ZMYND11,162438,275764,chr9,NC_023650.1,1,3,"[-27.2428701391, -14.1237818491, -31.913740158699998]",-27.2428701391,-14.1237818491,-31.913740158699998,"[-27.1249487698, -13.8976341498, -31.7180998186]",-27.1249487698,-13.8976341498,-31.7180998186,219101,-27.1249487698,-13.8976341498,-31.7180998186,87.882,"[-27.1249487698, -13.8976341498, -31.7180998186]"
LOC103237740,gene-LOC103237740,163790,198322,chr9,NC_023650.1,1,2,"[-26.930541287, -14.299628886, -31.364269735]",-26.930541287,-14.299628886,-31.364269735,"[-26.7262948666, -14.3273718948, -31.008469273]",-26.7262948666,-14.3273718948,-31.008469273,181056,-26.7262948666,-14.3273718948,-31.008469273,98.322,"[-26.7262948666, -14.3273718948, -31.008469273]"
DIP2C,gene-DIP2C,293786,668102,chr9,NC_023650.1,2,7,"[-26.99708462804, -14.36283184392, -31.21504343056]",-26.99708462804,-14.36283184392,-31.21504343056,"[-28.11746482028, -14.498978059439999, -32.108520749920004]",-28.11746482028,-14.498978059439999,-32.108520749920004,480944,-28.11746482028,-14.498978059439999,-32.108520749920004,93.6204,"[-28.11746482028, -14.498978059439999, -32.108520749920004]"
LOC103237753,gene-LOC103237753,480006,486192,chr9,NC_023650.1,4,5,"[-27.9012883264, -13.9674364828, -31.5602345344]",-27.9012883264,-13.9674364828,-31.5602345344,"[-27.9078108448, -14.031856249599999, -31.5628475008]",-27.9078108448,-14.031856249599999,-31.5628475008,483099,-27.9078108448,-14.031856249599999,-31.5628475008,86.19200000000001,"[-27.9078108448, -14.031856249599999, -31.5628475008]"
LOC103237752,gene-LOC103237752,517924,518707,chr9,NC_023650.1,5,6,"[-27.8005083088, -14.2732139168, -31.6651308364]",-27.8005083088,-14.2732139168,-31.6651308364,"[-27.7951848484, -14.277475942399999, -31.6693442377]",-27.7951848484,-14.277475942399999,-31.6693442377,518315,-27.7951848484,-14.277475942399999,-31.6693442377,18.706999999999997,"[-27.7951848484, -14.277475942399999, -31.6693442377]"
LOC103237751,gene-LOC103237751,547813,551165,chr9,NC_023650.1,5,6,"[-27.5972989756, -14.4359057216, -31.825966534299997]",-27.5972989756,-14.4359057216,-31.825966534299997,"[-27.574509398, -14.454151328, -31.8440039815]",-27.574509398,-14.454151328,-31.8440039815,549489,-27.574509398,-14.454151328,-31.8440039815,51.165000000000006,"[-27.574509398, -14.454151328, -31.8440039815]"
LOC103237750,gene-LOC103237750,553107,553794,chr9,NC_023650.1,5,6,"[-27.561306128400002, -14.4647220224, -31.854454077699998]",-27.561306128400002,-14.4647220224,-31.854454077699998,"[-27.5566353528, -14.4684615008, -31.858150893399998]",-27.5566353528,-14.4684615008,-31.858150893399998,553450,-27.5566353528,-14.4684615008,-31.858150893399998,53.794,"[-27.5566353528, -14.4684615008, -31.858150893399998]"
LOC103237749,gene-LOC103237749,614569,617088,chr9,NC_023650.1,6,7,"[-27.3838748605, -14.6894639709, -32.1181348803]",-27.3838748605,-14.6894639709,-32.1181348803,"[-27.408320496, -14.6841894368, -32.120096425599996]",-27.408320496,-14.6841894368,-32.120096425599996,615828,-27.408320496,-14.6841894368,-32.120096425599996,17.088,"[-27.408320496, -14.6841894368, -32.120096425599996]"
LOC103237748,gene-LOC103237748,627536,627888,chr9,NC_023650.1,6,7,"[-27.509713112, -14.6623123696, -32.1282322832]",-27.509713112,-14.6623123696,-32.1282322832,"[-27.513129096, -14.6615753168, -32.1285063856]",-27.513129096,-14.6615753168,-32.1285063856,627712,-27.513129096,-14.6615753168,-32.1285063856,27.888,"[-27.513129096, -14.6615753168, -32.1285063856]"
LOC103237747,gene-LOC103237747,629220,632650,chr9,NC_023650.1,6,7,"[-27.52605549, -14.658786242, -32.129543614]",-27.52605549,-14.658786242,-32.129543614,"[-27.559341925, -14.651604165, -32.132214555]",-27.559341925,-14.651604165,-32.132214555,630935,-27.559341925,-14.651604165,-32.132214555,32.65,"[-27.559341925, -14.651604165, -32.132214555]"
LOC103237746,gene-LOC103237746,634999,636034,chr9,NC_023650.1,6,7,"[-27.5821377955, -14.6466855939, -32.134043721299996]",-27.5821377955,-14.6466855939,-32.134043721299996,"[-27.592181953, -14.6445184074, -32.1348496758]",-27.592181953,-14.6445184074,-32.1348496758,635516,-27.592181953,-14.6445184074,-32.1348496758,36.034,"[-27.592181953, -14.6445184074, -32.1348496758]"
LOC103237745,gene-LOC103237745,646107,647673,chr9,NC_023650.1,6,7,"[-27.6899353815, -14.6234265527, -32.142693520899996]",-27.6899353815,-14.6234265527,-32.142693520899996,"[-27.7051326285, -14.6201475053, -32.1439129651]",-27.7051326285,-14.6201475053,-32.1439129651,646890,-27.7051326285,-14.6201475053,-32.1439129651,47.673,"[-27.7051326285, -14.6201475053, -32.1439129651]"
