gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
WASH1,gene-WASH1,10075,27633,chr11,22783,22883,NC_023652.1,2803_004_autosomes_peak_52253,18,.,3.26571,3.62938,1.85363,16
WASH1,gene-WASH1,10075,27633,chr11,26515,27455,NC_023652.1,2803_004_autosomes_peak_52254,76,.,6.53143,9.9408,7.62777,666
IQSEC3,gene-IQSEC3,69565,179968,chr11,69946,70081,NC_023652.1,2803_004_autosomes_peak_52256,44,.,4.89857,6.57994,4.47868,72
IQSEC3,gene-IQSEC3,69565,179968,chr11,104422,104536,NC_023652.1,2803_004_autosomes_peak_52257,18,.,3.26571,3.62938,1.85363,14
IQSEC3,gene-IQSEC3,69565,179968,chr11,106466,106648,NC_023652.1,2803_004_autosomes_peak_52258,26,.,3.81,4.55861,2.65564,108
IQSEC3,gene-IQSEC3,69565,179968,chr11,108884,109147,NC_023652.1,2803_004_autosomes_peak_52259,18,.,3.26571,3.62938,1.85363,100
IQSEC3,gene-IQSEC3,69565,179968,chr11,135694,136354,NC_023652.1,2803_004_autosomes_peak_52260,44,.,4.89857,6.57994,4.47868,361
IQSEC3,gene-IQSEC3,69565,179968,chr11,136532,136653,NC_023652.1,2803_004_autosomes_peak_52261,18,.,3.26571,3.62938,1.85363,24
IQSEC3,gene-IQSEC3,69565,179968,chr11,137019,137293,NC_023652.1,2803_004_autosomes_peak_52262,26,.,3.81,4.55861,2.65564,74
IQSEC3,gene-IQSEC3,69565,179968,chr11,141590,141878,NC_023652.1,2803_004_autosomes_peak_52263,18,.,3.26571,3.62938,1.85363,90
IQSEC3,gene-IQSEC3,69565,179968,chr11,142925,143866,NC_023652.1,2803_004_autosomes_peak_52264,54,.,5.44286,7.66058,5.47972,613
IQSEC3,gene-IQSEC3,69565,179968,chr11,147070,147627,NC_023652.1,2803_004_autosomes_peak_52265,35,.,4.35428,5.54425,3.53438,91
IQSEC3,gene-IQSEC3,69565,179968,chr11,148856,149052,NC_023652.1,2803_004_autosomes_peak_52266,35,.,4.35428,5.54425,3.53438,53
IQSEC3,gene-IQSEC3,69565,179968,chr11,157390,157755,NC_023652.1,2803_004_autosomes_peak_52267,44,.,4.89857,6.57994,4.47868,289
IQSEC3,gene-IQSEC3,69565,179968,chr11,159702,159936,NC_023652.1,2803_004_autosomes_peak_52268,26,.,3.81,4.55861,2.65564,4
IQSEC3,gene-IQSEC3,69565,179968,chr11,167519,167887,NC_023652.1,2803_004_autosomes_peak_52269,26,.,3.81,4.55861,2.65564,85
IQSEC3,gene-IQSEC3,69565,179968,chr11,175438,175721,NC_023652.1,2803_004_autosomes_peak_52270,44,.,4.89857,6.57994,4.47868,201
IQSEC3,gene-IQSEC3,69565,179968,chr11,176531,176644,NC_023652.1,2803_004_autosomes_peak_52271,26,.,3.81,4.55861,2.65564,19
IQSEC3,gene-IQSEC3,69565,179968,chr11,177238,177413,NC_023652.1,2803_004_autosomes_peak_52272,18,.,3.26571,3.62938,1.85363,23
