chromosome,start,end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr26,1062422,1062709,NC_023667.1,2803_003_autosomes_peak_166335a,57,.,4.53114,7.59749,5.7907,62,10,11,"[-3.3769204712, 10.3942814492, -14.9260657786]",-3.3769204712,10.3942814492,-14.9260657786,"[-3.3750605964, 10.3966401874, -14.9253960067]",-3.3750605964,10.3966401874,-14.9253960067,1062565,62.709,"[-3.3750605964, 10.3966401874, -14.9253960067]",-3.3750605964,10.3966401874,-14.9253960067
chr26,1062422,1062709,NC_023667.1,2803_003_autosomes_peak_166335b,65,.,4.83321,8.44208,6.5967,176,10,11,"[-3.3769204712, 10.3942814492, -14.9260657786]",-3.3769204712,10.3942814492,-14.9260657786,"[-3.3750605964, 10.3966401874, -14.9253960067]",-3.3750605964,10.3966401874,-14.9253960067,1062565,62.709,"[-3.3750605964, 10.3966401874, -14.9253960067]",-3.3750605964,10.3966401874,-14.9253960067
chr26,1067540,1067980,NC_023667.1,2803_003_autosomes_peak_166336,181,.,8.45812,20.2682,18.1161,167,10,11,"[-3.343753784, 10.436344244, -14.914121902]",-3.343753784,10.436344244,-14.914121902,"[-3.340902408, 10.439960428, -14.913095074]",-3.340902408,10.439960428,-14.913095074,1067760,67.97999999999999,"[-3.340902408, 10.439960428, -14.913095074]",-3.340902408,10.439960428,-14.913095074
chr26,1068490,1068889,NC_023667.1,2803_003_autosomes_peak_166337,91,.,5.73944,11.1254,9.18086,105,10,11,"[-3.337597404, 10.444151913999999, -14.911904887]",-3.337597404,10.444151913999999,-14.911904887,"[-3.3350117244, 10.4474311354, -14.9109737407]",-3.3350117244,10.4474311354,-14.9109737407,1068689,68.889,"[-3.3350117244, 10.4474311354, -14.9109737407]",-3.3350117244,10.4474311354,-14.9109737407
chr26,1089028,1089198,NC_023667.1,2803_003_autosomes_peak_166338,16,.,2.71868,3.17905,1.695,102,10,11,"[-3.2045029488, 10.6129455208, -14.8639753564]",-3.2045029488,10.6129455208,-14.8639753564,"[-3.2034012808, 10.6143426828, -14.863578627399999]",-3.2034012808,10.6143426828,-14.863578627399999,1089113,89.198,"[-3.2034012808, 10.6143426828, -14.863578627399999]",-3.2034012808,10.6143426828,-14.863578627399999
chr26,1091583,1092569,NC_023667.1,2803_003_autosomes_peak_166339,1212,.,30.5096,124.235,121.243,629,10,11,"[-3.1879455268, 10.6339440438, -14.858012752899999]",-3.1879455268,10.6339440438,-14.858012752899999,"[-3.1815558524, 10.6420475834, -14.855711724699999]",-3.1815558524,10.6420475834,-14.855711724699999,1092076,92.569,"[-3.1815558524, 10.6420475834, -14.855711724699999]",-3.1815558524,10.6420475834,-14.855711724699999
chr26,1094410,1094633,NC_023667.1,2803_003_autosomes_peak_166340,35,.,3.62491,5.23581,3.56625,163,10,11,"[-3.169625436, 10.657178026, -14.851415382999999]",-3.169625436,10.657178026,-14.851415382999999,"[-3.1681803068, 10.6590107738, -14.850894967899999]",-3.1681803068,10.6590107738,-14.850894967899999,1094521,94.633,"[-3.1681803068, 10.6590107738, -14.850894967899999]",-3.1681803068,10.6590107738,-14.850894967899999
chr26,1095067,1095254,NC_023667.1,2803_003_autosomes_peak_166341,28,.,3.32283,4.51284,2.8984,42,10,11,"[-3.1653678131999996, 10.6625776462, -14.8498821421]",-3.1653678131999996,10.6625776462,-14.8498821421,"[-3.1641559784, 10.6641145244, -14.8494457402]",-3.1641559784,10.6641145244,-14.8494457402,1095160,95.254,"[-3.1641559784, 10.6641145244, -14.8494457402]",-3.1641559784,10.6641145244,-14.8494457402
chr26,1100139,1100551,NC_023667.1,2803_003_autosomes_peak_166342,28,.,3.32283,4.51284,2.8984,36,11,12,"[-3.132556548, 10.7019819375, -14.8385526877]",-3.132556548,10.7019819375,-14.8385526877,"[-3.130056532, 10.6986086875, -14.8390941793]",-3.130056532,10.6986086875,-14.8390941793,1100345,0.551,"[-3.130056532, 10.6986086875, -14.8390941793]",-3.130056532,10.6986086875,-14.8390941793
chr26,1102338,1102451,NC_023667.1,2803_003_autosomes_peak_166343,22,.,3.02076,3.8262,2.27297,49,11,12,"[-3.119213016, 10.683977625, -14.841442833399999]",-3.119213016,10.683977625,-14.841442833399999,"[-3.1185273319999998, 10.6830524375, -14.8415913493]",-3.1185273319999998,10.6830524375,-14.8415913493,1102394,2.451,"[-3.1185273319999998, 10.6830524375, -14.8415913493]",-3.1185273319999998,10.6830524375,-14.8415913493
