chromosome,timepoint,gene_name,middle_x,middle_y,middle_z,cluster
chr22,24hrs,MOBP,20.9026125816,9.5939774206,-2.0465765154,-1
chr22,24hrs,LOC103227427,20.6232180648,9.6165653818,-2.2677236262,-1
chr22,24hrs,MYRIP,20.581871646,9.51343661926,-0.91826401862,-1
chr22,24hrs,LOC103227430,20.7148343952,9.5678470376,-1.335013912,-1
chr22,24hrs,EIF1B,20.602741484000003,9.588328792,-0.8894711660000001,-1
chr22,24hrs,ENTPD3,20.8605686126,9.9568576828,-0.6231725786,0
chr22,24hrs,RPL14,21.1795332858,10.2631634884,-0.9452520996,0
chr22,24hrs,ZNF619,21.1132821423,10.2434153254,-0.6872933525999999,0
chr22,24hrs,ZNF620,21.060072832,10.347403116,-0.4342154789999999,0
chr22,24hrs,ZNF621,20.9993934205,10.276005519,-0.2183678235,0
chr22,24hrs,LOC103227443,20.4719646757,10.4021550183,0.2332478379,-1
chr22,24hrs,CTNNB1,20.3916264106,10.4283437765,0.3939643093,-1
chr22,24hrs,LOC103227445,20.3945170846,10.3488179615,0.4138738063,-1
chr22,24hrs,ULK4,21.790971987785717,11.332455967714283,-0.7043576505714285,0
chr22,24hrs,LOC103227446,21.787961023,11.3323559226,-0.7082430725,0
chr22,24hrs,LOC103228627,21.0537282296,10.6444510264,-0.2829999876,0
chr22,24hrs,TRAK1,20.9833386407,9.9262760368,-0.8600835072000002,0
chr22,24hrs,CCK,21.06884370085,10.01378819545,-0.93385870675,0
chr22,24hrs,LYZL4,21.620698156,10.2304172704,-1.3367765536,0
chr22,24hrs,LOC103227457,21.577158674,10.1292574016,-1.4179270944,-1
chr22,24hrs,LOC103227455,21.611951061,10.2100942224,-1.3530797216,0
chr22,24hrs,VIPR1,21.4164986858,10.4157694463,-0.2584731651,0
chr22,24hrs,SEC22C,22.07208469,10.3605721528,0.1148122471999999,0
chr22,24hrs,SS18L2,21.7583712301,10.3102756057,0.2767291307,0
chr22,24hrs,LOC103227460,21.733846295,10.314574315,0.2528480649999999,0
chr22,24hrs,NKTR,21.8827190285,10.6777574658,-0.0411612341,0
chr22,24hrs,LOC103227465,22.2421202562,10.3026819582,0.6607252878000001,0
chr22,24hrs,ZBTB47,22.2602250884,10.3980714524,0.5672091196,0
chr22,24hrs,KLHL40,22.2949276066,10.5809096926,0.3879615854,0
chr22,24hrs,HHATL,22.323001952,10.728825872,0.242950288,0
chr22,24hrs,CCDC13,22.3072335758,10.4944718282,-0.281892475,0
chr22,24hrs,HIGD1A,22.3569666712,10.777188214,-0.4558695936,0
chr22,24hrs,ACKR2,22.6285024942,10.3307575787,-1.0248141826,0
chr22,24hrs,LOC103227471,22.47737943,10.4367811174,-1.10328443,0
chr22,24hrs,ZNF662,22.66588029,10.1300661122,-1.48937529,0
chr22,24hrs,KRBOX1,22.79694558,9.9168061244,-1.75782558,0
chr22,24hrs,FAM198A,23.0141943715,10.0202904904,-1.56387462385,0
chr22,24hrs,POMGNT2,22.6224239002,10.2916505607,-1.5222946647,0
