gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
FILIP1,gene-FILIP1,6620,315021,chr13,89428,89568,NC_023654.1,2803_005_autosomes_peak_78015,21,.,3.36402,3.87357,2.16261,59
FILIP1,gene-FILIP1,6620,315021,chr13,99188,99564,NC_023654.1,2803_005_autosomes_peak_78016,38,.,4.32517,5.67619,3.80116,65
FILIP1,gene-FILIP1,6620,315021,chr13,130812,131038,NC_023654.1,2803_005_autosomes_peak_78017,38,.,4.32517,5.67619,3.80116,85
FILIP1,gene-FILIP1,6620,315021,chr13,314999,315208,NC_023654.1,2803_005_autosomes_peak_78018,47,.,4.80575,6.64704,4.70516,128
SENP6,gene-SENP6,315000,427549,chr13,314999,315208,NC_023654.1,2803_005_autosomes_peak_78018,47,.,4.80575,6.64704,4.70516,128
SENP6,gene-SENP6,315000,427549,chr13,315399,315676,NC_023654.1,2803_005_autosomes_peak_78019,21,.,3.36402,3.87357,2.16261,147
SENP6,gene-SENP6,315000,427549,chr13,315833,316554,NC_023654.1,2803_005_autosomes_peak_78020,56,.,5.28632,7.6585,5.65683,243
SENP6,gene-SENP6,315000,427549,chr13,371467,371639,NC_023654.1,2803_005_autosomes_peak_78021,14,.,2.88345,3.05299,1.44702,10
MYO6,gene-MYO6,527361,620418,chr13,593356,593847,NC_023654.1,2803_005_autosomes_peak_78027,66,.,5.7669,8.70715,6.65214,98
IMPG1,gene-IMPG1,624694,783466,chr13,626343,626826,NC_023654.1,2803_005_autosomes_peak_78028,109,.,7.6892,13.2214,10.9953,208
IMPG1,gene-IMPG1,624694,783466,chr13,703850,704143,NC_023654.1,2803_005_autosomes_peak_78029,29,.,3.8446,4.75003,2.95094,70
IMPG1,gene-IMPG1,624694,783466,chr13,704918,705026,NC_023654.1,2803_005_autosomes_peak_78030,14,.,2.88345,3.05299,1.44702,46
LOC103239952,gene-LOC103239952,1815704,1880063,chr13,1836126,1836502,NC_023654.1,2803_005_autosomes_peak_78031,56,.,5.28632,7.6585,5.65683,61
IRAK1BP1,gene-IRAK1BP1,3575414,3615533,chr13,3575172,3575924,NC_023654.1,2803_005_autosomes_peak_78036,183,.,10.5726,20.7565,18.3382,304
PHIP,gene-PHIP,3646331,3783930,chr13,3740048,3740480,NC_023654.1,2803_005_autosomes_peak_78037,66,.,5.7669,8.70715,6.65214,133
PHIP,gene-PHIP,3646331,3783930,chr13,3781633,3782157,NC_023654.1,2803_005_autosomes_peak_78038,66,.,5.7669,8.70715,6.65214,454
PHIP,gene-PHIP,3646331,3783930,chr13,3782317,3782431,NC_023654.1,2803_005_autosomes_peak_78039,14,.,2.88345,3.05299,1.44702,49
PHIP,gene-PHIP,3646331,3783930,chr13,3783007,3783940,NC_023654.1,2803_005_autosomes_peak_78040a,47,.,4.80575,6.64704,4.70516,157
PHIP,gene-PHIP,3646331,3783930,chr13,3783007,3783940,NC_023654.1,2803_005_autosomes_peak_78040b,98,.,7.20862,12.0492,9.86102,384
LOC103239962,gene-LOC103239962,3854519,3888844,chr13,3857777,3858191,NC_023654.1,2803_005_autosomes_peak_78041,56,.,5.28632,7.6585,5.65683,147
LOC103239962,gene-LOC103239962,3854519,3888844,chr13,3865513,3865878,NC_023654.1,2803_005_autosomes_peak_78042,76,.,6.24747,9.79008,7.68686,146
