chrname,start,end,value,start_id,end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr10,8770,9454,2.035259399410577,0,1,"[-39.69379866899999, -21.990355748000006, -28.549760466]",-39.69379866899999,-21.990355748000006,-28.549760466,"[-39.690166423799994, -21.990432629600004, -28.5439367532]",-39.690166423799994,-21.990432629600004,-28.5439367532,9112,9.454,"[-39.690166423799994, -21.990432629600004, -28.5439367532]",-39.690166423799994,-21.990432629600004,-28.5439367532
chr10,36672,37178,1.6482425482847944,0,1,"[-39.545630678399995, -21.993491932800005, -28.3121972576]",-39.545630678399995,-21.993491932800005,-28.3121972576,"[-39.542943666599996, -21.993548807200003, -28.3078890724]",-39.542943666599996,-21.993548807200003,-28.3078890724,36925,37.178,"[-39.542943666599996, -21.993548807200003, -28.3078890724]",-39.542943666599996,-21.993548807200003,-28.3078890724
chr10,52891,53419,1.6541360827783744,0,1,"[-39.4595029227, -21.995314948400004, -28.1741054478]",-39.4595029227,-21.995314948400004,-28.1741054478,"[-39.45669908429999, -21.9953742956, -28.169609950199998]",-39.45669908429999,-21.9953742956,-28.169609950199998,53155,53.419000000000004,"[-39.45669908429999, -21.9953742956, -28.169609950199998]",-39.45669908429999,-21.9953742956,-28.169609950199998
chr10,65467,65991,3.869478943693729,0,1,"[-39.392720589899994, -21.996728490800002, -28.0670308686]",-39.392720589899994,-21.996728490800002,-28.0670308686,"[-39.3899379927, -21.9967873884, -28.0625694278]",-39.3899379927,-21.9967873884,-28.0625694278,65729,65.991,"[-39.3899379927, -21.9967873884, -28.0625694278]",-39.3899379927,-21.9967873884,-28.0625694278
chr10,66186,66611,1.9576119265836829,0,1,"[-39.388902484199996, -21.996809306400003, -28.0609091588]",-39.388902484199996,-21.996809306400003,-28.0609091588,"[-39.38664560669999, -21.9968570764, -28.0572906238]",-39.38664560669999,-21.9968570764,-28.0572906238,66398,66.611,"[-39.38664560669999, -21.9968570764, -28.0572906238]",-39.38664560669999,-21.9968570764,-28.0572906238
chr10,71309,71760,2.8125820487671573,0,1,"[-39.3616978173, -21.9973851316, -28.0172909122]",-39.3616978173,-21.9973851316,-28.0172909122,"[-39.359302871999994, -21.997435824000004, -28.013451008]",-39.359302871999994,-21.997435824000004,-28.013451008,71534,71.76,"[-39.359302871999994, -21.997435824000004, -28.013451008]",-39.359302871999994,-21.997435824000004,-28.013451008
chr10,131457,132232,4.288604265182249,1,2,"[-39.0422938929, -22.0041457668, -27.5051788106]",-39.0422938929,-22.0041457668,-27.5051788106,"[-39.0381784104, -22.0042328768, -27.498580305599997]",-39.0381784104,-22.0042328768,-27.498580305599997,131844,32.232,"[-39.0381784104, -22.0042328768, -27.498580305599997]",-39.0381784104,-22.0042328768,-27.498580305599997
chr10,322256,322473,1.760100740441529,3,4,"[-37.86427036, -21.7204603296, -26.8180718976]",-37.86427036,-21.7204603296,-26.8180718976,"[-37.8665211925, -21.719049091800002, -26.818462410800002]",-37.8665211925,-21.719049091800002,-26.818462410800002,322364,22.473000000000003,"[-37.8665211925, -21.719049091800002, -26.818462410800002]",-37.8665211925,-21.719049091800002,-26.818462410800002
chr10,365596,365820,1.5544837048011166,3,4,"[-38.31381451, -21.438602973600002, -26.8960665616]",-38.31381451,-21.438602973600002,-26.8960665616,"[-38.31613795, -21.437146212000002, -26.896469672]",-38.31613795,-21.437146212000002,-26.896469672,365708,65.82000000000001,"[-38.31613795, -21.437146212000002, -26.896469672]",-38.31613795,-21.437146212000002,-26.896469672
chr10,373677,373889,1.4685663743963782,3,4,"[-38.3976346825, -21.386048998200003, -26.9106091292]",-38.3976346825,-21.386048998200003,-26.9106091292,"[-38.3998336525, -21.3846702774, -26.910990644399998]",-38.3998336525,-21.3846702774,-26.910990644399998,373783,73.88900000000001,"[-38.3998336525, -21.3846702774, -26.910990644399998]",-38.3998336525,-21.3846702774,-26.910990644399998
