gene_name,gene_id,start,end,chromosome,chromosome_nc,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos
LOC103239540,gene-LOC103239540,19787,53137,chr12,NC_023653.1,0,1,"[-63.8382498627, -41.262700626199994, -97.6954785082]",-63.8382498627,-41.262700626199994,-97.6954785082,"[-63.4424553977, -41.167406336199996, -97.6897623182]",-63.4424553977,-41.167406336199996,-97.6897623182,36462,-63.4424553977,-41.167406336199996,-97.6897623182,53.137,"[-63.4424553977, -41.167406336199996, -97.6897623182]"
CACNA1B,gene-CACNA1B,75441,335980,chr12,NC_023653.1,0,4,"[-63.584850366325, -41.508859067474994, -97.737060120225]",-63.584850366325,-41.508859067474994,-97.737060120225,"[-61.8987266335, -42.1637173305, -97.8689514755]",-61.8987266335,-42.1637173305,-97.8689514755,205710,-61.8987266335,-42.1637173305,-97.8689514755,83.995,"[-61.8987266335, -42.1637173305, -97.8689514755]"
EHMT1,gene-EHMT1,380041,545333,chr12,NC_023653.1,3,6,"[-62.28993948796666, -41.86721441496667, -97.70072666156666]",-62.28993948796666,-41.86721441496667,-97.70072666156666,"[-62.540516650233336, -42.62143630123333, -97.22229998703334]",-62.540516650233336,-42.62143630123333,-97.22229998703334,462687,-62.540516650233336,-42.62143630123333,-97.22229998703334,81.77766666666668,"[-62.540516650233336, -42.62143630123333, -97.22229998703334]"
LOC103239542,gene-LOC103239542,486939,488825,chr12,NC_023653.1,4,5,"[-62.388497354900004, -42.0079373047, -97.7554502763]",-62.388497354900004,-42.0079373047,-97.7554502763,"[-62.408110057500004, -42.0010671725, -97.7522850025]",-62.408110057500004,-42.0010671725,-97.7522850025,487882,-62.408110057500004,-42.0010671725,-97.7522850025,88.825,"[-62.408110057500004, -42.0010671725, -97.7522850025]"
LOC103239545,gene-LOC103239545,595149,596098,chr12,NC_023653.1,5,6,"[-62.6185841143, -42.8267106748, -97.0965455046]",-62.6185841143,-42.8267106748,-97.0965455046,"[-62.6195242886, -42.8353515096, -97.09019232920001]",-62.6195242886,-42.8353515096,-97.09019232920001,595623,-62.6195242886,-42.8353515096,-97.09019232920001,96.098,"[-62.6195242886, -42.8353515096, -97.09019232920001]"
C12H9orf37,gene-C12H9orf37,597097,598711,chr12,NC_023653.1,5,6,"[-62.6205139979, -42.8444476044, -97.08350442380001]",-62.6205139979,-42.8444476044,-97.08350442380001,"[-62.6221129877, -42.8591433972, -97.0726993394]",-62.6221129877,-42.8591433972,-97.0726993394,597904,-62.6221129877,-42.8591433972,-97.0726993394,98.711,"[-62.6221129877, -42.8591433972, -97.0726993394]"
ARRDC1,gene-ARRDC1,598686,608282,chr12,NC_023653.1,5,7,"[-62.1550172508, -42.2914169899, -97.19311066110001]",-62.1550172508,-42.2914169899,-97.19311066110001,"[-62.1191070996, -42.3236082113, -97.14056152570001]",-62.1191070996,-42.3236082113,-97.14056152570001,603484,-62.1191070996,-42.3236082113,-97.14056152570001,54.14099999999999,"[-62.1191070996, -42.3236082113, -97.14056152570001]"
ZMYND19,gene-ZMYND19,621599,630703,chr12,NC_023653.1,6,7,"[-62.4403363151, -42.8191309559, -96.9721079377]",-62.4403363151,-42.8191309559,-96.9721079377,"[-62.3631790047, -42.7973186823, -96.9333458369]",-62.3631790047,-42.7973186823,-96.9333458369,626151,-62.3631790047,-42.7973186823,-96.9333458369,30.703000000000003,"[-62.3631790047, -42.7973186823, -96.9333458369]"
DPH7,gene-DPH7,633517,651892,chr12,NC_023653.1,6,7,"[-62.3393300733, -42.7905766197, -96.9213646691]",-62.3393300733,-42.7905766197,-96.9213646691,"[-62.1836001108, -42.7465519572, -96.8431294316]",-62.1836001108,-42.7465519572,-96.8431294316,642704,-62.1836001108,-42.7465519572,-96.8431294316,51.892,"[-62.1836001108, -42.7465519572, -96.8431294316]"
MRPL41,gene-MRPL41,654233,654942,chr12,NC_023653.1,6,7,"[-62.163759901700004, -42.7409431553, -96.8331621559]",-62.163759901700004,-42.7409431553,-96.8331621559,"[-62.1577510558, -42.7392444622, -96.8301434466]",-62.1577510558,-42.7392444622,-96.8301434466,654587,-62.1577510558,-42.7392444622,-96.8301434466,54.942,"[-62.1577510558, -42.7392444622, -96.8301434466]"
