seqid,start,end,id,name,seqid_old,start_id,end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos,center_of_mass,distance_from_com
chr3,14202,18465,gene-LOC103248951,LOC103248951,NC_023644.1,0,1,"[-38.938858719200006, 17.9295443256, 6.6416434426]",-38.938858719200006,17.9295443256,6.6416434426,"[-38.926920614000004, 17.947801902, 6.6778418545000005]",-38.926920614,17.947801902,6.6778418545000005,16333,-38.926920614,17.947801902,6.6778418545000005,18.465,"[-38.926920614000004, 17.947801902, 6.6778418545000005]","[-39.586407082429496, 16.96902539045553, 4.900927657266811]",2.1331549230943425
chr3,31741,32560,gene-MRPL57,MRPL57,NC_023644.1,0,1,"[-38.889742503600004, 18.0046603548, 6.790572353300001]",-38.8897425036,18.0046603548,6.790572353300001,"[-38.887448976, 18.008167968, 6.797526728]",-38.887448976,18.008167968,6.797526728,32150,-38.887448976,18.008167968,6.797526728,32.56,"[-38.887448976, 18.008167968, 6.797526728]","[-39.586407082429496, 16.96902539045553, 4.900927657266811]",2.2727621446414625
chr3,32645,57771,gene-SKA3,SKA3,NC_023644.1,0,1,"[-38.887210942, 18.008532006, 6.7982484885000005]",-38.887210942,18.008532006,6.7982484885000005,"[-38.8168480916, 18.1161416388, 7.011600892300001]",-38.8168480916,18.1161416388,7.011600892300001,45208,-38.8168480916,18.1161416388,7.011600892300001,57.771,"[-38.8168480916, 18.1161416388, 7.011600892300001]","[-39.586407082429496, 16.96902539045553, 4.900927657266811]",2.522506339470303
chr3,63736,72521,gene-SAP18,SAP18,NC_023644.1,0,1,"[-38.8001437056, 18.1416885408, 7.0622514968]",-38.8001437056,18.1416885408,7.0622514968,"[-38.7755421916, 18.1793129388, 7.1368475673]",-38.7755421916,18.1793129388,7.1368475673,68128,-38.7755421916,18.1793129388,7.1368475673,72.521,"[-38.7755421916, 18.1793129388, 7.1368475673]","[-39.586407082429496, 16.96902539045553, 4.900927657266811]",2.668639290900966
chr3,107676,109482,gene-LOC103248954,LOC103248954,NC_023644.1,1,2,"[-38.6770941296, 18.3298747728, 7.4353592188]",-38.6770941296,18.3298747728,7.4353592188,"[-38.672036607200006, 18.3376095096, 7.4506945066000005]",-38.672036607200006,18.3376095096,7.4506945066,108579,-38.672036607200006,18.3376095096,7.4506945066,9.482,"[-38.672036607200006, 18.3376095096, 7.4506945066000005]","[-39.586407082429496, 16.96902539045553, 4.900927657266811]",3.0348652100388813
chr3,124520,215426,gene-LATS2,LATS2,NC_023644.1,1,3,"[-38.702965594000005, 18.448849908, 7.395968910000001]",-38.702965594000005,18.448849908,7.395968910000001,"[-38.7191877697, 19.0118216754, 7.4915792955]",-38.7191877697,19.0118216754,7.4915792955,169973,-38.7191877697,19.0118216754,7.4915792955,57.713,"[-38.7191877697, 19.0118216754, 7.4915792955]","[-39.586407082429496, 16.96902539045553, 4.900927657266811]",3.4112405234509997
chr3,242281,348298,gene-XPO4,XPO4,NC_023644.1,2,4,"[-38.5845367498, 18.82118810635, 8.25374998855]",-38.5845367498,18.82118810635,8.25374998855,"[-39.0007382884, 19.061671768300002, 8.340106135900001]",-39.0007382884,19.0616717683,8.340106135900001,295289,-39.0007382884,19.0616717683,8.340106135900001,74.149,"[-39.0007382884, 19.061671768300002, 8.340106135900001]","[-39.586407082429496, 16.96902539045553, 4.900927657266811]",4.06818453451896
chr3,352063,418220,gene-N6AMT2,N6AMT2,NC_023644.1,3,5,"[-38.8657703128, 19.3204765092, 7.5741991392]",-38.8657703128,19.3204765092,7.5741991392,"[-39.032856432, 19.047142248, 7.566154448]",-39.032856432,19.047142248,7.566154448,385141,-39.032856432,19.047142248,7.566154448,59.11,"[-39.032856432, 19.047142248, 7.566154448]","[-39.586407082429496, 16.96902539045553, 4.900927657266811]",3.4246783560275182
chr3,401525,421725,gene-IL17D,IL17D,NC_023644.1,4,5,"[-39.2042542725, 19.1717872275, 8.369623347500001]",-39.2042542725,19.1717872275,8.369623347500001,"[-39.2114636525, 19.0769098475, 8.2027693275]",-39.2114636525,19.0769098475,8.2027693275,411625,-39.2114636525,19.0769098475,8.2027693275,21.725,"[-39.2114636525, 19.0769098475, 8.2027693275]","[-39.586407082429496, 16.96902539045553, 4.900927657266811]",3.935215098973022
chr3,435649,546661,gene-LOC103248962,LOC103248962,NC_023644.1,4,6,"[-39.080052531250004, 19.0273062838, 8.326240375300001]",-39.08005253125,19.0273062838,8.326240375300001,"[-38.69497965625, 18.5550834382, 8.1519182317]",-38.69497965625,18.5550834382,8.1519182317,491155,-38.69497965625,18.5550834382,8.1519182317,73.3305,"[-38.69497965625, 18.5550834382, 8.1519182317]","[-39.586407082429496, 16.96902539045553, 4.900927657266811]",3.7254748290672204
