chromosome,start,end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr8,8302,8692,NC_023649.1,2803_004_autosomes_peak_36177,35,.,4.35428,5.54425,3.53438,141,0,1,"[-18.0691218548, -33.9918541354, -40.1817797072]",-18.0691218548,-33.9918541354,-40.1817797072,"[-18.0666716408, -33.994530588399996, -40.183111011200005]",-18.0666716408,-33.994530588399996,-40.183111011200005,8497,8.692,"[-18.0666716408, -33.994530588399996, -40.183111011200005]",-18.0666716408,-33.994530588399996,-40.183111011200005
chr8,9172,9303,NC_023649.1,2803_004_autosomes_peak_36178,44,.,4.89857,6.57994,4.47868,68,0,1,"[-18.063655992799998, -33.9978246844, -40.184749539200006]",-18.063655992799998,-33.9978246844,-40.184749539200006,"[-18.0628329722, -33.9987236981, -40.1851967208]",-18.0628329722,-33.9987236981,-40.1851967208,9237,9.303,"[-18.0628329722, -33.9987236981, -40.1851967208]",-18.0628329722,-33.9987236981,-40.1851967208
chr8,29810,30944,NC_023649.1,2803_004_autosomes_peak_36179a,430,.,20.1386,46.3466,43.0909,208,0,1,"[-17.933995694, -34.139457087, -40.255199416]",-17.933995694,-34.139457087,-40.255199416,"[-17.9268712256, -34.1472393888, -40.2590704384]",-17.9268712256,-34.1472393888,-40.2590704384,30377,30.944,"[-17.9268712256, -34.1472393888, -40.2590704384]",-17.9268712256,-34.1472393888,-40.2590704384
chr8,29810,30944,NC_023649.1,2803_004_autosomes_peak_36179b,447,.,20.6828,48.0038,44.7176,313,0,1,"[-17.933995694, -34.139457087, -40.255199416]",-17.933995694,-34.139457087,-40.255199416,"[-17.9268712256, -34.1472393888, -40.2590704384]",-17.9268712256,-34.1472393888,-40.2590704384,30377,30.944,"[-17.9268712256, -34.1472393888, -40.2590704384]",-17.9268712256,-34.1472393888,-40.2590704384
chr8,29810,30944,NC_023649.1,2803_004_autosomes_peak_36179c,87,.,7.07571,11.134,8.76481,601,0,1,"[-17.933995694, -34.139457087, -40.255199416]",-17.933995694,-34.139457087,-40.255199416,"[-17.9268712256, -34.1472393888, -40.2590704384]",-17.9268712256,-34.1472393888,-40.2590704384,30377,30.944,"[-17.9268712256, -34.1472393888, -40.2590704384]",-17.9268712256,-34.1472393888,-40.2590704384
chr8,29810,30944,NC_023649.1,2803_004_autosomes_peak_36179d,136,.,9.25285,16.2053,13.6482,827,0,1,"[-17.933995694, -34.139457087, -40.255199416]",-17.933995694,-34.139457087,-40.255199416,"[-17.9268712256, -34.1472393888, -40.2590704384]",-17.9268712256,-34.1472393888,-40.2590704384,30377,30.944,"[-17.9268712256, -34.1472393888, -40.2590704384]",-17.9268712256,-34.1472393888,-40.2590704384
chr8,49736,49923,NC_023649.1,2803_004_autosomes_peak_36180,26,.,3.81,4.55861,2.65564,81,0,1,"[-17.8088086064, -34.2762032472, -40.3232188096]",-17.8088086064,-34.2762032472,-40.3232188096,"[-17.8076337602, -34.2774865721, -40.3238571528]",-17.8076337602,-34.2774865721,-40.3238571528,49829,49.923,"[-17.8076337602, -34.2774865721, -40.3238571528]",-17.8076337602,-34.2774865721,-40.3238571528
chr8,64288,64431,NC_023649.1,2803_004_autosomes_peak_36181,18,.,3.26571,3.62938,1.85363,10,0,1,"[-17.7173842112, -34.3760692576, -40.3728935168]",-17.7173842112,-34.3760692576,-40.3728935168,"[-17.7164857994, -34.3770506237, -40.3733816616]",-17.7164857994,-34.3770506237,-40.3733816616,64359,64.43100000000001,"[-17.7164857994, -34.3770506237, -40.3733816616]",-17.7164857994,-34.3770506237,-40.3733816616
chr8,116936,117136,NC_023649.1,2803_004_autosomes_peak_36182,18,.,3.26571,3.62938,1.85363,68,1,2,"[-17.3866178864, -34.7373766872, -40.5526127296]",-17.3866178864,-34.7373766872,-40.5526127296,"[-17.3853613664, -34.7387492272, -40.5532954496]",-17.3853613664,-34.7387492272,-40.5532954496,117036,17.136000000000003,"[-17.3853613664, -34.7387492272, -40.5532954496]",-17.3853613664,-34.7387492272,-40.5532954496
chr8,182709,183177,NC_023649.1,2803_004_autosomes_peak_36183,162,.,10.3414,18.8957,16.2575,303,1,2,"[-16.9733924366, -35.1887570543, -40.7771354424]",-16.9733924366,-35.1887570543,-40.7771354424,"[-16.9704521798, -35.1919687979, -40.778733007199996]",-16.9704521798,-35.1919687979,-40.778733007199996,182943,83.177,"[-16.9704521798, -35.1919687979, -40.778733007199996]",-16.9704521798,-35.1919687979,-40.778733007199996
chr8,232360,232559,NC_023649.1,2803_004_autosomes_peak_36184,44,.,4.89857,6.57994,4.47868,124,2,3,"[-16.617066852, -35.1914903, -40.698073408]",-16.617066852,-35.1914903,-40.698073408,"[-16.6155436463, -35.1907773825, -40.6972242352]",-16.6155436463,-35.1907773825,-40.6972242352,232459,32.559,"[-16.6155436463, -35.1907773825, -40.6972242352]",-16.6155436463,-35.1907773825,-40.6972242352
chr8,237875,237998,NC_023649.1,2803_004_autosomes_peak_36185,18,.,3.26571,3.62938,1.85363,10,2,3,"[-16.5748533875, -35.171732812500004, -40.6745398]",-16.5748533875,-35.171732812500004,-40.6745398,"[-16.5739119086, -35.171292165000004, -40.6740149344]",-16.5739119086,-35.171292165000004,-40.6740149344,237936,37.998,"[-16.5739119086, -35.171292165000004, -40.6740149344]",-16.5739119086,-35.171292165000004,-40.6740149344
chr8,322961,323085,NC_023649.1,2803_004_autosomes_peak_36186,18,.,3.26571,3.62938,1.85363,48,3,4,"[-15.910889072999998, -34.8938913925, -40.2770285052]",-15.910889072999998,-34.8938913925,-40.2770285052,"[-15.909871404999999, -34.8935928625, -40.276313421999994]",-15.909871404999999,-34.8935928625,-40.276313421999994,323023,23.085,"[-15.909871404999999, -34.8935928625, -40.276313421999994]",-15.909871404999999,-34.8935928625,-40.276313421999994
chr8,323386,323735,NC_023649.1,2803_004_autosomes_peak_36187,35,.,4.35428,5.54425,3.53438,165,3,4,"[-15.907401098, -34.892868205, -40.274577615199995]",-15.907401098,-34.892868205,-40.274577615199995,"[-15.904536854999998, -34.8920279875, -40.272565002]",-15.904536854999998,-34.8920279875,-40.272565002,323560,23.735,"[-15.904536854999998, -34.8920279875, -40.272565002]",-15.904536854999998,-34.8920279875,-40.272565002
chr8,324424,324650,NC_023649.1,2803_004_autosomes_peak_36188,54,.,5.44286,7.66058,5.47972,74,3,4,"[-15.898882231999998, -34.890369220000004, -40.2685916768]",-15.898882231999998,-34.890369220000004,-40.2685916768,"[-15.89702745, -34.889825125, -40.26728838]",-15.89702745,-34.889825125,-40.26728838,324537,24.65,"[-15.89702745, -34.889825125, -40.26728838]",-15.89702745,-34.889825125,-40.26728838
chr8,376203,376454,NC_023649.1,2803_004_autosomes_peak_36189,18,.,3.26571,3.62938,1.85363,23,3,4,"[-15.473931979, -34.765711277499996, -39.9699925396]",-15.473931979,-34.765711277499996,-39.9699925396,"[-15.471872022, -34.765106995, -39.9685450728]",-15.471872022,-34.765106995,-39.9685450728,376328,76.454,"[-15.471872022, -34.765106995, -39.9685450728]",-15.471872022,-34.765106995,-39.9685450728
chr8,387772,387879,NC_023649.1,2803_004_autosomes_peak_36190,35,.,4.35428,5.54425,3.53438,49,3,4,"[-15.378985196, -34.73785891, -39.9032764304]",-15.378985196,-34.73785891,-39.9032764304,"[-15.378107047, -34.7376013075, -39.9026593828]",-15.378107047,-34.7376013075,-39.9026593828,387825,87.87899999999999,"[-15.378107047, -34.7376013075, -39.9026593828]",-15.378107047,-34.7376013075,-39.9026593828
chr8,413259,413836,NC_023649.1,2803_004_autosomes_peak_36191,54,.,5.44286,7.66058,5.47972,455,4,5,"[-15.400834225299999, -34.75281378379999, -39.8912626857]",-15.400834225299999,-34.75281378379999,-39.8912626857,"[-15.406152261199999, -34.75474569519999, -39.8938085828]",-15.406152261199999,-34.75474569519999,-39.8938085828,413547,13.836,"[-15.406152261199999, -34.75474569519999, -39.8938085828]",-15.406152261199999,-34.75474569519999,-39.8938085828
chr8,426970,427133,NC_023649.1,2803_004_autosomes_peak_36192,44,.,4.89857,6.57994,4.47868,47,4,5,"[-15.527204398999999, -34.798720954, -39.951759731]",-15.527204398999999,-34.798720954,-39.951759731,"[-15.528706721099999, -34.799266710599994, -39.9524789359]",-15.528706721099999,-34.799266710599994,-39.9524789359,427051,27.133000000000003,"[-15.528706721099999, -34.799266710599994, -39.9524789359]",-15.528706721099999,-34.799266710599994,-39.9524789359
chr8,427558,427852,NC_023649.1,2803_004_autosomes_peak_36193,35,.,4.35428,5.54425,3.53438,149,4,5,"[-15.5326238186, -34.8006896956, -39.9543541634]",-15.5326238186,-34.8006896956,-39.9543541634,"[-15.535333528399999, -34.8016740664, -39.9556513796]",-15.535333528399999,-34.8016740664,-39.9556513796,427705,27.852,"[-15.535333528399999, -34.8016740664, -39.9556513796]",-15.535333528399999,-34.8016740664,-39.9556513796
chr8,432622,433592,NC_023649.1,2803_004_autosomes_peak_36194,111,.,8.16428,13.6139,11.1449,635,4,5,"[-15.5792971874, -34.8176449804, -39.9766980506]",-15.5792971874,-34.8176449804,-39.9766980506,"[-15.5882373864, -34.8208927344, -39.9809779816]",-15.5882373864,-34.8208927344,-39.9809779816,433107,33.592,"[-15.5882373864, -34.8208927344, -39.9809779816]",-15.5882373864,-34.8208927344,-39.9809779816
