gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
ZNF596,gene-ZNF596,29165,50523,chr8,29810,30944,NC_023649.1,2803_004_autosomes_peak_36179a,430,.,20.1386,46.3466,43.0909,208
ZNF596,gene-ZNF596,29165,50523,chr8,29810,30944,NC_023649.1,2803_004_autosomes_peak_36179b,447,.,20.6828,48.0038,44.7176,313
ZNF596,gene-ZNF596,29165,50523,chr8,29810,30944,NC_023649.1,2803_004_autosomes_peak_36179c,87,.,7.07571,11.134,8.76481,601
ZNF596,gene-ZNF596,29165,50523,chr8,29810,30944,NC_023649.1,2803_004_autosomes_peak_36179d,136,.,9.25285,16.2053,13.6482,827
ZNF596,gene-ZNF596,29165,50523,chr8,49736,49923,NC_023649.1,2803_004_autosomes_peak_36180,26,.,3.81,4.55861,2.65564,81
LOC103215708,gene-LOC103215708,180696,184652,chr8,182709,183177,NC_023649.1,2803_004_autosomes_peak_36183,162,.,10.3414,18.8957,16.2575,303
FBXO25,gene-FBXO25,183147,247701,chr8,182709,183177,NC_023649.1,2803_004_autosomes_peak_36183,162,.,10.3414,18.8957,16.2575,303
FBXO25,gene-FBXO25,183147,247701,chr8,232360,232559,NC_023649.1,2803_004_autosomes_peak_36184,44,.,4.89857,6.57994,4.47868,124
FBXO25,gene-FBXO25,183147,247701,chr8,237875,237998,NC_023649.1,2803_004_autosomes_peak_36185,18,.,3.26571,3.62938,1.85363,10
TDRP,gene-TDRP,267302,323918,chr8,322961,323085,NC_023649.1,2803_004_autosomes_peak_36186,18,.,3.26571,3.62938,1.85363,48
TDRP,gene-TDRP,267302,323918,chr8,323386,323735,NC_023649.1,2803_004_autosomes_peak_36187,35,.,4.35428,5.54425,3.53438,165
ERICH1,gene-ERICH1,444997,504020,chr8,447341,447441,NC_023649.1,2803_004_autosomes_peak_36198,18,.,3.26571,3.62938,1.85363,20
ERICH1,gene-ERICH1,444997,504020,chr8,458188,458328,NC_023649.1,2803_004_autosomes_peak_36199,26,.,3.81,4.55861,2.65564,22
ERICH1,gene-ERICH1,444997,504020,chr8,463725,464675,NC_023649.1,2803_004_autosomes_peak_36200a,320,.,16.3286,35.0894,32.0593,245
ERICH1,gene-ERICH1,444997,504020,chr8,463725,464675,NC_023649.1,2803_004_autosomes_peak_36200b,76,.,6.53143,9.9408,7.62777,482
ERICH1,gene-ERICH1,444997,504020,chr8,463725,464675,NC_023649.1,2803_004_autosomes_peak_36200c,54,.,5.44286,7.66058,5.47972,619
ERICH1,gene-ERICH1,444997,504020,chr8,472792,472976,NC_023649.1,2803_004_autosomes_peak_36201,65,.,5.98714,8.78202,6.53109,43
ERICH1,gene-ERICH1,444997,504020,chr8,474873,475132,NC_023649.1,2803_004_autosomes_peak_36202,35,.,4.35428,5.54425,3.53438,134
ERICH1,gene-ERICH1,444997,504020,chr8,499170,499442,NC_023649.1,2803_004_autosomes_peak_36203,44,.,4.89857,6.57994,4.47868,137
ERICH1,gene-ERICH1,444997,504020,chr8,503361,503591,NC_023649.1,2803_004_autosomes_peak_36204,26,.,3.81,4.55861,2.65564,86
ERICH1,gene-ERICH1,444997,504020,chr8,503833,504990,NC_023649.1,2803_004_autosomes_peak_36205,615,.,26.1257,65.1525,61.5753,225
LOC103215265,gene-LOC103215265,510361,1256653,chr8,520089,520267,NC_023649.1,2803_004_autosomes_peak_36206,18,.,3.26571,3.62938,1.85363,96
