gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
LOC103216840,gene-LOC103216840,18901,20291,chr10,19822,20109,NC_023651.1,2803_001_autosomes_peak_50227,21,.,3.3682,3.87986,2.15898,119
PTPN18,gene-PTPN18,27777,53757,chr10,27661,28012,NC_023651.1,2803_001_autosomes_peak_50228,159,.,9.62341,18.1771,15.9999,183
PTPN18,gene-PTPN18,27777,53757,chr10,28793,28912,NC_023651.1,2803_001_autosomes_peak_50229,14,.,2.88702,3.05827,1.41458,57
PTPN18,gene-PTPN18,27777,53757,chr10,29140,29245,NC_023651.1,2803_001_autosomes_peak_50230,14,.,2.88702,3.05827,1.41458,62
PTPN18,gene-PTPN18,27777,53757,chr10,34673,34796,NC_023651.1,2803_001_autosomes_peak_50231,14,.,2.88702,3.05827,1.41458,90
PTPN18,gene-PTPN18,27777,53757,chr10,36417,37456,NC_023651.1,2803_001_autosomes_peak_50232a,353,.,16.3598,37.8122,35.3633,435
PTPN18,gene-PTPN18,27777,53757,chr10,36417,37456,NC_023651.1,2803_001_autosomes_peak_50232b,383,.,17.3221,40.8479,38.3656,581
PTPN18,gene-PTPN18,27777,53757,chr10,36417,37456,NC_023651.1,2803_001_autosomes_peak_50232c,57,.,5.29288,7.66889,5.74981,988
PTPN18,gene-PTPN18,27777,53757,chr10,50238,50414,NC_023651.1,2803_001_autosomes_peak_50233,14,.,2.88702,3.05827,1.41458,28
PTPN18,gene-PTPN18,27777,53757,chr10,52512,54214,NC_023651.1,2803_001_autosomes_peak_50234a,57,.,5.29288,7.66889,5.74981,165
PTPN18,gene-PTPN18,27777,53757,chr10,52512,54214,NC_023651.1,2803_001_autosomes_peak_50234b,225,.,12.0293,24.8224,22.538,453
PTPN18,gene-PTPN18,27777,53757,chr10,52512,54214,NC_023651.1,2803_001_autosomes_peak_50234c,383,.,17.3221,40.8479,38.3656,804
PTPN18,gene-PTPN18,27777,53757,chr10,52512,54214,NC_023651.1,2803_001_autosomes_peak_50234d,266,.,13.4728,29.0197,26.6774,1135
IMP4,gene-IMP4,62049,66112,chr10,62493,63045,NC_023651.1,2803_001_autosomes_peak_50235,38,.,4.33054,5.68452,3.84989,107
IMP4,gene-IMP4,62049,66112,chr10,65101,66958,NC_023651.1,2803_001_autosomes_peak_50236a,100,.,7.21756,12.0637,10.0145,241
IMP4,gene-IMP4,62049,66112,chr10,65101,66958,NC_023651.1,2803_001_autosomes_peak_50236b,1498,.,47.6359,153.194,149.884,651
IMP4,gene-IMP4,62049,66112,chr10,65101,66958,NC_023651.1,2803_001_autosomes_peak_50236c,622,.,24.5397,64.9809,62.2707,827
IMP4,gene-IMP4,62049,66112,chr10,65101,66958,NC_023651.1,2803_001_autosomes_peak_50236d,899,.,32.2384,92.8307,89.9034,1320
IMP4,gene-IMP4,62049,66112,chr10,65101,66958,NC_023651.1,2803_001_autosomes_peak_50236e,38,.,4.33054,5.68452,3.84989,1795
CCDC115,gene-CCDC115,66264,70711,chr10,65101,66958,NC_023651.1,2803_001_autosomes_peak_50236a,100,.,7.21756,12.0637,10.0145,241
CCDC115,gene-CCDC115,66264,70711,chr10,65101,66958,NC_023651.1,2803_001_autosomes_peak_50236b,1498,.,47.6359,153.194,149.884,651
CCDC115,gene-CCDC115,66264,70711,chr10,65101,66958,NC_023651.1,2803_001_autosomes_peak_50236c,622,.,24.5397,64.9809,62.2707,827
CCDC115,gene-CCDC115,66264,70711,chr10,65101,66958,NC_023651.1,2803_001_autosomes_peak_50236d,899,.,32.2384,92.8307,89.9034,1320
CCDC115,gene-CCDC115,66264,70711,chr10,65101,66958,NC_023651.1,2803_001_autosomes_peak_50236e,38,.,4.33054,5.68452,3.84989,1795
TRNAE-UUC,gene-TRNAE-UUC,71703,71774,chr10,70843,72443,NC_023651.1,2803_001_autosomes_peak_50237a,706,.,26.9456,73.4792,70.699,567
TRNAE-UUC,gene-TRNAE-UUC,71703,71774,chr10,70843,72443,NC_023651.1,2803_001_autosomes_peak_50237b,828,.,30.3138,85.6964,82.8216,749
MZT2B,gene-MZT2B,123055,131782,chr10,127729,127834,NC_023651.1,2803_001_autosomes_peak_50238,14,.,2.88702,3.05827,1.41458,10
MZT2B,gene-MZT2B,123055,131782,chr10,130053,132538,NC_023651.1,2803_001_autosomes_peak_50239a,100,.,7.21756,12.0637,10.0145,365
MZT2B,gene-MZT2B,123055,131782,chr10,130053,132538,NC_023651.1,2803_001_autosomes_peak_50239b,172,.,10.1046,19.4676,17.2676,683
MZT2B,gene-MZT2B,123055,131782,chr10,130053,132538,NC_023651.1,2803_001_autosomes_peak_50239c,159,.,9.62341,18.1771,15.9999,868
MZT2B,gene-MZT2B,123055,131782,chr10,130053,132538,NC_023651.1,2803_001_autosomes_peak_50239d,1918,.,57.7405,195.363,191.821,1759
SMPD4,gene-SMPD4,131882,162244,chr10,130053,132538,NC_023651.1,2803_001_autosomes_peak_50239a,100,.,7.21756,12.0637,10.0145,365
SMPD4,gene-SMPD4,131882,162244,chr10,130053,132538,NC_023651.1,2803_001_autosomes_peak_50239b,172,.,10.1046,19.4676,17.2676,683
SMPD4,gene-SMPD4,131882,162244,chr10,130053,132538,NC_023651.1,2803_001_autosomes_peak_50239c,159,.,9.62341,18.1771,15.9999,868
SMPD4,gene-SMPD4,131882,162244,chr10,130053,132538,NC_023651.1,2803_001_autosomes_peak_50239d,1918,.,57.7405,195.363,191.821,1759
SMPD4,gene-SMPD4,131882,162244,chr10,140264,140502,NC_023651.1,2803_001_autosomes_peak_50240,21,.,3.3682,3.87986,2.15898,71
SMPD4,gene-SMPD4,131882,162244,chr10,152153,153650,NC_023651.1,2803_001_autosomes_peak_50241,172,.,10.1046,19.4676,17.2676,321
SMPD4,gene-SMPD4,131882,162244,chr10,156013,156564,NC_023651.1,2803_001_autosomes_peak_50242,29,.,3.84937,4.75735,2.97448,131
SMPD4,gene-SMPD4,131882,162244,chr10,156965,158798,NC_023651.1,2803_001_autosomes_peak_50243,57,.,5.29288,7.66889,5.74981,403
SMPD4,gene-SMPD4,131882,162244,chr10,159978,160495,NC_023651.1,2803_001_autosomes_peak_50244,29,.,3.84937,4.75735,2.97448,58
SMPD4,gene-SMPD4,131882,162244,chr10,160782,161500,NC_023651.1,2803_001_autosomes_peak_50245,78,.,6.25522,9.80253,7.81385,278
CCDC74B,gene-CCDC74B,169091,175735,chr10,169016,169182,NC_023651.1,2803_001_autosomes_peak_50247,29,.,3.84937,4.75735,2.97448,56
CCDC74B,gene-CCDC74B,169091,175735,chr10,169546,170205,NC_023651.1,2803_001_autosomes_peak_50248a,29,.,3.84937,4.75735,2.97448,46
CCDC74B,gene-CCDC74B,169091,175735,chr10,169546,170205,NC_023651.1,2803_001_autosomes_peak_50248b,78,.,6.25522,9.80253,7.81385,255
CCDC74B,gene-CCDC74B,169091,175735,chr10,171695,173293,NC_023651.1,2803_001_autosomes_peak_50249,57,.,5.29288,7.66889,5.74981,1060
CCDC74B,gene-CCDC74B,169091,175735,chr10,174087,175386,NC_023651.1,2803_001_autosomes_peak_50250,67,.,5.77405,8.71856,6.76339,1087
LOC103216849,gene-LOC103216849,170411,171707,chr10,171695,173293,NC_023651.1,2803_001_autosomes_peak_50249,57,.,5.29288,7.66889,5.74981,1060
LOC103216847,gene-LOC103216847,181153,183990,chr10,181309,181498,NC_023651.1,2803_001_autosomes_peak_50254,29,.,3.84937,4.75735,2.97448,61
LOC103216853,gene-LOC103216853,234420,266177,chr10,241528,241659,NC_023651.1,2803_001_autosomes_peak_50256,21,.,3.3682,3.87986,2.15898,71
LOC103216853,gene-LOC103216853,234420,266177,chr10,261485,262997,NC_023651.1,2803_001_autosomes_peak_50257,67,.,5.77405,8.71856,6.76339,708
LOC103216853,gene-LOC103216853,234420,266177,chr10,265749,266017,NC_023651.1,2803_001_autosomes_peak_50258,38,.,4.33054,5.68452,3.84989,47
LOC103216859,gene-LOC103216859,357406,358246,chr10,356821,357604,NC_023651.1,2803_001_autosomes_peak_50268,57,.,5.29288,7.66889,5.74981,400
LOC103216859,gene-LOC103216859,357406,358246,chr10,357808,358157,NC_023651.1,2803_001_autosomes_peak_50269,47,.,4.81171,6.6564,4.77727,261
LOC103216860,gene-LOC103216860,401559,468416,chr10,400739,401994,NC_023651.1,2803_001_autosomes_peak_50281a,383,.,17.3221,40.8479,38.3656,611
LOC103216860,gene-LOC103216860,401559,468416,chr10,400739,401994,NC_023651.1,2803_001_autosomes_peak_50281b,338,.,15.8786,36.313,33.8813,902
LOC103216860,gene-LOC103216860,401559,468416,chr10,414272,414552,NC_023651.1,2803_001_autosomes_peak_50282,38,.,4.33054,5.68452,3.84989,218
LOC103216860,gene-LOC103216860,401559,468416,chr10,466848,467043,NC_023651.1,2803_001_autosomes_peak_50283,29,.,3.84937,4.75735,2.97448,138
LOC103216861,gene-LOC103216861,831979,905882,chr10,898912,899142,NC_023651.1,2803_001_autosomes_peak_50294,14,.,2.88702,3.05827,1.41458,19
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1918211,1920047,NC_023651.1,2803_001_autosomes_peak_50360a,57,.,5.29288,7.66889,5.74981,166
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1918211,1920047,NC_023651.1,2803_001_autosomes_peak_50360b,57,.,5.29288,7.66889,5.74981,760
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1918211,1920047,NC_023651.1,2803_001_autosomes_peak_50360c,100,.,7.21756,12.0637,10.0145,1090
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1920205,1922719,NC_023651.1,2803_001_autosomes_peak_50361a,67,.,5.77405,8.71856,6.76339,341
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1920205,1922719,NC_023651.1,2803_001_autosomes_peak_50361b,100,.,7.21756,12.0637,10.0145,953
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1920205,1922719,NC_023651.1,2803_001_autosomes_peak_50361c,67,.,5.77405,8.71856,6.76339,1674
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1920205,1922719,NC_023651.1,2803_001_autosomes_peak_50361d,724,.,27.4267,75.2025,72.4084,2217
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1922967,1923241,NC_023651.1,2803_001_autosomes_peak_50362,38,.,4.33054,5.68452,3.84989,212
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1924469,1925417,NC_023651.1,2803_001_autosomes_peak_50363a,67,.,5.77405,8.71856,6.76339,156
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1924469,1925417,NC_023651.1,2803_001_autosomes_peak_50363b,47,.,4.81171,6.6564,4.77727,623
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1925788,1937735,NC_023651.1,2803_001_autosomes_peak_50364a,78,.,6.25522,9.80253,7.81385,239
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1925788,1937735,NC_023651.1,2803_001_autosomes_peak_50364b,47,.,4.81171,6.6564,4.77727,700
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1925788,1937735,NC_023651.1,2803_001_autosomes_peak_50364c,280,.,13.954,30.4499,28.0891,1182
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1925788,1937735,NC_023651.1,2803_001_autosomes_peak_50364d,57,.,5.29288,7.66889,5.74981,1945
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1925788,1937735,NC_023651.1,2803_001_autosomes_peak_50364e,47,.,4.81171,6.6564,4.77727,2619
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1925788,1937735,NC_023651.1,2803_001_autosomes_peak_50364f,38,.,4.33054,5.68452,3.84989,3595
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1925788,1937735,NC_023651.1,2803_001_autosomes_peak_50364g,78,.,6.25522,9.80253,7.81385,3729
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1925788,1937735,NC_023651.1,2803_001_autosomes_peak_50364h,100,.,7.21756,12.0637,10.0145,4021
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1925788,1937735,NC_023651.1,2803_001_autosomes_peak_50364i,492,.,20.6903,51.8315,49.2382,4514
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1925788,1937735,NC_023651.1,2803_001_autosomes_peak_50364j,185,.,10.5858,20.7783,18.5562,5124
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1925788,1937735,NC_023651.1,2803_001_autosomes_peak_50364k,295,.,14.4351,31.8948,29.5158,5535
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1925788,1937735,NC_023651.1,2803_001_autosomes_peak_50364l,100,.,7.21756,12.0637,10.0145,5927
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1925788,1937735,NC_023651.1,2803_001_autosomes_peak_50364m,57,.,5.29288,7.66889,5.74981,6419
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1925788,1937735,NC_023651.1,2803_001_autosomes_peak_50364n,38,.,4.33054,5.68452,3.84989,7607
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1925788,1937735,NC_023651.1,2803_001_autosomes_peak_50364o,225,.,12.0293,24.8224,22.538,8016
HS6ST1,gene-HS6ST1,1918019,1971060,chr10,1925788,1937735,NC_023651.1,2803_001_autosomes_peak_50364p,198,.,11.0669,22.1082,19.8648,8128
