chromosome,start,end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr24,1004237,1004365,NC_023665.1,2803_002_autosomes_peak_90805,29,.,4.04461,4.93036,2.95342,50,10,11,"[-32.840201397499996, 6.8053415208, 21.2045186183]",-32.840201397499996,6.8053415208,21.2045186183,"[-32.8407476375, 6.806096516, 21.2053206535]",-32.8407476375,6.806096516,21.2053206535,1004301,4.365,"[-32.8407476375, 6.806096516, 21.2053206535]",-32.8407476375,6.806096516,21.2053206535
chr24,1004545,1004758,NC_023665.1,2803_002_autosomes_peak_90806,29,.,4.04461,4.93036,2.95342,17,10,11,"[-32.8415157875, 6.8071582280000005, 21.2064485155]",-32.8415157875,6.8071582280000005,21.2064485155,"[-32.842424765, 6.808414587200001, 21.207783152199998]",-32.842424765,6.808414587200001,21.207783152199998,1004651,4.758,"[-32.842424765, 6.808414587200001, 21.207783152199998]",-32.842424765,6.808414587200001,21.207783152199998
chr24,1021328,1021640,NC_023665.1,2803_002_autosomes_peak_90807,52,.,5.39281,7.31679,5.2005,199,10,11,"[-32.91313724, 6.9061510752, 21.3116091152]",-32.91313724,6.9061510752,21.3116091152,"[-32.9144687, 6.907991376, 21.313564076]",-32.9144687,6.907991376,21.313564076,1021484,21.64,"[-32.9144687, 6.907991376, 21.313564076]",-32.9144687,6.907991376,21.313564076
chr24,1022652,1022767,NC_023665.1,2803_002_autosomes_peak_90808,29,.,4.04461,4.93036,2.95342,46,10,11,"[-32.91878741, 6.9139605568, 21.319905166799998]",-32.91878741,6.9139605568,21.319905166799998,"[-32.9192781725, 6.9146388728, 21.3206257453]",-32.9192781725,6.9146388728,21.3206257453,1022709,22.767,"[-32.9192781725, 6.9146388728, 21.3206257453]",-32.9192781725,6.9146388728,21.3206257453
chr24,1035810,1036525,NC_023665.1,2803_002_autosomes_peak_90809,103,.,8.08922,12.6616,10.3521,115,10,11,"[-32.974939174999996, 6.991571704, 21.402351878999998]",-32.974939174999996,6.991571704,21.402351878999998,"[-32.9779904375, 6.99578906, 21.4068319975]",-32.9779904375,6.99578906,21.4068319975,1036167,36.525,"[-32.9779904375, 6.99578906, 21.4068319975]",-32.9779904375,6.99578906,21.4068319975
chr24,1037086,1037508,NC_023665.1,2803_002_autosomes_peak_90810,64,.,6.06692,8.5891,6.41772,350,10,11,"[-32.980384504999996, 6.9990980624, 21.410347167399998]",-32.980384504999996,6.9990980624,21.410347167399998,"[-32.98218539, 7.0015871872, 21.412991377199997]",-32.98218539,7.0015871872,21.412991377199997,1037297,37.508,"[-32.98218539, 7.0015871872, 21.412991377199997]",-32.98218539,7.0015871872,21.412991377199997
chr24,1039784,1039916,NC_023665.1,2803_002_autosomes_peak_90811,40,.,4.71871,6.09502,4.04188,43,10,11,"[-32.991898219999996, 7.0150119456, 21.4272525656]",-32.991898219999996,7.0150119456,21.4272525656,"[-32.99246153, 7.015790534400001, 21.4280796644]",-32.99246153,7.015790534400001,21.4280796644,1039850,39.916000000000004,"[-32.99246153, 7.015790534400001, 21.4280796644]",-32.99246153,7.015790534400001,21.4280796644
chr24,1041265,1041423,NC_023665.1,2803_002_autosomes_peak_90812,19,.,3.37051,3.83133,1.95257,57,10,11,"[-32.998218387499996, 7.0237474760000005, 21.4365323635]",-32.998218387499996,7.0237474760000005,21.4365323635,"[-32.9988926525, 7.0246794232, 21.4375223757]",-32.9988926525,7.0246794232,21.4375223757,1041344,41.423,"[-32.9988926525, 7.0246794232, 21.4375223757]",-32.9988926525,7.0246794232,21.4375223757
chr24,1041759,1042671,NC_023665.1,2803_002_autosomes_peak_90813,89,.,7.41512,11.2654,8.99864,481,10,11,"[-33.0003265325, 7.0266612856, 21.4396277181]",-33.0003265325,7.0266612856,21.4396277181,"[-33.004218492499994, 7.032040626400001, 21.4453422189]",-33.004218492499994,7.032040626400001,21.4453422189,1042215,42.671,"[-33.004218492499994, 7.032040626400001, 21.4453422189]",-33.004218492499994,7.032040626400001,21.4453422189
chr24,1044443,1044570,NC_023665.1,2803_002_autosomes_peak_90814,19,.,3.37051,3.83133,1.95257,31,10,11,"[-33.011780502499995, 7.0424925912, 21.456445393699997]",-33.011780502499995,7.0424925912,21.456445393699997,"[-33.012322475, 7.043241688, 21.457241163]",-33.012322475,7.043241688,21.457241163,1044506,44.57,"[-33.012322475, 7.043241688, 21.457241163]",-33.012322475,7.043241688,21.457241163
chr24,1048860,1048971,NC_023665.1,2803_002_autosomes_peak_90815,19,.,3.37051,3.83133,1.95257,16,10,11,"[-33.03063005, 7.068545824, 21.484121874]",-33.03063005,7.068545824,21.484121874,"[-33.0311037425, 7.0692005464, 21.484817388899998]",-33.0311037425,7.0692005464,21.484817388899998,1048915,48.971,"[-33.0311037425, 7.0692005464, 21.484817388899998]",-33.0311037425,7.0692005464,21.484817388899998
chr24,1056174,1056879,NC_023665.1,2803_002_autosomes_peak_90816,52,.,5.39281,7.31679,5.2005,483,10,11,"[-33.061842545, 7.1116867216, 21.529950666599998]",-33.061842545,7.1116867216,21.529950666599998,"[-33.064851132499996, 7.1158450936, 21.5343681261]",-33.064851132499996,7.1158450936,21.5343681261,1056526,56.879000000000005,"[-33.064851132499996, 7.1158450936, 21.5343681261]",-33.064851132499996,7.1158450936,21.5343681261
chr24,1060142,1060451,NC_023665.1,2803_002_autosomes_peak_90817,40,.,4.71871,6.09502,4.04188,209,10,11,"[-33.078775985, 7.1350915728, 21.554813757799998]",-33.078775985,7.1350915728,21.554813757799998,"[-33.0800946425, 7.1369141784000005, 21.5567499209]",-33.0800946425,7.1369141784000005,21.5567499209,1060296,60.451,"[-33.0800946425, 7.1369141784000005, 21.5567499209]",-33.0800946425,7.1369141784000005,21.5567499209
chr24,1061097,1061228,NC_023665.1,2803_002_autosomes_peak_90818,19,.,3.37051,3.83133,1.95257,19,10,11,"[-33.0828514475, 7.1407245448, 21.5607976923]",-33.0828514475,7.1407245448,21.5607976923,"[-33.08341049, 7.1414972352, 21.5616185252]",-33.08341049,7.1414972352,21.5616185252,1061162,61.228,"[-33.08341049, 7.1414972352, 21.5616185252]",-33.08341049,7.1414972352,21.5616185252
chr24,1064346,1064842,NC_023665.1,2803_002_autosomes_peak_90819,89,.,7.41512,11.2654,8.99864,273,10,11,"[-33.096716555, 7.1598884464, 21.5811556014]",-33.096716555,7.1598884464,21.5811556014,"[-33.098833234999994, 7.1628140528, 21.584263487799998]",-33.098833234999994,7.1628140528,21.584263487799998,1064594,64.842,"[-33.098833234999994, 7.1628140528, 21.584263487799998]",-33.098833234999994,7.1628140528,21.584263487799998
chr24,1065230,1065487,NC_023665.1,2803_002_autosomes_peak_90820,19,.,3.37051,3.83133,1.95257,71,10,11,"[-33.100489024999995, 7.165102632, 21.586694657]",-33.100489024999995,7.165102632,21.586694657,"[-33.101585772499995, 7.1666185208, 21.5883049933]",-33.101585772499995,7.1666185208,21.5883049933,1065358,65.487,"[-33.101585772499995, 7.1666185208, 21.5883049933]",-33.101585772499995,7.1666185208,21.5883049933
chr24,1065682,1066019,NC_023665.1,2803_002_autosomes_peak_90821,19,.,3.37051,3.83133,1.95257,115,10,11,"[-33.102417935, 7.167768708800001, 21.589526843799998]",-33.102417935,7.167768708800001,21.589526843799998,"[-33.103856082499995, 7.1697564696, 21.5916384521]",-33.103856082499995,7.1697564696,21.5916384521,1065850,66.019,"[-33.103856082499995, 7.1697564696, 21.5916384521]",-33.103856082499995,7.1697564696,21.5916384521
chr24,1068109,1068271,NC_023665.1,2803_002_autosomes_peak_90822,19,.,3.37051,3.83133,1.95257,10,10,11,"[-33.112775157499996, 7.1820841256, 21.6047341831]",-33.112775157499996,7.1820841256,21.6047341831,"[-33.113466492499995, 7.1830396664, 21.605749258899998]",-33.113466492499995,7.1830396664,21.605749258899998,1068190,68.271,"[-33.113466492499995, 7.1830396664, 21.605749258899998]",-33.113466492499995,7.1830396664,21.605749258899998
