chrname,start,end,value,start_id,end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr26,1067569,1067830,1.7615122594139128,10,11,"[-4.3041874222, 18.59038182, 45.7419454128]",-4.3041874222,18.59038182,45.7419454128,"[-4.303963954, 18.5911074, 45.744704496]",-4.303963954,18.5911074,45.744704496,1067699,67.83,"[-4.303963954, 18.5911074, 45.744704496]",-4.303963954,18.5911074,45.744704496
chr26,1091738,1092499,2.507763719433397,10,11,"[-4.2834939244, 18.65757164, 45.9974407456]",-4.2834939244,18.65757164,45.9974407456,"[-4.2828423562, 18.659687220000002, 46.0054854288]",-4.2828423562,18.659687220000002,46.0054854288,1092118,92.499,"[-4.2828423562, 18.659687220000002, 46.0054854288]",-4.2828423562,18.659687220000002,46.0054854288
chr26,1144820,1145025,1.577676638161264,11,12,"[-3.875814358, 18.945618926, 46.0957609]",-3.875814358,18.945618926,46.0957609,"[-3.8739820475, 18.9468313575, 46.095811125]",-3.8739820475,18.9468313575,46.095811125,1144922,45.025,"[-3.8739820475, 18.9468313575, 46.095811125]",-3.8739820475,18.9468313575,46.095811125
chr26,1156133,1156359,1.5518676907615323,11,12,"[-3.7746976327, 19.0125274019, 46.098532585]",-3.7746976327,19.0125274019,46.098532585,"[-3.7726776221, 19.0138640337, 46.098587955]",-3.7726776221,19.0138640337,46.098587955,1156246,56.359,"[-3.7726776221, 19.0138640337, 46.098587955]",-3.7726776221,19.0138640337,46.098587955
chr26,1270296,1270605,3.1219904187427754,12,13,"[-3.4502628704, 18.6149624952, 46.2755862768]",-3.4502628704,18.6149624952,46.2755862768,"[-3.450560252, 18.6120744885, 46.276317309]",-3.450560252,18.6120744885,46.276317309,1270450,70.60499999999999,"[-3.450560252, 18.6120744885, 46.276317309]",-3.450560252,18.6120744885,46.276317309
chr26,1318895,1319242,3.4281288148346825,13,14,"[-3.4023233605, 18.434815526, 46.2216650545]",-3.4023233605,18.434815526,46.2216650545,"[-3.4009179758, 18.436605629600002, 46.2193842582]",-3.4009179758,18.436605629600002,46.2193842582,1319068,19.242,"[-3.4009179758, 18.436605629600002, 46.2193842582]",-3.4009179758,18.436605629600002,46.2193842582
chr26,1366689,1366912,2.1413136212815083,13,14,"[-3.2087528811, 18.6813752132, 45.9075198719]",-3.2087528811,18.6813752132,45.9075198719,"[-3.2078497088, 18.6825256256, 45.9060541152]",-3.2078497088,18.6825256256,45.9060541152,1366800,66.912,"[-3.2078497088, 18.6825256256, 45.9060541152]",-3.2078497088,18.6825256256,45.9060541152
chr26,2067212,2067452,2.342953287065029,20,21,"[-4.5773981228, 18.1133676088, 47.947586717600004]",-4.5773981228,18.1133676088,47.947586717600004,"[-4.5789669788000005, 18.1152941848, 47.9472698696]",-4.5789669788000005,18.1152941848,47.9472698696,2067332,67.452,"[-4.5789669788000005, 18.1152941848, 47.9472698696]",-4.5789669788000005,18.1152941848,47.9472698696
chr26,2077817,2078258,3.5209147984208435,20,21,"[-4.6467219473000005, 18.198498185800002, 47.9335859966]",-4.6467219473000005,18.198498185800002,47.9335859966,"[-4.6496047202, 18.202038269200003, 47.9330037884]",-4.6496047202,18.202038269200003,47.9330037884,2078037,78.25800000000001,"[-4.6496047202, 18.202038269200003, 47.9330037884]",-4.6496047202,18.202038269200003,47.9330037884
chr26,2456659,2456877,1.058401516818125,24,25,"[-3.2976439559, 19.4472873446, 46.4694781572]",-3.2976439559,19.4472873446,46.4694781572,"[-3.2968395577, 19.449523893800002, 46.4697769916]",-3.2968395577,19.449523893800002,46.4697769916,2456768,56.877,"[-3.2968395577, 19.449523893800002, 46.4697769916]",-3.2968395577,19.449523893800002,46.4697769916
chr26,2541177,2541669,3.1948533162353483,25,26,"[-3.2767170812, 19.6825714258, 46.1738001405]",-3.2767170812,19.6825714258,46.1738001405,"[-3.2783778764, 19.680069802600002, 46.169557378499995]",-3.2783778764,19.680069802600002,46.169557378499995,2541423,41.669,"[-3.2783778764, 19.680069802600002, 46.169557378499995]",-3.2783778764,19.680069802600002,46.169557378499995
chr26,2548047,2548576,1.7737827233420878,25,26,"[-3.2999074532, 19.6476402238, 46.1145566955]",-3.2999074532,19.6476402238,46.1145566955,"[-3.3016931456, 19.6449504704, 46.109994864]",-3.3016931456,19.6449504704,46.109994864,2548311,48.576,"[-3.3016931456, 19.6449504704, 46.109994864]",-3.3016931456,19.6449504704,46.109994864
chr26,2611640,2611954,1.3942888553734798,26,27,"[-3.476115752, 19.270130844, 45.71626026]",-3.476115752,19.270130844,45.71626026,"[-3.4761382972000003, 19.267073143399998, 45.717601511]",-3.4761382972000003,19.267073143399998,45.717601511,2611797,11.953999999999999,"[-3.4761382972000003, 19.267073143399998, 45.717601511]",-3.4761382972000003,19.267073143399998,45.717601511
chr26,2842828,2843181,2.3851696060331955,28,29,"[-4.752189378, 18.5243827268, 46.2991746204]",-4.752189378,18.5243827268,46.2991746204,"[-4.7549828435, 18.5258205311, 46.2972152233]",-4.7549828435,18.5258205311,46.2972152233,2843004,43.181000000000004,"[-4.7549828435, 18.5258205311, 46.2972152233]",-4.7549828435,18.5258205311,46.2972152233
chr26,2905576,2905914,1.8214467778008363,29,30,"[-5.2040189072, 18.7339094216, 46.030943408]",-5.2040189072,18.7339094216,46.030943408,"[-5.203982470800001, 18.732494587399998, 46.033920512]",-5.203982470800001,18.732494587399998,46.033920512,2905745,5.914,"[-5.203982470800001, 18.732494587399998, 46.033920512]",-5.203982470800001,18.732494587399998,46.033920512
chr26,2911224,2911508,2.453190138642217,29,30,"[-5.2034100528, 18.7102674584, 46.080690992]",-5.2034100528,18.7102674584,46.080690992,"[-5.2033794376, 18.7090786628, 46.083192464]",-5.2033794376,18.7090786628,46.083192464,2911366,11.508000000000001,"[-5.2033794376, 18.7090786628, 46.083192464]",-5.2033794376,18.7090786628,46.083192464
chr26,2942058,2942270,1.6768481585214725,29,30,"[-5.2000861476, 18.5811994178, 46.352276864000004]",-5.2000861476,18.5811994178,46.352276864000004,"[-5.2000632940000004, 18.580312007, 46.354144160000004]",-5.2000632940000004,18.580312007,46.354144160000004,2942164,42.27,"[-5.2000632940000004, 18.580312007, 46.354144160000004]",-5.2000632940000004,18.580312007,46.354144160000004
chr26,3197854,3198160,1.4213659537383934,31,32,"[-4.1105909604, 18.435845479, 48.0472460648]",-4.1105909604,18.435845479,48.0472460648,"[-4.108146816, 18.43743316, 48.048213391999994]",-4.108146816,18.43743316,48.048213391999994,3198007,98.16,"[-4.108146816, 18.43743316, 48.048213391999994]",-4.108146816,18.43743316,48.048213391999994
chr26,3232136,3232347,1.6085757762899895,32,33,"[-4.457165248, 18.4271585152, 48.0317372568]",-4.457165248,18.4271585152,48.0317372568,"[-4.459553346, 18.4270283704, 48.0315908861]",-4.459553346,18.4270283704,48.0315908861,3232241,32.347,"[-4.459553346, 18.4270283704, 48.0315908861]",-4.459553346,18.4270283704,48.0315908861
chr26,3232432,3232646,1.1572501263885857,32,33,"[-4.460515376, 18.4269759424, 48.0315319216]",-4.460515376,18.4269759424,48.0315319216,"[-4.462937428, 18.426843947200002, 48.0313834698]",-4.462937428,18.426843947200002,48.0313834698,3232539,32.646,"[-4.462937428, 18.426843947200002, 48.0313834698]",-4.462937428,18.426843947200002,48.0313834698
chr26,3258521,3258854,2.2875242070392803,32,33,"[-4.755790678, 18.410884247200002, 48.0134339823]",-4.755790678,18.410884247200002,48.0134339823,"[-4.759559572, 18.4106788528, 48.0132029802]",-4.759559572,18.4106788528,48.0132029802,3258687,58.85399999999999,"[-4.759559572, 18.4106788528, 48.0132029802]",-4.759559572,18.4106788528,48.0132029802
chr26,3356777,3357005,1.4730890879505558,33,34,"[-4.7292347726, 18.4900024657, 48.297330939]",-4.7292347726,18.4900024657,48.297330939,"[-4.727242919, 18.490422920500002, 48.298586535]",-4.727242919,18.490422920500002,48.298586535,3356891,57.004999999999995,"[-4.727242919, 18.490422920500002, 48.298586535]",-4.727242919,18.490422920500002,48.298586535
chr26,3492051,3492274,1.4614583873962608,34,35,"[-4.6897701434, 18.6787812299, 47.7604654769]",-4.6897701434,18.6787812299,47.7604654769,"[-4.6905893116, 18.679045462599998, 47.7585882406]",-4.6905893116,18.679045462599998,47.7585882406,3492162,92.274,"[-4.6905893116, 18.679045462599998, 47.7585882406]",-4.6905893116,18.679045462599998,47.7585882406
chr26,3514875,3515350,2.017230898957504,35,36,"[-4.841063999999999, 18.617839762499997, 47.6662038]",-4.841063999999999,18.617839762499997,47.6662038,"[-4.844962799999999, 18.615592964999998, 47.66533056]",-4.844962799999999,18.615592964999998,47.66533056,3515112,15.35,"[-4.844962799999999, 18.615592964999998, 47.66533056]",-4.844962799999999,18.615592964999998,47.66533056
chr26,4079953,4080303,2.5253238562175206,40,41,"[-4.053917906000001, 18.6013289244, 46.1073024493]",-4.053917906000001,18.6013289244,46.1073024493,"[-4.056018606, 18.6039731044, 46.1073437843]",-4.056018606,18.6039731044,46.1073437843,4080128,80.303,"[-4.056018606, 18.6039731044, 46.1073437843]",-4.056018606,18.6039731044,46.1073437843
