chromosome,start,end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr26,1062322,1062570,NC_023667.1,2803_006_autosomes_peak_87384,52,.,5.64888,8.14205,5.28039,85,10,11,"[-18.1828209436, -28.0457454198, -24.364541306200003]",-18.1828209436,-28.0457454198,-24.364541306200003,"[-18.184919966, -28.046307363, -24.365735947]",-18.184919966,-28.046307363,-24.365735947,1062446,62.57,"[-18.184919966, -28.046307363, -24.365735947]",-18.184919966,-28.046307363,-24.365735947
chr26,1083810,1083913,NC_023667.1,2803_006_autosomes_peak_87385,27,.,4.03491,5.27184,2.76836,69,10,11,"[-18.364691078, -28.094435079, -24.468051151]",-18.364691078,-28.094435079,-24.468051151,"[-18.3655628494, -28.0946684667, -24.4685473123]",-18.3655628494,-28.0946684667,-24.4685473123,1083861,83.91300000000001,"[-18.3655628494, -28.0946684667, -24.4685473123]",-18.3655628494,-28.0946684667,-24.4685473123
chr26,1092060,1092235,NC_023667.1,2803_006_autosomes_peak_87386,39,.,4.8419,6.67379,3.97677,117,10,11,"[-18.434517428, -28.113128753999998, -24.507792226000003]",-18.434517428,-28.113128753999998,-24.507792226000003,"[-18.435998592999997, -28.1135252865, -24.5086352185]",-18.435998592999997,-28.1135252865,-24.5086352185,1092147,92.235,"[-18.435998592999997, -28.1135252865, -24.5086352185]",-18.435998592999997,-28.1135252865,-24.5086352185
chr26,1094982,1095267,NC_023667.1,2803_006_autosomes_peak_87387,66,.,6.45586,9.66788,6.66308,97,10,11,"[-18.4592486516, -28.1197497138, -24.521867792200002]",-18.4592486516,-28.1197497138,-24.521867792200002,"[-18.4616608346, -28.1203954953, -24.5232406657]",-18.4616608346,-28.1203954953,-24.5232406657,1095124,95.267,"[-18.4616608346, -28.1203954953, -24.5232406657]",-18.4616608346,-28.1203954953,-24.5232406657
chr26,1097594,1098076,NC_023667.1,2803_006_autosomes_peak_87388,27,.,4.03491,5.27184,2.76836,189,10,11,"[-18.4813560972, -28.1256682446, -24.5344500574]",-18.4813560972,-28.1256682446,-24.5344500574,"[-18.4854356488, -28.1267604084, -24.5367718996]",-18.4854356488,-28.1267604084,-24.5367718996,1097835,98.076,"[-18.4854356488, -28.1267604084, -24.5367718996]",-18.4854356488,-28.1267604084,-24.5367718996
chr26,1134644,1134982,NC_023667.1,2803_006_autosomes_peak_87389,27,.,4.03491,5.27184,2.76836,285,11,12,"[-18.827855151599998, -28.221589341599998, -24.5696464216]",-18.827855151599998,-28.221589341599998,-24.5696464216,"[-18.8310370498, -28.2224719948, -24.5698767348]",-18.8310370498,-28.2224719948,-24.5698767348,1134813,34.982,"[-18.8310370498, -28.2224719948, -24.5698767348]",-18.8310370498,-28.2224719948,-24.5698767348
chr26,1219859,1220020,NC_023667.1,2803_006_autosomes_peak_87390,16,.,3.22793,3.94805,1.68706,13,12,13,"[-19.3348307884, -28.2892414375, -24.7324423309]",-19.3348307884,-28.2892414375,-24.7324423309,"[-19.333952952, -28.28840625, -24.733401102000002]",-19.333952952,-28.28840625,-24.733401102000002,1219939,20.02,"[-19.333952952, -28.28840625, -24.733401102000002]",-19.333952952,-28.28840625,-24.733401102000002
chr26,1306744,1306881,NC_023667.1,2803_006_autosomes_peak_87391,16,.,3.22793,3.94805,1.68706,49,13,14,"[-18.9405183816, -27.90733116, -25.167784807199997]",-18.9405183816,-27.90733116,-25.167784807199997,"[-18.9413847559, -27.908018215, -25.1669335303]",-18.9413847559,-27.908018215,-25.1669335303,1306812,6.880999999999999,"[-18.9413847559, -27.908018215, -25.1669335303]",-18.9413847559,-27.908018215,-25.1669335303
chr26,1365445,1365617,NC_023667.1,2803_006_autosomes_peak_87392,16,.,3.22793,3.94805,1.68706,102,13,14,"[-19.3117376355, -28.201716675, -24.8030344035]",-19.3117376355,-28.201716675,-24.8030344035,"[-19.3128253463, -28.202579255, -24.801965647099998]",-19.3128253463,-28.202579255,-24.801965647099998,1365531,65.617,"[-19.3128253463, -28.202579255, -24.801965647099998]",-19.3128253463,-28.202579255,-24.801965647099998
chr26,1929936,1930056,NC_023667.1,2803_006_autosomes_peak_87393,16,.,3.22793,3.94805,1.68706,49,19,20,"[-19.3110700352, -29.1055885104, -23.9959788688]",-19.3110700352,-29.1055885104,-23.9959788688,"[-19.3101062192, -29.105398178399998, -23.996597864800002]",-19.3101062192,-29.105398178399998,-23.996597864800002,1929996,30.056,"[-19.3101062192, -29.105398178399998, -23.996597864800002]",-19.3101062192,-29.105398178399998,-23.996597864800002
